GeneHu,Category,File
CD79A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD81,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD83,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD8A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD8B2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD8B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD93,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CD96,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDC42BPG,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDC42EP1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDC42EP2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDH1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDK18,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDK5R1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CDR1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CEACAM19,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CEBPE,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CELSR3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CEND1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CERKL,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CES5A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CFAP74,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CFP,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CGNL1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHAC1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHAD,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHI3L1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHIA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHIT1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHN1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHRM3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHST3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHST7,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CHST8,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CIITA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CITED4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLCN1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLDN15,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLDN2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLDN20,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC10A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC12A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC1B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC2D,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC4A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC4C,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC4D,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC4E,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLEC7A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CLGN,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CMPK2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CMTM8,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CNN1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CNN2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CNRIP1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CNTN4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CNTN5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
COL15A1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
COL17A1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
COL20A1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
COL27A1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CORO6,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CPE,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CR2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CRIP1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CRYBB1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CRYBG1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CSMD2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CSMD3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CSTA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CTSF,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CTSW,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CTTNBP2NL,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CXCL6,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CXCR2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CXCR5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CXXC5,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYBB,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP11A1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP2A7,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP2A13,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP2A6,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP2D6,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP2D7,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP39A1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP4F8,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYP4F3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CYTIP,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
RADX,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DACH1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DAPK2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DCAF12L2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DDX3Y,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DGKG,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DHCR24,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DHRS9,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DIAPH1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DIO1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DLGAP3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DNA2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DNAH5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DNAH7,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DNAI2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DNASE1L3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DOCK5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DOK2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DPEP2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DPP4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DPYSL3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DRAM1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DST,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DUOXA1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DUSP27,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DUSP8,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DYRK3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
DYRK4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
E2F2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
RNASE2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
RNASE3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EBF3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ECM1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ECSCR,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EDARADD,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EDN1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EFCAB5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EGR1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EGR2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EID2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EIF2S3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ELAVL4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EMB,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EMID1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EMILIN2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EMP1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ENO2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ENPP2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ENTPD2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ENTPD3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EPB42,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EPHA2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ERBB3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ERBB4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ERMAP,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ERRFI1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ESAM,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ETV1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
ETV5,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EYA4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EZR,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
F10,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
F11R,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
F13A1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
F5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
F9,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FABP4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FADS1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FADS3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM149A,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM167B,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM169B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM174B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM187B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM241A,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM57B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM71A,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM78B,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FAM81A,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FBLIM1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FBP1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FBXL16,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FBXO39,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FCER2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FCHO1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FCRLA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FCRL3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FCRL2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FERMT2,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FEZ1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FFAR1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FFAR4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGF1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGF22,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGF7,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGFR3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGL2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FGR,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FHL1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FKBP14,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FKBP5,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FKBP9,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FLNA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FMNL3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FMO4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FN1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FOSB,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FOXP3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FOXRED2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FPR1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FPR3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FSCN1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FSCN2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FSD1L,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FUT10,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FUT2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FZD6,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
FZD8,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
G0S2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GAL3ST4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GALNT12,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GALNT9,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GAP43,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GAPT,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GARNL3,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GAS6,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GAS7,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GATA3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GATM,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GCAT,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GCGR,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GCHFR,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GDA,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GDF3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GDPD1,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GEM,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GFOD1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GFRA4,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GGT1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GGT2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GGTLC2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GGTLC1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GGTLC3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GIMAP1-GIMAP5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GIMAP5,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GIMAP4,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GIMAP8,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GIPC2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GJB2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GLIPR2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
GLUL,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
SERPINB9,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
EFCAB13,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
OR8H1,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
OR8H3,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
OR8H2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
C11orf96,MicroByMono_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
SYS1-DBNDD2,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
CFB,MonoByMicro_Zhang_Cuffdiff2FCover20,MicroMono_GSE86573_FCover20_Signature_Hu
