"GeneHu","Category"
"GAS2L3","PNSCbyQNSCBen_FC5_"
"GAS7","PNSCbyQNSCBen_FC5_"
"GBP2","QNSCbyPNSCBen_FC5_"
"GBP6","QNSCbyPNSCBen_FC5_"
"GBP3","PNSCbyQNSCBen_FC5_"
"GBX1","QNSCbyPNSCBen_FC5_"
"GCH1","QNSCbyPNSCBen_FC5_"
"GCK","PNSCbyQNSCBen_FC5_"
"GCNT2","QNSCbyPNSCBen_FC5_"
"GDAP1L1","QNSCbyPNSCBen_FC5_"
"GDPD5","QNSCbyPNSCBen_FC5_"
"GEN1","PNSCbyQNSCBen_FC5_"
"GFAP","QNSCbyPNSCBen_FC5_"
"GFRA1","QNSCbyPNSCBen_FC5_"
"GGT5","QNSCbyPNSCBen_FC5_"
"GHR","QNSCbyPNSCBen_FC5_"
"GIMAP6","QNSCbyPNSCBen_FC5_"
"GIMAP8","QNSCbyPNSCBen_FC5_"
"GINS1","PNSCbyQNSCBen_FC5_"
"GINS2","PNSCbyQNSCBen_FC5_"
"GJB3","QNSCbyPNSCBen_FC5_"
"GJC1","PNSCbyQNSCBen_FC5_"
"GLIPR2","QNSCbyPNSCBen_FC5_"
"GLIS1","QNSCbyPNSCBen_FC5_"
"C11orf96","QNSCbyPNSCBen_FC5_"
"CTXND1","QNSCbyPNSCBen_FC5_"
"GMNN","PNSCbyQNSCBen_FC5_"
"GNGT2","QNSCbyPNSCBen_FC5_"
"GP1BB","QNSCbyPNSCBen_FC5_"
"GPC6","QNSCbyPNSCBen_FC5_"
"GPR157","QNSCbyPNSCBen_FC5_"
"GPR20","QNSCbyPNSCBen_FC5_"
"GPR4","QNSCbyPNSCBen_FC5_"
"GPR55","PNSCbyQNSCBen_FC5_"
"GPR68","QNSCbyPNSCBen_FC5_"
"GPR88","QNSCbyPNSCBen_FC5_"
"GPRIN3","QNSCbyPNSCBen_FC5_"
"GPSM2","PNSCbyQNSCBen_FC5_"
"GPX4","QNSCbyPNSCBen_FC5_"
"GRB10","PNSCbyQNSCBen_FC5_"
"GRHL1","QNSCbyPNSCBen_FC5_"
"GRIA1","PNSCbyQNSCBen_FC5_"
"GRIK1","QNSCbyPNSCBen_FC5_"
"GRIN2A","PNSCbyQNSCBen_FC5_"
"GRIN3A","QNSCbyPNSCBen_FC5_"
"GRIN3B","QNSCbyPNSCBen_FC5_"
"GRK4","QNSCbyPNSCBen_FC5_"
"GRM5","PNSCbyQNSCBen_FC5_"
"GRWD1","PNSCbyQNSCBen_FC5_"
"GSC","PNSCbyQNSCBen_FC5_"
"GSN","QNSCbyPNSCBen_FC5_"
"GSTM1","QNSCbyPNSCBen_FC5_"
"GYPB","QNSCbyPNSCBen_FC5_"
"GYPE","QNSCbyPNSCBen_FC5_"
"GYPA","QNSCbyPNSCBen_FC5_"
"HLA-DMB","QNSCbyPNSCBen_FC5_"
"H2AFX","PNSCbyQNSCBen_FC5_"
"H2AFZ","PNSCbyQNSCBen_FC5_"
"HAP1","PNSCbyQNSCBen_FC5_"
"HAPLN4","QNSCbyPNSCBen_FC5_"
"HAUS8","PNSCbyQNSCBen_FC5_"
"HBEGF","QNSCbyPNSCBen_FC5_"
"HELLS","PNSCbyQNSCBen_FC5_"
"HES6","PNSCbyQNSCBen_FC5_"
"HES7","QNSCbyPNSCBen_FC5_"
"HFM1","PNSCbyQNSCBen_FC5_"
"HHATL","QNSCbyPNSCBen_FC5_"
"HHIP","PNSCbyQNSCBen_FC5_"
"HIP1","PNSCbyQNSCBen_FC5_"
"HIRIP3","PNSCbyQNSCBen_FC5_"
"HIST1H4L","QNSCbyPNSCBen_FC5_"
"HIST2H2AA3","QNSCbyPNSCBen_FC5_"
"HIST2H2AA4","QNSCbyPNSCBen_FC5_"
"HIVEP3","QNSCbyPNSCBen_FC5_"
"HK2","PNSCbyQNSCBen_FC5_"
"HMGB2","PNSCbyQNSCBen_FC5_"
"HMGN3","QNSCbyPNSCBen_FC5_"
"HMMR","PNSCbyQNSCBen_FC5_"
"HNRNPAB","PNSCbyQNSCBen_FC5_"
"HOXA10","QNSCbyPNSCBen_FC5_"
"HOXA2","QNSCbyPNSCBen_FC5_"
"HOXB5","QNSCbyPNSCBen_FC5_"
"HOXB6","QNSCbyPNSCBen_FC5_"
"HOXB9","QNSCbyPNSCBen_FC5_"
"HOXC4","QNSCbyPNSCBen_FC5_"
"HOXC6","QNSCbyPNSCBen_FC5_"
"HPCA","QNSCbyPNSCBen_FC5_"
"HPX","QNSCbyPNSCBen_FC5_"
"HR","QNSCbyPNSCBen_FC5_"
"HRC","QNSCbyPNSCBen_FC5_"
"HRH3","QNSCbyPNSCBen_FC5_"
"HS3ST1","PNSCbyQNSCBen_FC5_"
"HS3ST2","PNSCbyQNSCBen_FC5_"
"HSPA1A","QNSCbyPNSCBen_FC5_"
"HSPA1B","QNSCbyPNSCBen_FC5_"
"HSPB1","QNSCbyPNSCBen_FC5_"
"HSPB2-C11orf52","QNSCbyPNSCBen_FC5_"
"HSPB2","QNSCbyPNSCBen_FC5_"
"HSPB8","QNSCbyPNSCBen_FC5_"
"HSPG2","QNSCbyPNSCBen_FC5_"
"HTRA4","QNSCbyPNSCBen_FC5_"
"HYDIN","PNSCbyQNSCBen_FC5_"
"HYLS1","PNSCbyQNSCBen_FC5_"
"ICOSLG","QNSCbyPNSCBen_FC5_"
"ID1","QNSCbyPNSCBen_FC5_"
"ID2","QNSCbyPNSCBen_FC5_"
"ID3","QNSCbyPNSCBen_FC5_"
"ID4","QNSCbyPNSCBen_FC5_"
"IER2","QNSCbyPNSCBen_FC5_"
"IFFO2","QNSCbyPNSCBen_FC5_"
"IFIT3","QNSCbyPNSCBen_FC5_"
"IFITM1","QNSCbyPNSCBen_FC5_"
"IFITM3","QNSCbyPNSCBen_FC5_"
"IFITM2","QNSCbyPNSCBen_FC5_"
"IFITM5","QNSCbyPNSCBen_FC5_"
"IFRD2","PNSCbyQNSCBen_FC5_"
"IGF1","QNSCbyPNSCBen_FC5_"
"IGF2BP3","PNSCbyQNSCBen_FC5_"
"IGFBP4","PNSCbyQNSCBen_FC5_"
"IGFBP5","PNSCbyQNSCBen_FC5_"
"IGFBP6","QNSCbyPNSCBen_FC5_"
"IGSF11","QNSCbyPNSCBen_FC5_"
"IGSF21","PNSCbyQNSCBen_FC5_"
"IGSF3","QNSCbyPNSCBen_FC5_"
"IRGM","QNSCbyPNSCBen_FC5_"
"IL17D","PNSCbyQNSCBen_FC5_"
"IL17RC","QNSCbyPNSCBen_FC5_"
"IL1R1","QNSCbyPNSCBen_FC5_"
"IL4R","QNSCbyPNSCBen_FC5_"
"IL6R","QNSCbyPNSCBen_FC5_"
"IL6ST","QNSCbyPNSCBen_FC5_"
"ILDR2","QNSCbyPNSCBen_FC5_"
"IMMP2L","PNSCbyQNSCBen_FC5_"
"IMPDH1","PNSCbyQNSCBen_FC5_"
"INCA1","QNSCbyPNSCBen_FC5_"
"INCENP","PNSCbyQNSCBen_FC5_"
"INF2","QNSCbyPNSCBen_FC5_"
"INPP5J","QNSCbyPNSCBen_FC5_"
"INPP5K","QNSCbyPNSCBen_FC5_"
"INSC","QNSCbyPNSCBen_FC5_"
"INSM1","PNSCbyQNSCBen_FC5_"
"IP6K3","QNSCbyPNSCBen_FC5_"
"IPO11","PNSCbyQNSCBen_FC5_"
"IQCD","QNSCbyPNSCBen_FC5_"
"IQGAP3","PNSCbyQNSCBen_FC5_"
"IRAK2","QNSCbyPNSCBen_FC5_"
"IRS4","QNSCbyPNSCBen_FC5_"
"ISLR","QNSCbyPNSCBen_FC5_"
"ITGA1","QNSCbyPNSCBen_FC5_"
"ITGA2","QNSCbyPNSCBen_FC5_"
"ITGA3","QNSCbyPNSCBen_FC5_"
"ITGA9","PNSCbyQNSCBen_FC5_"
"ITGB1BP2","PNSCbyQNSCBen_FC5_"
"ITGB2","QNSCbyPNSCBen_FC5_"
"ITM2B","QNSCbyPNSCBen_FC5_"
"JAG1","PNSCbyQNSCBen_FC5_"
"JAK3","QNSCbyPNSCBen_FC5_"
"JAZF1","QNSCbyPNSCBen_FC5_"
"JSRP1","QNSCbyPNSCBen_FC5_"
"JUNB","QNSCbyPNSCBen_FC5_"
"KAT2A","PNSCbyQNSCBen_FC5_"
"KBTBD8","PNSCbyQNSCBen_FC5_"
"KCNA2","QNSCbyPNSCBen_FC5_"
"KCNAB1","QNSCbyPNSCBen_FC5_"
"KCNAB2","PNSCbyQNSCBen_FC5_"
"KCNC1","PNSCbyQNSCBen_FC5_"
"KCNF1","QNSCbyPNSCBen_FC5_"
"KCNG1","PNSCbyQNSCBen_FC5_"
"KCNH2","QNSCbyPNSCBen_FC5_"
"KCNH5","QNSCbyPNSCBen_FC5_"
"KCNJ10","PNSCbyQNSCBen_FC5_"
"KCNJ11","PNSCbyQNSCBen_FC5_"
"KCNJ14","QNSCbyPNSCBen_FC5_"
"KCNJ15","PNSCbyQNSCBen_FC5_"
"KCNJ16","PNSCbyQNSCBen_FC5_"
"KCNJ2","PNSCbyQNSCBen_FC5_"
"KCNJ8","QNSCbyPNSCBen_FC5_"
"KCNK10","QNSCbyPNSCBen_FC5_"
"KCNK2","PNSCbyQNSCBen_FC5_"
"KCNK3","QNSCbyPNSCBen_FC5_"
"KCNK5","PNSCbyQNSCBen_FC5_"
"KCNMA1","PNSCbyQNSCBen_FC5_"
"KCTD1","QNSCbyPNSCBen_FC5_"
"KDM4D","QNSCbyPNSCBen_FC5_"
"KIF11","PNSCbyQNSCBen_FC5_"
"KIF14","PNSCbyQNSCBen_FC5_"
"KIF15","PNSCbyQNSCBen_FC5_"
"KIF16B","QNSCbyPNSCBen_FC5_"
"KIF18A","PNSCbyQNSCBen_FC5_"
"KIF18B","PNSCbyQNSCBen_FC5_"
"KIF20A","PNSCbyQNSCBen_FC5_"
"KIF20B","PNSCbyQNSCBen_FC5_"
"KIF22","PNSCbyQNSCBen_FC5_"
"KIF23","PNSCbyQNSCBen_FC5_"
"KIF26B","QNSCbyPNSCBen_FC5_"
"KIF2C","PNSCbyQNSCBen_FC5_"
"KIF4A","PNSCbyQNSCBen_FC5_"
"KIF5A","QNSCbyPNSCBen_FC5_"
"KIFC1","PNSCbyQNSCBen_FC5_"
"KIRREL3","PNSCbyQNSCBen_FC5_"
"KIT","QNSCbyPNSCBen_FC5_"
"KLF12","PNSCbyQNSCBen_FC5_"
"KLF5","QNSCbyPNSCBen_FC5_"
"KLHDC8A","QNSCbyPNSCBen_FC5_"
"KLHDC8B","QNSCbyPNSCBen_FC5_"
"KLHL29","QNSCbyPNSCBen_FC5_"
"KLHL30","QNSCbyPNSCBen_FC5_"
"KLK10","PNSCbyQNSCBen_FC5_"
"KLK14","PNSCbyQNSCBen_FC5_"
"KLRB1","PNSCbyQNSCBen_FC5_"
"KNTC1","PNSCbyQNSCBen_FC5_"
"KPNA2","PNSCbyQNSCBen_FC5_"
"KY","PNSCbyQNSCBen_FC5_"
"L1CAM","QNSCbyPNSCBen_FC5_"
"LALBA","PNSCbyQNSCBen_FC5_"
"LAMA2","PNSCbyQNSCBen_FC5_"
"LAMB2","QNSCbyPNSCBen_FC5_"
"LAMC2","QNSCbyPNSCBen_FC5_"
"LAPTM4A","QNSCbyPNSCBen_FC5_"
"LAYN","QNSCbyPNSCBen_FC5_"
"LBP","QNSCbyPNSCBen_FC5_"
"LBR","PNSCbyQNSCBen_FC5_"
"LBX2","QNSCbyPNSCBen_FC5_"
"LCA5L","QNSCbyPNSCBen_FC5_"
"LCN2","QNSCbyPNSCBen_FC5_"
"LCTL","QNSCbyPNSCBen_FC5_"
"LDB3","QNSCbyPNSCBen_FC5_"
"LDHB","QNSCbyPNSCBen_FC5_"
"LFNG","PNSCbyQNSCBen_FC5_"
"LGALS2","QNSCbyPNSCBen_FC5_"
"LGALS8","QNSCbyPNSCBen_FC5_"
"LGALS13","QNSCbyPNSCBen_FC5_"
"LGALS14","QNSCbyPNSCBen_FC5_"
"LGALS16","QNSCbyPNSCBen_FC5_"
"LGMN","QNSCbyPNSCBen_FC5_"
"LHFPL2","QNSCbyPNSCBen_FC5_"
"LHX1","PNSCbyQNSCBen_FC5_"
"LHX2","PNSCbyQNSCBen_FC5_"
"LIF","QNSCbyPNSCBen_FC5_"
"LIG1","PNSCbyQNSCBen_FC5_"
"LIMCH1","QNSCbyPNSCBen_FC5_"
"LIMD2","PNSCbyQNSCBen_FC5_"
"LIMS2","QNSCbyPNSCBen_FC5_"
"LIN7A","QNSCbyPNSCBen_FC5_"
"LIN9","PNSCbyQNSCBen_FC5_"
"LIPG","PNSCbyQNSCBen_FC5_"
"LMNB1","PNSCbyQNSCBen_FC5_"
"LMNB2","PNSCbyQNSCBen_FC5_"
"LMO1","PNSCbyQNSCBen_FC5_"
"LMO3","PNSCbyQNSCBen_FC5_"
"LMOD1","QNSCbyPNSCBen_FC5_"
"LONRF2","PNSCbyQNSCBen_FC5_"
"LOXL2","QNSCbyPNSCBen_FC5_"
"LOXL4","QNSCbyPNSCBen_FC5_"
"LPAR1","QNSCbyPNSCBen_FC5_"
"LPL","QNSCbyPNSCBen_FC5_"
"LPO","PNSCbyQNSCBen_FC5_"
"LRFN1","PNSCbyQNSCBen_FC5_"
"LRP1","QNSCbyPNSCBen_FC5_"
"LRP2","PNSCbyQNSCBen_FC5_"
"LRP4","QNSCbyPNSCBen_FC5_"
"LRRC14B","QNSCbyPNSCBen_FC5_"
"LRRC23","PNSCbyQNSCBen_FC5_"
"LRRC7","PNSCbyQNSCBen_FC5_"
"LRRK2","QNSCbyPNSCBen_FC5_"
"LRRN1","PNSCbyQNSCBen_FC5_"
"LRRN2","QNSCbyPNSCBen_FC5_"
"LRRN4","PNSCbyQNSCBen_FC5_"
"LRRTM1","PNSCbyQNSCBen_FC5_"
"LRTM2","QNSCbyPNSCBen_FC5_"
"LSM11","PNSCbyQNSCBen_FC5_"
"LSM2","PNSCbyQNSCBen_FC5_"
"LSP1","QNSCbyPNSCBen_FC5_"
"LTBP3","QNSCbyPNSCBen_FC5_"
"LXN","QNSCbyPNSCBen_FC5_"
"LY6E","PNSCbyQNSCBen_FC5_"
"LY75-CD302","PNSCbyQNSCBen_FC5_"
"LY75","PNSCbyQNSCBen_FC5_"
"LYNX1","QNSCbyPNSCBen_FC5_"
"LYPD6","PNSCbyQNSCBen_FC5_"
"LYZ","QNSCbyPNSCBen_FC5_"
"MAD2L1","PNSCbyQNSCBen_FC5_"
"MAFK","QNSCbyPNSCBen_FC5_"
"MAL","QNSCbyPNSCBen_FC5_"
"MAN1C1","QNSCbyPNSCBen_FC5_"
"MAN2B2","QNSCbyPNSCBen_FC5_"
"MAP2K6","PNSCbyQNSCBen_FC5_"
"MAP3K5","QNSCbyPNSCBen_FC5_"
"MAP3K8","QNSCbyPNSCBen_FC5_"
"MAP4K1","PNSCbyQNSCBen_FC5_"
"MAP6D1","PNSCbyQNSCBen_FC5_"
"MAPK10","QNSCbyPNSCBen_FC5_"
"MAPT","QNSCbyPNSCBen_FC5_"
"MASTL","PNSCbyQNSCBen_FC5_"
"MATN3","QNSCbyPNSCBen_FC5_"
"MB","QNSCbyPNSCBen_FC5_"
"MBOAT4","QNSCbyPNSCBen_FC5_"
"MCHR1","PNSCbyQNSCBen_FC5_"
"MCM10","PNSCbyQNSCBen_FC5_"
"MCM2","PNSCbyQNSCBen_FC5_"
"MCM3","PNSCbyQNSCBen_FC5_"
"MCM4","PNSCbyQNSCBen_FC5_"
"MCM5","PNSCbyQNSCBen_FC5_"
"MCM6","PNSCbyQNSCBen_FC5_"
"MCM7","PNSCbyQNSCBen_FC5_"
"MDGA1","QNSCbyPNSCBen_FC5_"
"MECOM","PNSCbyQNSCBen_FC5_"
"MEGF6","PNSCbyQNSCBen_FC5_"
"MELK","PNSCbyQNSCBen_FC5_"
"MET","QNSCbyPNSCBen_FC5_"
"METTL1","PNSCbyQNSCBen_FC5_"
"MEX3A","PNSCbyQNSCBen_FC5_"
"MFNG","PNSCbyQNSCBen_FC5_"
"MFRP","QNSCbyPNSCBen_FC5_"
"MFSD6","QNSCbyPNSCBen_FC5_"
"MGAT4A","QNSCbyPNSCBen_FC5_"
"MGLL","QNSCbyPNSCBen_FC5_"
"MGP","QNSCbyPNSCBen_FC5_"
"MICAL2","PNSCbyQNSCBen_FC5_"
"MICALL1","QNSCbyPNSCBen_FC5_"
"MITF","QNSCbyPNSCBen_FC5_"
"MLANA","QNSCbyPNSCBen_FC5_"
"MLF1","PNSCbyQNSCBen_FC5_"
"MLXIP","QNSCbyPNSCBen_FC5_"
"MMD2","PNSCbyQNSCBen_FC5_"
"MMGT1","QNSCbyPNSCBen_FC5_"
"MMP11","QNSCbyPNSCBen_FC5_"
"MMP15","PNSCbyQNSCBen_FC5_"
"MMP17","PNSCbyQNSCBen_FC5_"
"MMP19","QNSCbyPNSCBen_FC5_"
"MMP24","QNSCbyPNSCBen_FC5_"
"MMP28","QNSCbyPNSCBen_FC5_"
"MMP9","QNSCbyPNSCBen_FC5_"
"MMRN2","QNSCbyPNSCBen_FC5_"
"MNS1","PNSCbyQNSCBen_FC5_"
"MPP3","PNSCbyQNSCBen_FC5_"
"MPV17L","QNSCbyPNSCBen_FC5_"
"MRGPRE","QNSCbyPNSCBen_FC5_"
"MRGPRF","QNSCbyPNSCBen_FC5_"
"MRVI1","QNSCbyPNSCBen_FC5_"
"MSH5-SAPCD1","PNSCbyQNSCBen_FC5_"
"MSH5","PNSCbyQNSCBen_FC5_"
"MSX2","QNSCbyPNSCBen_FC5_"
"MT1A","QNSCbyPNSCBen_FC5_"
"MT1E","QNSCbyPNSCBen_FC5_"
"MT2A","QNSCbyPNSCBen_FC5_"
"MT3","QNSCbyPNSCBen_FC5_"
"MTHFD1L","PNSCbyQNSCBen_FC5_"
"MUC15","QNSCbyPNSCBen_FC5_"
"MUC4","PNSCbyQNSCBen_FC5_"
"MVP","QNSCbyPNSCBen_FC5_"
"MXD3","PNSCbyQNSCBen_FC5_"
"MYB","PNSCbyQNSCBen_FC5_"
"MYBL2","PNSCbyQNSCBen_FC5_"
"MYC","PNSCbyQNSCBen_FC5_"
"MYH13","PNSCbyQNSCBen_FC5_"
"MYH7","PNSCbyQNSCBen_FC5_"
"MYO18B","PNSCbyQNSCBen_FC5_"
"MYO1B","PNSCbyQNSCBen_FC5_"
"MYO5B","PNSCbyQNSCBen_FC5_"
"MYOF","QNSCbyPNSCBen_FC5_"
"NAALADL1","PNSCbyQNSCBen_FC5_"
"NAMPT","QNSCbyPNSCBen_FC5_"
"NANOS1","PNSCbyQNSCBen_FC5_"
"NASP","PNSCbyQNSCBen_FC5_"
"NAT8L","PNSCbyQNSCBen_FC5_"
"NAV1","QNSCbyPNSCBen_FC5_"
"NBL1","QNSCbyPNSCBen_FC5_"
"NCAN","QNSCbyPNSCBen_FC5_"
"NCAPD2","PNSCbyQNSCBen_FC5_"
"NCAPG","PNSCbyQNSCBen_FC5_"
"NCAPG2","PNSCbyQNSCBen_FC5_"
"NCAPH","PNSCbyQNSCBen_FC5_"
"NDC80","PNSCbyQNSCBen_FC5_"
"NDRG1","QNSCbyPNSCBen_FC5_"
"NDRG2","QNSCbyPNSCBen_FC5_"
"NDRG4","QNSCbyPNSCBen_FC5_"
"NECAB1","QNSCbyPNSCBen_FC5_"
"NEDD9","QNSCbyPNSCBen_FC5_"
"NEFH","QNSCbyPNSCBen_FC5_"
"NEK2","PNSCbyQNSCBen_FC5_"
"NES","PNSCbyQNSCBen_FC5_"
"NETO2","PNSCbyQNSCBen_FC5_"
"NEURL1","PNSCbyQNSCBen_FC5_"
"NEURL2","QNSCbyPNSCBen_FC5_"
"NEUROD1","PNSCbyQNSCBen_FC5_"
"NEXN","QNSCbyPNSCBen_FC5_"
"NFASC","QNSCbyPNSCBen_FC5_"
"NFATC2","QNSCbyPNSCBen_FC5_"
"NFIL3","QNSCbyPNSCBen_FC5_"
"NFKBIA","QNSCbyPNSCBen_FC5_"
"NGFR","QNSCbyPNSCBen_FC5_"
"NHLRC4","QNSCbyPNSCBen_FC5_"
"NIPAL3","QNSCbyPNSCBen_FC5_"
"NLRX1","PNSCbyQNSCBen_FC5_"
"NMNAT2","QNSCbyPNSCBen_FC5_"
"NNMT","QNSCbyPNSCBen_FC5_"
"NOG","QNSCbyPNSCBen_FC5_"
"NOP56","PNSCbyQNSCBen_FC5_"
"NOP58","PNSCbyQNSCBen_FC5_"
"NOTUM","QNSCbyPNSCBen_FC5_"
"NPAS4","QNSCbyPNSCBen_FC5_"
"NPHP4","PNSCbyQNSCBen_FC5_"
"NPM3","PNSCbyQNSCBen_FC5_"
"NPR1","QNSCbyPNSCBen_FC5_"
"NPVF","QNSCbyPNSCBen_FC5_"
"NR2E1","PNSCbyQNSCBen_FC5_"
"NR3C2","QNSCbyPNSCBen_FC5_"
"NR4A1","QNSCbyPNSCBen_FC5_"
"NR5A2","PNSCbyQNSCBen_FC5_"
"NRAP","PNSCbyQNSCBen_FC5_"
"NRARP","PNSCbyQNSCBen_FC5_"
"NRGN","PNSCbyQNSCBen_FC5_"
"NRK","PNSCbyQNSCBen_FC5_"
"NRM","PNSCbyQNSCBen_FC5_"
"NRN1","QNSCbyPNSCBen_FC5_"
"NRN1L","QNSCbyPNSCBen_FC5_"
"NRTN","QNSCbyPNSCBen_FC5_"
"NRXN2","QNSCbyPNSCBen_FC5_"
"NSG2","QNSCbyPNSCBen_FC5_"
"NSL1","PNSCbyQNSCBen_FC5_"
"NT5E","PNSCbyQNSCBen_FC5_"
"NTN1","PNSCbyQNSCBen_FC5_"
"NTNG1","QNSCbyPNSCBen_FC5_"
"NTRK2","PNSCbyQNSCBen_FC5_"
"NUAK1","QNSCbyPNSCBen_FC5_"
"NUF2","PNSCbyQNSCBen_FC5_"
"NUP210","PNSCbyQNSCBen_FC5_"
"NUPR1","QNSCbyPNSCBen_FC5_"
"NUSAP1","PNSCbyQNSCBen_FC5_"
"NXPH3","QNSCbyPNSCBen_FC5_"
"NXPH4","QNSCbyPNSCBen_FC5_"
"NYNRIN","QNSCbyPNSCBen_FC5_"
"OAF","QNSCbyPNSCBen_FC5_"
"OASL","QNSCbyPNSCBen_FC5_"
"OCIAD2","QNSCbyPNSCBen_FC5_"
"ODF3","QNSCbyPNSCBen_FC5_"
"OGN","QNSCbyPNSCBen_FC5_"
"OIP5","PNSCbyQNSCBen_FC5_"
"OLFML3","QNSCbyPNSCBen_FC5_"
"OLIG2","PNSCbyQNSCBen_FC5_"
"OMD","QNSCbyPNSCBen_FC5_"
"OMG","PNSCbyQNSCBen_FC5_"
"OPCML","QNSCbyPNSCBen_FC5_"
"OPN1SW","QNSCbyPNSCBen_FC5_"
"ORC1","PNSCbyQNSCBen_FC5_"
"ORM2","QNSCbyPNSCBen_FC5_"
"ORM1","QNSCbyPNSCBen_FC5_"
"OSBPL3","QNSCbyPNSCBen_FC5_"
"OSGIN1","QNSCbyPNSCBen_FC5_"
"OSGIN2","QNSCbyPNSCBen_FC5_"
"OSMR","QNSCbyPNSCBen_FC5_"
"OTOA","PNSCbyQNSCBen_FC5_"
"OXTR","QNSCbyPNSCBen_FC5_"
"P2RY1","QNSCbyPNSCBen_FC5_"
"P2RY6","QNSCbyPNSCBen_FC5_"
"PAK1","QNSCbyPNSCBen_FC5_"
"PALLD","QNSCbyPNSCBen_FC5_"
"PALM","QNSCbyPNSCBen_FC5_"
"PALM3","QNSCbyPNSCBen_FC5_"
"PANX1","PNSCbyQNSCBen_FC5_"
"PAPLN","PNSCbyQNSCBen_FC5_"
"PAPSS2","QNSCbyPNSCBen_FC5_"
"PAQR8","QNSCbyPNSCBen_FC5_"
"PARD6B","QNSCbyPNSCBen_FC5_"
"PARP10","QNSCbyPNSCBen_FC5_"
"PARP3","QNSCbyPNSCBen_FC5_"
"PARVB","QNSCbyPNSCBen_FC5_"
"PASK","PNSCbyQNSCBen_FC5_"
"PAWR","QNSCbyPNSCBen_FC5_"
"PCBP3","QNSCbyPNSCBen_FC5_"
"PCDH1","QNSCbyPNSCBen_FC5_"
"PCDH10","PNSCbyQNSCBen_FC5_"
"PCDH17","PNSCbyQNSCBen_FC5_"
"PCDH18","PNSCbyQNSCBen_FC5_"
"PCGF2","QNSCbyPNSCBen_FC5_"
"PCNA","PNSCbyQNSCBen_FC5_"
"PCOLCE","QNSCbyPNSCBen_FC5_"
"PCOLCE2","QNSCbyPNSCBen_FC5_"
"PCP4","QNSCbyPNSCBen_FC5_"
"PCSK1N","QNSCbyPNSCBen_FC5_"
"PC","QNSCbyPNSCBen_FC5_"
"PDF","PNSCbyQNSCBen_FC5_"
"PDGFRA","QNSCbyPNSCBen_FC5_"
"PDK2","QNSCbyPNSCBen_FC5_"
"PDLIM2","QNSCbyPNSCBen_FC5_"
"PDLIM4","QNSCbyPNSCBen_FC5_"
"PDXP","PNSCbyQNSCBen_FC5_"
"PDZD3","PNSCbyQNSCBen_FC5_"
"PDZD7","QNSCbyPNSCBen_FC5_"
"PDZRN3","QNSCbyPNSCBen_FC5_"
"PDZRN4","PNSCbyQNSCBen_FC5_"
"FRAT1","PNSCbyQNSCBen_FC5_"
"PELI3","QNSCbyPNSCBen_FC5_"
"PEMT","PNSCbyQNSCBen_FC5_"
"PEX5L","QNSCbyPNSCBen_FC5_"
"PFKP","QNSCbyPNSCBen_FC5_"
"PGAP1","PNSCbyQNSCBen_FC5_"
"PGM5","QNSCbyPNSCBen_FC5_"
"PHACTR1","QNSCbyPNSCBen_FC5_"
"PHF1","PNSCbyQNSCBen_FC5_"
"PHKG1","QNSCbyPNSCBen_FC5_"
"PHLDA3","QNSCbyPNSCBen_FC5_"
"PHLDB2","QNSCbyPNSCBen_FC5_"
"PHYHD1","QNSCbyPNSCBen_FC5_"
"PHYHIPL","QNSCbyPNSCBen_FC5_"
"PI15","QNSCbyPNSCBen_FC5_"
"PIK3C2B","PNSCbyQNSCBen_FC5_"
"PIK3IP1","QNSCbyPNSCBen_FC5_"
"PIM1","QNSCbyPNSCBen_FC5_"
"PIM3","QNSCbyPNSCBen_FC5_"
"PINK1","QNSCbyPNSCBen_FC5_"
"PITPNM3","QNSCbyPNSCBen_FC5_"
"PITX3","PNSCbyQNSCBen_FC5_"
"PKD2","QNSCbyPNSCBen_FC5_"
"PKMYT1","PNSCbyQNSCBen_FC5_"
"PKN3","PNSCbyQNSCBen_FC5_"
"PKP2","QNSCbyPNSCBen_FC5_"
"PLA2G3","QNSCbyPNSCBen_FC5_"
"PLA2G4C","PNSCbyQNSCBen_FC5_"
"PLA2G5","QNSCbyPNSCBen_FC5_"
"PLAUR","QNSCbyPNSCBen_FC5_"
"PLBD2","QNSCbyPNSCBen_FC5_"
"PLCD3","QNSCbyPNSCBen_FC5_"
"PLCE1","QNSCbyPNSCBen_FC5_"
"PLCXD2","QNSCbyPNSCBen_FC5_"
"PLEC","QNSCbyPNSCBen_FC5_"
"PLEKHA6","QNSCbyPNSCBen_FC5_"
"PLEKHG4","PNSCbyQNSCBen_FC5_"
"PLEKHG6","QNSCbyPNSCBen_FC5_"
"PLIN4","QNSCbyPNSCBen_FC5_"
"PLK1","PNSCbyQNSCBen_FC5_"
"PLK4","PNSCbyQNSCBen_FC5_"
"PLP1","QNSCbyPNSCBen_FC5_"
"PLSCR1","QNSCbyPNSCBen_FC5_"
"PLTP","QNSCbyPNSCBen_FC5_"
"PLXDC1","QNSCbyPNSCBen_FC5_"
"PLXDC2","QNSCbyPNSCBen_FC5_"
"PLXNA4","QNSCbyPNSCBen_FC5_"
"PLXNB3","PNSCbyQNSCBen_FC5_"
"PLXND1","QNSCbyPNSCBen_FC5_"
"PMEPA1","QNSCbyPNSCBen_FC5_"
"PMP2","QNSCbyPNSCBen_FC5_"
