Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
AABR07002868.2,qnpBYtap_FC5_,tap,qnp,0.602003,7.17972,11.92638575
Gpatch1,qnpBYtap_FC5_,tap,qnp,2.87626,34.2938,11.92305285
Pdgfc,qnpBYtap_FC5_,tap,qnp,1.10321,13.1435,11.91386953
Cd274,qnpBYtap_FC5_,tap,qnp,0.592788,7.0416,11.87878297
Nucb1,qnpBYtap_FC5_,tap,qnp,37.5743,446.278,11.87721395
Orai3,qnpBYtap_FC5_,tap,qnp,0.69535,8.23562,11.84384842
Nrcam,qnpBYtap_FC5_,tap,qnp,15.364,181.836,11.83519917
AC099449.1,qnpBYtap_FC5_,tap,qnp,0.282651,3.34407,11.83109205
Tnk2,qnpBYtap_FC5_,tap,qnp,2.11901,25.0364,11.81514009
Cyp7b1,qnpBYtap_FC5_,tap,qnp,0.128816,1.52129,11.80979071
Limd2,qnpBYtap_FC5_,tap,qnp,1.99673,23.5027,11.77059492
Itprip,qnpBYtap_FC5_,tap,qnp,0.313283,3.68489,11.76217669
Tdrd1,qnpBYtap_FC5_,tap,qnp,0.0208344,0.24493,11.75603809
Mks1,qnpBYtap_FC5_,tap,qnp,1.3858,16.2844,11.75090201
Pik3ap1,qnpBYtap_FC5_,tap,qnp,0.0252222,0.296036,11.73712047
Fam171a2,qnpBYtap_FC5_,tap,qnp,2.86583,33.5846,11.71897845
Bcl6b,qnpBYtap_FC5_,tap,qnp,0.031628,0.370496,11.71417731
Gfpt2,qnpBYtap_FC5_,tap,qnp,0.0357998,0.418831,11.6992553
Cttn,qnpBYtap_FC5_,tap,qnp,0.273525,3.19921,11.69622521
Pkmyt1,qnpBYtap_FC5_,tap,qnp,0.185988,2.175,11.69430286
Flrt1,qnpBYtap_FC5_,tap,qnp,0.613173,7.16378,11.68313021
Rasip1,qnpBYtap_FC5_,tap,qnp,0.143323,1.6707,11.65688689
Mxra7,qnpBYtap_FC5_,tap,qnp,2.3283,27.1313,11.65283683
Trim25,qnpBYtap_FC5_,tap,qnp,1.08923,12.6863,11.64703506
Ddb1,qnpBYtap_FC5_,tap,qnp,36.4667,423.658,11.61766763
Cox11,qnpBYtap_FC5_,tap,qnp,2.05568,23.8518,11.60287593
Fzd7,qnpBYtap_FC5_,tap,qnp,0.0766395,0.888783,11.59693109
Selenos,qnpBYtap_FC5_,tap,qnp,21.4031,247.306,11.55468133
Lrrc56,qnpBYtap_FC5_,tap,qnp,0.753,8.69466,11.54669323
Slc29a2,qnpBYtap_FC5_,tap,qnp,0.425268,4.90692,11.53841813
Dpf2,qnpBYtap_FC5_,tap,qnp,21.6057,249.222,11.53501159
Rbfox3,qnpBYtap_FC5_,tap,qnp,0.0859734,0.990828,11.52482047
Igfbp3,qnpBYtap_FC5_,tap,qnp,11.3352,130.573,11.51924977
Fam89b,qnpBYtap_FC5_,tap,qnp,11.3506,130.746,11.51886244
Drd4,qnpBYtap_FC5_,tap,qnp,0.0880392,1.01402,11.51782388
Armc7,qnpBYtap_FC5_,tap,qnp,1.63761,18.8617,11.5178217
Med9,qnpBYtap_FC5_,tap,qnp,1.77434,20.4121,11.50405221
Sfxn3,qnpBYtap_FC5_,tap,qnp,11.0506,126.99,11.49168371
Fosl1,qnpBYtap_FC5_,tap,qnp,0.430067,4.9397,11.48588476
Dnase1,qnpBYtap_FC5_,tap,qnp,0.0996415,1.14376,11.47875132
Rasl10b,qnpBYtap_FC5_,tap,qnp,0.207531,2.37935,11.46503414
Nmnat2,qnpBYtap_FC5_,tap,qnp,0.210505,2.41335,11.46457329
Zfp710,qnpBYtap_FC5_,tap,qnp,3.70109,42.3955,11.4548687
Arl6,qnpBYtap_FC5_,tap,qnp,1.25426,14.3492,11.44037121
Rnf169,qnpBYtap_FC5_,tap,qnp,1.90414,21.7702,11.4330879
Mfge8,qnpBYtap_FC5_,tap,qnp,59.1589,675.535,11.4189919
Wbp1l,qnpBYtap_FC5_,tap,qnp,7.21969,82.3677,11.40875855
Etfb,qnpBYtap_FC5_,tap,qnp,20.0791,229.021,11.40593951
Pcyt1a,qnpBYtap_FC5_,tap,qnp,5.59671,63.7968,11.39898262
L1cam,qnpBYtap_FC5_,tap,qnp,0.161395,1.83638,11.37817157
Usp22,qnpBYtap_FC5_,tap,qnp,24.4995,278.334,11.36080328
Trim11,qnpBYtap_FC5_,tap,qnp,2.05946,23.3805,11.35273324
Trpm1,qnpBYtap_FC5_,tap,qnp,0.0811453,0.920578,11.34480987
Mprip,qnpBYtap_FC5_,tap,qnp,24.3114,275.419,11.32880048
Rab11fip3,qnpBYtap_FC5_,tap,qnp,3.47848,39.3675,11.31744325
Rbfox1,qnpBYtap_FC5_,tap,qnp,0.174614,1.97449,11.30774165
Ubxn1,qnpBYtap_FC5_,tap,qnp,126.577,1429.91,11.29676007
Scube2,qnpBYtap_FC5_,tap,qnp,0.0737045,0.832207,11.29112876
Ctns,qnpBYtap_FC5_,tap,qnp,4.3082,48.6021,11.28130078
Pigs,qnpBYtap_FC5_,tap,qnp,9.81529,110.561,11.2641603
Kctd5,qnpBYtap_FC5_,tap,qnp,3.11752,35.0913,11.25615874
Rangrf,qnpBYtap_FC5_,tap,qnp,1.89362,21.3094,11.25326095
Smcr8,qnpBYtap_FC5_,tap,qnp,8.72666,98.158,11.24806054
Pak4,qnpBYtap_FC5_,tap,qnp,3.57155,40.1528,11.24240176
LOC361646,qnpBYtap_FC5_,tap,qnp,1.23746,13.8981,11.23115091
Tnfsf18,qnpBYtap_FC5_,tap,qnp,0.0545286,0.612015,11.22374314
Cisd3,qnpBYtap_FC5_,tap,qnp,0.359185,4.02731,11.21235575
Strn4,qnpBYtap_FC5_,tap,qnp,9.30294,104.035,11.18302386
Fhod1,qnpBYtap_FC5_,tap,qnp,0.253736,2.83669,11.1796907
AC120712.3,qnpBYtap_FC5_,tap,qnp,0.0584088,0.652212,11.1663311
Shank2,qnpBYtap_FC5_,tap,qnp,0.077828,0.868381,11.15769389
Trpm4,qnpBYtap_FC5_,tap,qnp,0.189142,2.10975,11.15431792
Ccdc61,qnpBYtap_FC5_,tap,qnp,0.501738,5.57544,11.11225381
LOC103690118,qnpBYtap_FC5_,tap,qnp,4.73137,52.5081,11.09786383
Inpp5j,qnpBYtap_FC5_,tap,qnp,0.0318714,0.353688,11.09734747
Rab40b,qnpBYtap_FC5_,tap,qnp,0.738456,8.19254,11.09414779
Bmper,qnpBYtap_FC5_,tap,qnp,0.0552095,0.611383,11.07387316
Antxr1,qnpBYtap_FC5_,tap,qnp,5.18983,57.298,11.0404387
Slc35g1,qnpBYtap_FC5_,tap,qnp,0.989664,10.9217,11.03576567
Anxa2,qnpBYtap_FC5_,tap,qnp,18.4665,203.339,11.01123656
Prdx5,qnpBYtap_FC5_,tap,qnp,11.659,128.278,11.00248735
Rccd1,qnpBYtap_FC5_,tap,qnp,0.593123,6.51784,10.98901914
P3h2,qnpBYtap_FC5_,tap,qnp,1.71546,18.844,10.98480874
Atox1,qnpBYtap_FC5_,tap,qnp,22.3491,245.415,10.9809791
AABR07003030.2,qnpBYtap_FC5_,tap,qnp,2.02002,22.1647,10.97251512
Slc4a1,qnpBYtap_FC5_,tap,qnp,0.183377,2.01121,10.96762407
Tut1,qnpBYtap_FC5_,tap,qnp,4.17128,45.72,10.96066435
Mus81,qnpBYtap_FC5_,tap,qnp,1.60802,17.6165,10.95539856
Tnfaip1,qnpBYtap_FC5_,tap,qnp,13.111,143.634,10.95522843
Rmdn2,qnpBYtap_FC5_,tap,qnp,0.163492,1.784,10.9118489
Dmac2,qnpBYtap_FC5_,tap,qnp,3.56805,38.9286,10.91032917
Ptov1,qnpBYtap_FC5_,tap,qnp,8.03704,87.6698,10.90821994
Flywch1,qnpBYtap_FC5_,tap,qnp,3.08552,33.6333,10.90036687
Rhot2,qnpBYtap_FC5_,tap,qnp,1.59151,17.3414,10.89619292
Chad,qnpBYtap_FC5_,tap,qnp,0.0453414,0.49333,10.88034335
Mrpl16,qnpBYtap_FC5_,tap,qnp,4.09074,44.4106,10.85637317
Kptn,qnpBYtap_FC5_,tap,qnp,5.8893,63.7858,10.83079483
Vwa3a,qnpBYtap_FC5_,tap,qnp,0.0758875,0.820732,10.81511448
P4hb,qnpBYtap_FC5_,tap,qnp,79.1138,855.288,10.81085727
Ric8a,qnpBYtap_FC5_,tap,qnp,6.69039,72.3172,10.80911576
Ethe1,qnpBYtap_FC5_,tap,qnp,6.46022,69.7932,10.80353301
RGD1309748,qnpBYtap_FC5_,tap,qnp,3.39549,36.5849,10.77455684
Zmynd15,qnpBYtap_FC5_,tap,qnp,0.0374314,0.402991,10.76612149
Fads6,qnpBYtap_FC5_,tap,qnp,0.130315,1.40226,10.76054176
Aldh8a1,qnpBYtap_FC5_,tap,qnp,0.0403143,0.433562,10.75454615
Unc45a,qnpBYtap_FC5_,tap,qnp,3.50797,37.6927,10.74487524
Lrrc4b,qnpBYtap_FC5_,tap,qnp,17.0457,183.047,10.7386027
Tead2,qnpBYtap_FC5_,tap,qnp,0.272146,2.92125,10.734128
Camkk1,qnpBYtap_FC5_,tap,qnp,0.82432,8.84064,10.72476708
Ulk2,qnpBYtap_FC5_,tap,qnp,2.93422,31.4648,10.72339497
Rtn2,qnpBYtap_FC5_,tap,qnp,4.34357,46.553,10.71768154
Sema3f,qnpBYtap_FC5_,tap,qnp,0.604586,6.47964,10.71748271
Mfap3,qnpBYtap_FC5_,tap,qnp,4.79644,51.3667,10.70933859
Pdcd4,qnpBYtap_FC5_,tap,qnp,43.1326,461.361,10.69634105
Gsk3b,qnpBYtap_FC5_,tap,qnp,31.8956,340.918,10.68855892
Vps53,qnpBYtap_FC5_,tap,qnp,3.95028,42.211,10.68557166
Parm1,qnpBYtap_FC5_,tap,qnp,0.104434,1.11423,10.6692265
Ablim2,qnpBYtap_FC5_,tap,qnp,0.203121,2.16622,10.6646777
Dirc2,qnpBYtap_FC5_,tap,qnp,4.98586,53.1032,10.65076035
B3galt5,qnpBYtap_FC5_,tap,qnp,1.45621,15.4873,10.63534792
Top3a,qnpBYtap_FC5_,tap,qnp,1.4607,15.4988,10.6105292
Cabp2,qnpBYtap_FC5_,tap,qnp,0.0770084,0.81701,10.6093621
Crebbp,qnpBYtap_FC5_,tap,qnp,5.84756,61.998,10.6023709
Cd200,qnpBYtap_FC5_,tap,qnp,1.65194,17.4962,10.59130477
Parp3,qnpBYtap_FC5_,tap,qnp,0.975374,10.2867,10.54641604
Plekho2,qnpBYtap_FC5_,tap,qnp,0.328711,3.46293,10.53487714
Jup,qnpBYtap_FC5_,tap,qnp,7.60327,80.0338,10.52623411
Ints5,qnpBYtap_FC5_,tap,qnp,3.14305,33.0746,10.52309063
Rnd2,qnpBYtap_FC5_,tap,qnp,22.7566,238.934,10.49954738
Tmem138,qnpBYtap_FC5_,tap,qnp,2.80404,29.427,10.49450079
Nnmt,qnpBYtap_FC5_,tap,qnp,0.644483,6.76297,10.49363598
Jam2,qnpBYtap_FC5_,tap,qnp,3.26938,34.2212,10.46718338
Abca8,qnpBYtap_FC5_,tap,qnp,0.819796,8.56262,10.44481798
Hlcs,qnpBYtap_FC5_,tap,qnp,0.727198,7.58035,10.42405232
Pipox,qnpBYtap_FC5_,tap,qnp,0.184257,1.9206,10.42348459
Crybg3,qnpBYtap_FC5_,tap,qnp,0.702122,7.31025,10.41165211
Avpi1,qnpBYtap_FC5_,tap,qnp,4.44522,46.25,10.40443443
Ltbp4,qnpBYtap_FC5_,tap,qnp,4.36997,45.4359,10.3973025
Fgf11,qnpBYtap_FC5_,tap,qnp,4.41203,45.8555,10.39328835
Spsb1,qnpBYtap_FC5_,tap,qnp,0.269213,2.79633,10.38705412
Mex3b,qnpBYtap_FC5_,tap,qnp,2.2756,23.5685,10.35704869
Fkbp10,qnpBYtap_FC5_,tap,qnp,18.4708,191.247,10.35401823
Numa1,qnpBYtap_FC5_,tap,qnp,20.065,207.749,10.35380015
Erbb2,qnpBYtap_FC5_,tap,qnp,0.997534,10.3149,10.34039942
Emx2,qnpBYtap_FC5_,tap,qnp,1.9315,19.9594,10.33362671
Cacng4,qnpBYtap_FC5_,tap,qnp,2.57327,26.5761,10.32775418
Slc16a11,qnpBYtap_FC5_,tap,qnp,0.10921,1.12703,10.31984251
Maf,qnpBYtap_FC5_,tap,qnp,0.118263,1.21957,10.31235467
Dlg4,qnpBYtap_FC5_,tap,qnp,6.68924,68.9736,10.31112653
Slc38a10,qnpBYtap_FC5_,tap,qnp,5.49696,56.6263,10.30138477
Mapk3,qnpBYtap_FC5_,tap,qnp,53.5458,551.545,10.30043439
Popdc2,qnpBYtap_FC5_,tap,qnp,0.201612,2.0742,10.28807809
Zfp174,qnpBYtap_FC5_,tap,qnp,0.350748,3.60444,10.27643778
Tmem109,qnpBYtap_FC5_,tap,qnp,2.69375,27.6682,10.27125754
Kdelr1,qnpBYtap_FC5_,tap,qnp,20.0499,205.88,10.26838039
Itgbl1,qnpBYtap_FC5_,tap,qnp,0.0487523,0.500133,10.25865446
Wipi1,qnpBYtap_FC5_,tap,qnp,15.4508,158.464,10.25603852
Grap,qnpBYtap_FC5_,tap,qnp,0.158633,1.62667,10.25429766
Crtc3,qnpBYtap_FC5_,tap,qnp,4.60256,47.1705,10.24875287
Zfp574,qnpBYtap_FC5_,tap,qnp,5.88396,60.2426,10.23844486
Asic2,qnpBYtap_FC5_,tap,qnp,0.982062,10.0242,10.20729852
Nudt6,qnpBYtap_FC5_,tap,qnp,0.186761,1.90613,10.20625291
Hagh,qnpBYtap_FC5_,tap,qnp,7.06016,71.9534,10.19146875
Gja5,qnpBYtap_FC5_,tap,qnp,0.034679,0.353268,10.18679893
Scpep1,qnpBYtap_FC5_,tap,qnp,26.7037,271.982,10.18518033
Pigl,qnpBYtap_FC5_,tap,qnp,1.37064,13.9567,10.18261542
Ndel1,qnpBYtap_FC5_,tap,qnp,31.0103,315.675,10.17968223
Sec24a,qnpBYtap_FC5_,tap,qnp,5.42992,55.2634,10.17757168
Clptm1,qnpBYtap_FC5_,tap,qnp,43.0768,438.33,10.17554693
Wdr53,qnpBYtap_FC5_,tap,qnp,4.82644,49.1112,10.17545023
Fmod,qnpBYtap_FC5_,tap,qnp,0.0592989,0.602558,10.16136893
Cyp4v3,qnpBYtap_FC5_,tap,qnp,0.0285136,0.289574,10.15564503
Smndc1,qnpBYtap_FC5_,tap,qnp,15.333,155.666,10.15235114
Rnf121,qnpBYtap_FC5_,tap,qnp,3.70342,37.5863,10.14907842
Pdxdc1,qnpBYtap_FC5_,tap,qnp,5.51214,55.9008,10.14139699
Cybc1,qnpBYtap_FC5_,tap,qnp,3.74393,37.9194,10.12823424
Stard10,qnpBYtap_FC5_,tap,qnp,8.52737,86.3405,10.12510305
Psmc5,qnpBYtap_FC5_,tap,qnp,30.2547,305.671,10.10325668
Dglucy,qnpBYtap_FC5_,tap,qnp,0.016678,0.168387,10.09635448
Mbtd1,qnpBYtap_FC5_,tap,qnp,0.344063,3.46847,10.08091541
Pmm2,qnpBYtap_FC5_,tap,qnp,5.43624,54.6553,10.05387915
AABR07028908.2,qnpBYtap_FC5_,tap,qnp,0.127403,1.27927,10.04112933
Entpd1,qnpBYtap_FC5_,tap,qnp,0.217152,2.17799,10.0297948
Vcl,qnpBYtap_FC5_,tap,qnp,1.66488,16.6961,10.02841046
Camta2,qnpBYtap_FC5_,tap,qnp,1.79525,17.9766,10.01342431
AC121031.1,qnpBYtap_FC5_,tap,qnp,0.18531,1.85518,10.01122443
AABR07005572.1,qnpBYtap_FC5_,tap,qnp,0.240486,2.4065,10.00681952
Mafg,qnpBYtap_FC5_,tap,qnp,5.49719,54.9592,9.997689729
Kctd14,qnpBYtap_FC5_,tap,qnp,2.26084,22.5684,9.982307461
LOC100911674,qnpBYtap_FC5_,tap,qnp,4.5327,45.2333,9.979327994
Rgma,qnpBYtap_FC5_,tap,qnp,0.75347,7.50699,9.963223486
AABR07030086.2,qnpBYtap_FC5_,tap,qnp,0.0713315,0.710585,9.961727988
Btbd17,qnpBYtap_FC5_,tap,qnp,0.0394463,0.392761,9.956852734
Nomo1,qnpBYtap_FC5_,tap,qnp,13.2126,131.511,9.953453522
LOC108348266,qnpBYtap_FC5_,tap,qnp,0.0816944,0.813029,9.952077499
RF00017,qnpBYtap_FC5_,tap,qnp,60.4285,601.219,9.949262351
Uqcc3,qnpBYtap_FC5_,tap,qnp,23.7995,236.434,9.934410387
Nectin1,qnpBYtap_FC5_,tap,qnp,1.11272,11.0528,9.933136818
Cct6b,qnpBYtap_FC5_,tap,qnp,0.066153,0.656483,9.923707164
Itm2a,qnpBYtap_FC5_,tap,qnp,0.14896,1.47772,9.920247046
Ifi35,qnpBYtap_FC5_,tap,qnp,8.24538,81.656,9.903242786
Gpatch8,qnpBYtap_FC5_,tap,qnp,8.28954,81.99,9.890778017
RGD1565033,qnpBYtap_FC5_,tap,qnp,4.64257,45.9033,9.887476118
Flot2,qnpBYtap_FC5_,tap,qnp,15.7441,155.609,9.88363895
Timp3,qnpBYtap_FC5_,tap,qnp,2.76214,27.2709,9.873105635
Grb2,qnpBYtap_FC5_,tap,qnp,17.5674,173.384,9.86964491
Wdr74,qnpBYtap_FC5_,tap,qnp,13.9751,137.91,9.868265701
Rptor,qnpBYtap_FC5_,tap,qnp,3.29847,32.4832,9.847959812
Golgb1,qnpBYtap_FC5_,tap,qnp,7.68886,75.7191,9.847896827
AC114460.1,qnpBYtap_FC5_,tap,qnp,1.24236,12.2299,9.84408706
Atg16l2,qnpBYtap_FC5_,tap,qnp,0.270169,2.65689,9.834177866
Zfp112,qnpBYtap_FC5_,tap,qnp,0.738032,7.25148,9.825427624
Fxr2,qnpBYtap_FC5_,tap,qnp,23.8458,234.163,9.819884424
Serpinf1,qnpBYtap_FC5_,tap,qnp,6.12896,60.1442,9.813116744
Zfp764,qnpBYtap_FC5_,tap,qnp,0.704136,6.90833,9.811073429
Il1r1,qnpBYtap_FC5_,tap,qnp,0.266629,2.61175,9.795446107
Tbcd,qnpBYtap_FC5_,tap,qnp,1.42829,13.9879,9.793459311
Hid1,qnpBYtap_FC5_,tap,qnp,9.99737,97.5507,9.757636258
Fgf14,qnpBYtap_FC5_,tap,qnp,0.929157,9.06465,9.755778625
AC118165.1,qnpBYtap_FC5_,tap,qnp,1.45441,14.1807,9.750139232
Zc3h12a,qnpBYtap_FC5_,tap,qnp,0.0758463,0.738704,9.739486303
Klf2,qnpBYtap_FC5_,tap,qnp,0.131931,1.28392,9.73175372
Cwc25,qnpBYtap_FC5_,tap,qnp,5.02086,48.8535,9.730105998
Rab11fip2,qnpBYtap_FC5_,tap,qnp,4.47156,43.418,9.709810446
Slc7a8,qnpBYtap_FC5_,tap,qnp,0.0264611,0.256832,9.706021292
Flvcr2,qnpBYtap_FC5_,tap,qnp,0.185952,1.80473,9.70535407
Psmd3,qnpBYtap_FC5_,tap,qnp,19.5134,189.365,9.704357006
Igfbp5,qnpBYtap_FC5_,tap,qnp,1.23989,12.0316,9.703764044
Aip,qnpBYtap_FC5_,tap,qnp,13.7808,133.685,9.700815628
Cd80,qnpBYtap_FC5_,tap,qnp,0.116153,1.12672,9.700309075
Npr2,qnpBYtap_FC5_,tap,qnp,0.363702,3.52131,9.681854925
Gldc,qnpBYtap_FC5_,tap,qnp,3.59146,34.7576,9.677846892
Aspscr1,qnpBYtap_FC5_,tap,qnp,6.03196,58.3229,9.6689799
Sorcs3,qnpBYtap_FC5_,tap,qnp,0.540213,5.21955,9.662022202
Aldh3a2,qnpBYtap_FC5_,tap,qnp,6.55666,63.3484,9.661687506
Col14a1,qnpBYtap_FC5_,tap,qnp,0.0754423,0.727853,9.647810313
Mkrn3,qnpBYtap_FC5_,tap,qnp,1.14038,10.9925,9.639330749
Jakmip3,qnpBYtap_FC5_,tap,qnp,0.120007,1.15616,9.634104677
Tm7sf2,qnpBYtap_FC5_,tap,qnp,2.96582,28.5629,9.630692355
Tiam1,qnpBYtap_FC5_,tap,qnp,1.60956,15.4892,9.623251075
AABR07007055.1,qnpBYtap_FC5_,tap,qnp,1.42627,13.7101,9.612555827
Mat2b,qnpBYtap_FC5_,tap,qnp,2.88071,27.6856,9.610686254
Mpv17l,qnpBYtap_FC5_,tap,qnp,0.619832,5.954,9.605828676
Prrx2,qnpBYtap_FC5_,tap,qnp,0.106432,1.02214,9.603690619
Ncan,qnpBYtap_FC5_,tap,qnp,7.11764,68.2994,9.595792988
LOC108349594,qnpBYtap_FC5_,tap,qnp,8.90659,85.4493,9.593941116
Lrfn4,qnpBYtap_FC5_,tap,qnp,5.58352,53.5142,9.584312405
Kitlg,qnpBYtap_FC5_,tap,qnp,2.12626,20.3432,9.567597566
Actr1a,qnpBYtap_FC5_,tap,qnp,19.6164,187.626,9.564751942
Nfatc2ip,qnpBYtap_FC5_,tap,qnp,1.77086,16.9364,9.563940684
Tob1,qnpBYtap_FC5_,tap,qnp,6.42021,61.3511,9.555933529
Lama5,qnpBYtap_FC5_,tap,qnp,0.945285,9.03068,9.55339395
Rarres1,qnpBYtap_FC5_,tap,qnp,0.0951626,0.908625,9.548131304
Morn4,qnpBYtap_FC5_,tap,qnp,2.8697,27.3898,9.544482002
Zfp598,qnpBYtap_FC5_,tap,qnp,4.57666,43.6429,9.535971647
Rras2,qnpBYtap_FC5_,tap,qnp,8.16822,77.6903,9.511288873
Lrp5,qnpBYtap_FC5_,tap,qnp,15.848,150.724,9.510600707
Mylk,qnpBYtap_FC5_,tap,qnp,3.14635,29.8979,9.502407552
Tollip,qnpBYtap_FC5_,tap,qnp,4.0934,38.8955,9.502003225
RGD1310127,qnpBYtap_FC5_,tap,qnp,8.97245,85.1472,9.489849484
Ap3s2,qnpBYtap_FC5_,tap,qnp,7.82037,74.1851,9.486136845
Cyth2,qnpBYtap_FC5_,tap,qnp,23.3701,221.136,9.462347187
Opa3,qnpBYtap_FC5_,tap,qnp,4.04902,38.2917,9.457029108
Mn1,qnpBYtap_FC5_,tap,qnp,0.212821,2.01206,9.454236189
Nsf,qnpBYtap_FC5_,tap,qnp,4.78825,45.1615,9.431733932
Cntf,qnpBYtap_FC5_,tap,qnp,1.7547,16.5088,9.408331909
Mpdu1,qnpBYtap_FC5_,tap,qnp,18.8837,177.521,9.40075303
Fam227b,qnpBYtap_FC5_,tap,qnp,0.0641054,0.602486,9.398365816
Golph3l,qnpBYtap_FC5_,tap,qnp,0.0612603,0.574927,9.384985056
Plcb3,qnpBYtap_FC5_,tap,qnp,4.76595,44.6939,9.377752599
Med29,qnpBYtap_FC5_,tap,qnp,13.3455,125.044,9.369750103
Hmox2,qnpBYtap_FC5_,tap,qnp,9.45432,88.415,9.351809543
Tctex1d2,qnpBYtap_FC5_,tap,qnp,5.20495,48.5824,9.333884091
Zfand5,qnpBYtap_FC5_,tap,qnp,26.7973,249.902,9.325641016
Hnrnpul2,qnpBYtap_FC5_,tap,qnp,27.3118,254.58,9.321245762
Syngr4,qnpBYtap_FC5_,tap,qnp,0.151086,1.4079,9.318533815
Plk3,qnpBYtap_FC5_,tap,qnp,0.139069,1.29541,9.314872473
Tead1,qnpBYtap_FC5_,tap,qnp,13.8693,129.046,9.304434975
Cd68,qnpBYtap_FC5_,tap,qnp,0.52512,4.8857,9.303968617
Map3k14,qnpBYtap_FC5_,tap,qnp,0.738101,6.8628,9.297914513
Rhod,qnpBYtap_FC5_,tap,qnp,0.16538,1.53755,9.297073407
Ifitm3,qnpBYtap_FC5_,tap,qnp,52.4151,487.279,9.296538593
Epha3,qnpBYtap_FC5_,tap,qnp,0.0668057,0.620734,9.291632301
Jmjd8,qnpBYtap_FC5_,tap,qnp,9.09526,84.4804,9.288398572
Fbn1,qnpBYtap_FC5_,tap,qnp,0.408694,3.79354,9.282103481
Lrrc27,qnpBYtap_FC5_,tap,qnp,0.135892,1.25799,9.257277838
Cd82,qnpBYtap_FC5_,tap,qnp,0.839016,7.76576,9.255794884
Ap5b1,qnpBYtap_FC5_,tap,qnp,1.55545,14.3909,9.251920666
Chrd,qnpBYtap_FC5_,tap,qnp,0.0324799,0.300458,9.250582668
Apobr,qnpBYtap_FC5_,tap,qnp,0.135021,1.24837,9.245746958
Parp14,qnpBYtap_FC5_,tap,qnp,9.61482,88.8364,9.239528145
Clba1,qnpBYtap_FC5_,tap,qnp,0.409348,3.78149,9.237836755
Dlgap3,qnpBYtap_FC5_,tap,qnp,0.0284031,0.262214,9.231879619
Lipt2,qnpBYtap_FC5_,tap,qnp,0.244102,2.25211,9.226102203
Lpar3,qnpBYtap_FC5_,tap,qnp,0.026752,0.24677,9.224357057
Epha2,qnpBYtap_FC5_,tap,qnp,0.053235,0.491025,9.223724993
Paf1,qnpBYtap_FC5_,tap,qnp,33.5991,309.721,9.218133819
Kank4,qnpBYtap_FC5_,tap,qnp,0.0431354,0.396875,9.20067972
Kcnt1,qnpBYtap_FC5_,tap,qnp,0.107401,0.986433,9.184579287
AABR07002910.1,qnpBYtap_FC5_,tap,qnp,0.16707,1.53389,9.181121686
Myo1c,qnpBYtap_FC5_,tap,qnp,9.20793,84.5195,9.178990283
Stx5,qnpBYtap_FC5_,tap,qnp,9.89547,90.8237,9.178310884
Sptbn4,qnpBYtap_FC5_,tap,qnp,0.102046,0.935559,9.168012465
Nsrp1,qnpBYtap_FC5_,tap,qnp,26.4312,242.306,9.167423348
Plin1,qnpBYtap_FC5_,tap,qnp,0.0544955,0.498631,9.149948161
Gabarap,qnpBYtap_FC5_,tap,qnp,116.328,1062.64,9.134860051
Rbp4,qnpBYtap_FC5_,tap,qnp,0.784613,7.16303,9.129379707
Recql5,qnpBYtap_FC5_,tap,qnp,4.03682,36.8355,9.124880475
Rai1,qnpBYtap_FC5_,tap,qnp,3.02118,27.565,9.123918469
Dnajc22,qnpBYtap_FC5_,tap,qnp,0.422621,3.8528,9.116442392
Actn1,qnpBYtap_FC5_,tap,qnp,3.04195,27.7313,9.116290537
Rab3il1,qnpBYtap_FC5_,tap,qnp,1.07566,9.75602,9.069799007
Litaf,qnpBYtap_FC5_,tap,qnp,24.516,222.309,9.067914831
Wdr45b,qnpBYtap_FC5_,tap,qnp,16.0255,145.27,9.064927771
Atp6v0a1,qnpBYtap_FC5_,tap,qnp,8.46177,76.6967,9.063907433
Men1,qnpBYtap_FC5_,tap,qnp,4.03535,36.5575,9.059313319
Xylt2,qnpBYtap_FC5_,tap,qnp,2.47593,22.4298,9.059141414
Lrrn4cl,qnpBYtap_FC5_,tap,qnp,0.180696,1.63669,9.057699119
Aoc3,qnpBYtap_FC5_,tap,qnp,0.0264404,0.239323,9.051413746
Setd1a,qnpBYtap_FC5_,tap,qnp,3.4299,31.0447,9.051196828
Ptgir,qnpBYtap_FC5_,tap,qnp,0.0306413,0.277122,9.044067974
Ccdc184,qnpBYtap_FC5_,tap,qnp,0.178721,1.61632,9.043816899
Snai1,qnpBYtap_FC5_,tap,qnp,0.0711958,0.643202,9.034268875
Arhgap23,qnpBYtap_FC5_,tap,qnp,3.17567,28.5808,8.999927574
Noxo1,qnpBYtap_FC5_,tap,qnp,0.0584066,0.525421,8.99591827
Zfp879,qnpBYtap_FC5_,tap,qnp,0.989859,8.89518,8.986310171
Mcub,qnpBYtap_FC5_,tap,qnp,0.329987,2.96327,8.979959817
Elac2,qnpBYtap_FC5_,tap,qnp,4.1643,37.3836,8.977163029
E4f1,qnpBYtap_FC5_,tap,qnp,1.23202,11.0451,8.965033035
Gli2,qnpBYtap_FC5_,tap,qnp,0.0947596,0.84751,8.943790392
Tmem80,qnpBYtap_FC5_,tap,qnp,3.74154,33.4435,8.938431769
Ftl1,qnpBYtap_FC5_,tap,qnp,128.873,1151.83,8.937713873
