Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
Cdk6,qnpBYtap_FC5_,tap,qnp,0.245935,1.39947,5.690406002
Fads1,qnpBYtap_FC5_,tap,qnp,43.7774,249.08,5.689693769
Sp6,qnpBYtap_FC5_,tap,qnp,0.172055,0.97835,5.686263114
Grhl1,qnpBYtap_FC5_,tap,qnp,0.0767602,0.435637,5.675297876
Dhx8,qnpBYtap_FC5_,tap,qnp,8.86869,50.3292,5.67493057
Frmpd1,qnpBYtap_FC5_,tap,qnp,0.865826,4.91336,5.674766062
Tom1l1,qnpBYtap_FC5_,tap,qnp,2.10389,11.9351,5.672872631
Acer3,qnpBYtap_FC5_,tap,qnp,6.27174,35.573,5.671950687
AABR07037943.1,qnpBYtap_FC5_,tap,qnp,0.222916,1.26354,5.668233774
Clu,qnpBYtap_FC5_,tap,qnp,0.218141,1.23554,5.663951298
LOC108348085,qnpBYtap_FC5_,tap,qnp,2.0256,11.4662,5.66064376
Dusp8,qnpBYtap_FC5_,tap,qnp,5.1739,29.2708,5.657395775
Il11ra1,qnpBYtap_FC5_,tap,qnp,0.276317,1.56208,5.653217138
Zfhx4,qnpBYtap_FC5_,tap,qnp,1.28255,7.24725,5.650656894
Ubtf,qnpBYtap_FC5_,tap,qnp,21.4526,120.88,5.634748236
Lhpp,qnpBYtap_FC5_,tap,qnp,25.1704,141.629,5.626807679
RF00100,qnpBYtap_FC5_,tap,qnp,1.54784,8.70283,5.622564348
Eef2k,qnpBYtap_FC5_,tap,qnp,7.77445,43.7121,5.622532784
Dcakd,qnpBYtap_FC5_,tap,qnp,38.2154,214.782,5.62029967
Clpb,qnpBYtap_FC5_,tap,qnp,15.9299,89.5266,5.62003528
Vps26c,qnpBYtap_FC5_,tap,qnp,8.75823,49.1846,5.615815068
Ttc28,qnpBYtap_FC5_,tap,qnp,0.5416,3.04021,5.613386263
Znhit3,qnpBYtap_FC5_,tap,qnp,5.65611,31.7468,5.612832848
Cpd,qnpBYtap_FC5_,tap,qnp,41.2899,231.703,5.611614463
Sez6l,qnpBYtap_FC5_,tap,qnp,1.11195,6.23625,5.608390665
Hes1,qnpBYtap_FC5_,tap,qnp,0.772367,4.32214,5.595966684
Cldnd1,qnpBYtap_FC5_,tap,qnp,15.6298,87.3244,5.58704526
Lrfn1,qnpBYtap_FC5_,tap,qnp,0.404044,2.25681,5.585555039
Osbpl3,qnpBYtap_FC5_,tap,qnp,0.161292,0.900816,5.585001116
Tbl3,qnpBYtap_FC5_,tap,qnp,4.98467,27.8294,5.58299747
Ddr1,qnpBYtap_FC5_,tap,qnp,2.57982,14.4029,5.582908885
Serhl2,qnpBYtap_FC5_,tap,qnp,0.0882468,0.492653,5.582672686
Dbp,qnpBYtap_FC5_,tap,qnp,29.1098,162.48,5.581625432
Fahd1,qnpBYtap_FC5_,tap,qnp,6.46551,36.0851,5.581168384
Dqx1,qnpBYtap_FC5_,tap,qnp,0.041929,0.233819,5.576546066
Minpp1,qnpBYtap_FC5_,tap,qnp,25.3441,141.324,5.576209059
Kcnj6,qnpBYtap_FC5_,tap,qnp,0.138716,0.772827,5.571289541
Dctn5,qnpBYtap_FC5_,tap,qnp,29.2723,162.876,5.564168173
Hif1an,qnpBYtap_FC5_,tap,qnp,8.25159,45.8885,5.561170635
Mmp9,qnpBYtap_FC5_,tap,qnp,0.0339015,0.188384,5.556804271
Ston1,qnpBYtap_FC5_,tap,qnp,0.0340591,0.189189,5.554726931
Sec14l1,qnpBYtap_FC5_,tap,qnp,9.28346,51.5359,5.551367701
Btaf1,qnpBYtap_FC5_,tap,qnp,9.9603,55.2914,5.551178177
Mgat4a,qnpBYtap_FC5_,tap,qnp,2.94577,16.3271,5.542557633
LOC108349548,qnpBYtap_FC5_,tap,qnp,42.4565,235.299,5.542119581
Rab26,qnpBYtap_FC5_,tap,qnp,1.29445,7.15292,5.525837228
Lrat,qnpBYtap_FC5_,tap,qnp,0.022747,0.125646,5.52362949
Akap13,qnpBYtap_FC5_,tap,qnp,19.286,106.494,5.521829306
Scand1,qnpBYtap_FC5_,tap,qnp,4.85041,26.7709,5.519306615
Ifngr2,qnpBYtap_FC5_,tap,qnp,6.03732,33.3101,5.517365321
Pdgfrb,qnpBYtap_FC5_,tap,qnp,0.0188814,0.104167,5.516910822
Rrn3,qnpBYtap_FC5_,tap,qnp,9.63098,52.9719,5.500156786
Slit2,qnpBYtap_FC5_,tap,qnp,0.0140142,0.0770405,5.497317007
Mrnip,qnpBYtap_FC5_,tap,qnp,4.90594,26.936,5.490487042
Itsn1,qnpBYtap_FC5_,tap,qnp,11.9249,65.3973,5.484096303
Notch2,qnpBYtap_FC5_,tap,qnp,1.36994,7.51121,5.482875162
Rab31,qnpBYtap_FC5_,tap,qnp,6.58081,36.0718,5.481361717
Gfer,qnpBYtap_FC5_,tap,qnp,10.1241,55.4415,5.476190476
Gys1,qnpBYtap_FC5_,tap,qnp,10.8953,59.6327,5.473249933
Ilvbl,qnpBYtap_FC5_,tap,qnp,0.746183,4.08311,5.471995476
Nedd9,qnpBYtap_FC5_,tap,qnp,5.73568,31.3784,5.470737559
Ccnd2,qnpBYtap_FC5_,tap,qnp,28.1365,153.652,5.460949301
Atp10a,qnpBYtap_FC5_,tap,qnp,0.0199884,0.108955,5.450911529
Efcab5,qnpBYtap_FC5_,tap,qnp,0.0256362,0.139677,5.448428394
Kcnc1,qnpBYtap_FC5_,tap,qnp,0.0261786,0.142626,5.448190507
Hspa13,qnpBYtap_FC5_,tap,qnp,12.6706,69.0252,5.447666251
Nox4,qnpBYtap_FC5_,tap,qnp,0.0278794,0.151872,5.447463001
Kcna7,qnpBYtap_FC5_,tap,qnp,0.02924,0.159266,5.446853625
Ifit2,qnpBYtap_FC5_,tap,qnp,41.5749,226.442,5.4466036
Vom2r37,qnpBYtap_FC5_,tap,qnp,0.046583,0.253396,5.439666831
Rufy1,qnpBYtap_FC5_,tap,qnp,8.34357,45.3483,5.435119499
AABR07030919.1,qnpBYtap_FC5_,tap,qnp,0.976155,5.30345,5.432999882
Lrp4,qnpBYtap_FC5_,tap,qnp,4.79481,26.0444,5.431789789
Tbcc,qnpBYtap_FC5_,tap,qnp,0.929325,5.04562,5.429338498
Zranb1,qnpBYtap_FC5_,tap,qnp,14.9907,81.3256,5.42507021
Sidt1,qnpBYtap_FC5_,tap,qnp,0.0349083,0.189326,5.423523918
Dpy19l3,qnpBYtap_FC5_,tap,qnp,2.95108,16.0042,5.423167112
Nde1,qnpBYtap_FC5_,tap,qnp,4.03252,21.8519,5.418919187
Olr154,qnpBYtap_FC5_,tap,qnp,0.153633,0.830875,5.408180534
Olr1498,qnpBYtap_FC5_,tap,qnp,0.157441,0.851361,5.40749233
AC128859.4,qnpBYtap_FC5_,tap,qnp,0.244803,1.32154,5.398381556
Ldb1,qnpBYtap_FC5_,tap,qnp,34.8465,187.951,5.393683727
AC095947.4,qnpBYtap_FC5_,tap,qnp,0.474207,2.55329,5.384336376
Ralb,qnpBYtap_FC5_,tap,qnp,0.44128,2.37398,5.379758883
Bmf,qnpBYtap_FC5_,tap,qnp,0.21774,1.17096,5.377790025
Klhl21,qnpBYtap_FC5_,tap,qnp,0.46324,2.48906,5.373154304
Rsf1,qnpBYtap_FC5_,tap,qnp,29.0906,155.813,5.356128784
Ehbp1l1,qnpBYtap_FC5_,tap,qnp,0.199884,1.06987,5.352454424
Wfs1,qnpBYtap_FC5_,tap,qnp,0.264867,1.41351,5.336678408
LOC102550577,qnpBYtap_FC5_,tap,qnp,0.254702,1.35879,5.334822655
Vom2r42,qnpBYtap_FC5_,tap,qnp,0.0861141,0.459313,5.333772286
Ric1,qnpBYtap_FC5_,tap,qnp,11.1489,59.4528,5.332615774
Nsmce1,qnpBYtap_FC5_,tap,qnp,15.8349,84.3592,5.327422339
Sar1b,qnpBYtap_FC5_,tap,qnp,44.9515,239.301,5.323537591
Nipal1,qnpBYtap_FC5_,tap,qnp,0.126748,0.674281,5.319855146
Senp3,qnpBYtap_FC5_,tap,qnp,20.749,110.318,5.316786351
Aqp11,qnpBYtap_FC5_,tap,qnp,0.298612,1.58697,5.314488366
Vcam1,qnpBYtap_FC5_,tap,qnp,1.30664,6.94138,5.312389028
Zfp148,qnpBYtap_FC5_,tap,qnp,37.5453,199.445,5.312116297
Erf,qnpBYtap_FC5_,tap,qnp,4.935,26.2111,5.311266464
Shank1,qnpBYtap_FC5_,tap,qnp,0.127106,0.675079,5.311149749
AC099453.2,qnpBYtap_FC5_,tap,qnp,0.294539,1.56342,5.308023725
Appbp2,qnpBYtap_FC5_,tap,qnp,15.3369,81.3996,5.30743501
Xrcc1,qnpBYtap_FC5_,tap,qnp,16.435,87.1122,5.300407667
LOC103690156,qnpBYtap_FC5_,tap,qnp,0.162558,0.860965,5.296355762
Trap1,qnpBYtap_FC5_,tap,qnp,20.6058,109.116,5.295402265
LOC102555635,qnpBYtap_FC5_,tap,qnp,3.35437,17.7513,5.291992237
Col12a1,qnpBYtap_FC5_,tap,qnp,11.0516,58.3753,5.282067755
Cdkl3,qnpBYtap_FC5_,tap,qnp,0.762409,4.02505,5.279384163
Ywhae,qnpBYtap_FC5_,tap,qnp,292.406,1543.31,5.277969672
Znf354b,qnpBYtap_FC5_,tap,qnp,0.874733,4.61593,5.276958798
Arrb1,qnpBYtap_FC5_,tap,qnp,7.62686,40.2059,5.271618989
Acly,qnpBYtap_FC5_,tap,qnp,78.5072,413.461,5.266536063
Eif1ad,qnpBYtap_FC5_,tap,qnp,6.01839,31.6828,5.264331491
Dclk1,qnpBYtap_FC5_,tap,qnp,7.69212,40.4818,5.262762411
Mtmr4,qnpBYtap_FC5_,tap,qnp,5.14032,27.0144,5.25539266
Cic,qnpBYtap_FC5_,tap,qnp,11.5992,60.9402,5.25382785
Nmbr,qnpBYtap_FC5_,tap,qnp,0.487636,2.56142,5.252729495
Dhx32,qnpBYtap_FC5_,tap,qnp,6.5381,34.275,5.242348695
Lyrm9,qnpBYtap_FC5_,tap,qnp,6.45269,33.8187,5.241023511
Cdc42se2,qnpBYtap_FC5_,tap,qnp,31.6734,165.774,5.233855538
mrpl11,qnpBYtap_FC5_,tap,qnp,19.9665,104.462,5.231863371
RGD1562726,qnpBYtap_FC5_,tap,qnp,0.401444,2.09983,5.230692201
Trim5,qnpBYtap_FC5_,tap,qnp,20.9687,109.637,5.228602632
Btrc,qnpBYtap_FC5_,tap,qnp,7.15845,37.3989,5.224441045
Nme2,qnpBYtap_FC5_,tap,qnp,666.835,3481.44,5.220841737
Arhgap6,qnpBYtap_FC5_,tap,qnp,0.0506712,0.264528,5.220480273
Sptbn2,qnpBYtap_FC5_,tap,qnp,0.09716,0.506736,5.215479621
C2cd3,qnpBYtap_FC5_,tap,qnp,3.81138,19.852,5.208612104
Aldoa,qnpBYtap_FC5_,tap,qnp,217.828,1132.81,5.200479277
Usf3,qnpBYtap_FC5_,tap,qnp,15.0428,78.22,5.199829819
Aff4,qnpBYtap_FC5_,tap,qnp,45.3183,235.451,5.195494977
Cox8a,qnpBYtap_FC5_,tap,qnp,578.794,3004.17,5.190395892
Ephx1,qnpBYtap_FC5_,tap,qnp,0.133795,0.694075,5.187600433
Ap2a2,qnpBYtap_FC5_,tap,qnp,16.7564,86.8802,5.184896517
Cfl1,qnpBYtap_FC5_,tap,qnp,478.218,2479.44,5.184748378
Sfr1,qnpBYtap_FC5_,tap,qnp,84.5726,437.559,5.173767863
Trim28,qnpBYtap_FC5_,tap,qnp,65.8969,340.897,5.173187206
LOC361016,qnpBYtap_FC5_,tap,qnp,0.101122,0.522659,5.168598327
Srpx,qnpBYtap_FC5_,tap,qnp,0.255562,1.32088,5.168530533
Ppp1r37,qnpBYtap_FC5_,tap,qnp,2.31907,11.9829,5.167114404
Glb1l,qnpBYtap_FC5_,tap,qnp,1.44922,7.4769,5.159258084
Tinagl1,qnpBYtap_FC5_,tap,qnp,0.1202,0.620085,5.158777038
Epha4,qnpBYtap_FC5_,tap,qnp,1.17415,6.05598,5.157756675
Coq7,qnpBYtap_FC5_,tap,qnp,8.12849,41.8611,5.149923294
Tent5c,qnpBYtap_FC5_,tap,qnp,0.112802,0.580825,5.149066506
Bmp2,qnpBYtap_FC5_,tap,qnp,0.532942,2.74346,5.147764672
Mllt6,qnpBYtap_FC5_,tap,qnp,6.13526,31.563,5.144525252
Zfp518a,qnpBYtap_FC5_,tap,qnp,1.82263,9.37575,5.144077514
AABR07040412.1,qnpBYtap_FC5_,tap,qnp,0.320386,1.6472,5.141298309
Creb3l2,qnpBYtap_FC5_,tap,qnp,5.2907,27.1979,5.140699718
Lfng,qnpBYtap_FC5_,tap,qnp,0.10567,0.543128,5.139850478
Ybx1-ps3,qnpBYtap_FC5_,tap,qnp,11.7745,60.4975,5.138010107
Prkca,qnpBYtap_FC5_,tap,qnp,38.3589,196.75,5.12918775
AABR07072169.1,qnpBYtap_FC5_,tap,qnp,1.34869,6.91402,5.126470872
Svip,qnpBYtap_FC5_,tap,qnp,7.64303,39.1707,5.125022406
LOC103690013,qnpBYtap_FC5_,tap,qnp,4.30005,22.0108,5.118731178
Axin2,qnpBYtap_FC5_,tap,qnp,6.83656,34.9206,5.107919773
Ap2s1,qnpBYtap_FC5_,tap,qnp,23.6267,120.635,5.105875979
Ddx42,qnpBYtap_FC5_,tap,qnp,33.3177,170.106,5.105574514
Tssc4,qnpBYtap_FC5_,tap,qnp,9.00633,45.9415,5.101023391
Edrf1,qnpBYtap_FC5_,tap,qnp,2.84372,14.504,5.100361498
Tmem147,qnpBYtap_FC5_,tap,qnp,13.7561,70.1355,5.098501756
Abca5,qnpBYtap_FC5_,tap,qnp,1.48992,7.59449,5.097246832
Zfp423,qnpBYtap_FC5_,tap,qnp,0.61546,3.13533,5.0942872
Nhlrc2,qnpBYtap_FC5_,tap,qnp,6.50707,33.1,5.086774846
Uaca,qnpBYtap_FC5_,tap,qnp,0.834873,4.24655,5.086462252
Son,qnpBYtap_FC5_,tap,qnp,60.3944,306.849,5.08075252
Naa60,qnpBYtap_FC5_,tap,qnp,30.2995,153.93,5.080281853
Eif3c,qnpBYtap_FC5_,tap,qnp,175.777,892.787,5.079088846
Smo,qnpBYtap_FC5_,tap,qnp,1.60991,8.17164,5.075836537
AABR07009715.1,qnpBYtap_FC5_,tap,qnp,0.210723,1.06941,5.074956222
Coq8b,qnpBYtap_FC5_,tap,qnp,5.25396,26.6495,5.072269298
Clic5,qnpBYtap_FC5_,tap,qnp,0.049578,0.25129,5.068578805
Jak2,qnpBYtap_FC5_,tap,qnp,12.37,62.6679,5.066119644
Wsb1,qnpBYtap_FC5_,tap,qnp,24.8037,125.573,5.062672101
Scd2,qnpBYtap_FC5_,tap,qnp,204.378,1034.69,5.06262905
Ccdc43,qnpBYtap_FC5_,tap,qnp,21.8217,110.443,5.061154722
Spag9,qnpBYtap_FC5_,tap,qnp,59.04,298.592,5.057452575
Atp5pd,qnpBYtap_FC5_,tap,qnp,165.111,834.374,5.053412553
Sntb1,qnpBYtap_FC5_,tap,qnp,1.23028,6.21569,5.052256397
Cuedc1,qnpBYtap_FC5_,tap,qnp,7.7601,39.2053,5.052164276
Ksr1,qnpBYtap_FC5_,tap,qnp,2.04463,10.3276,5.051085037
Mrm1,qnpBYtap_FC5_,tap,qnp,1.62423,8.20412,5.051082667
Hacd2,qnpBYtap_FC5_,tap,qnp,32.5789,164.534,5.050323983
Ssh2,qnpBYtap_FC5_,tap,qnp,2.06098,10.3901,5.041339557
Caskin1,qnpBYtap_FC5_,tap,qnp,2.31668,11.6773,5.040532141
Gas2l1,qnpBYtap_FC5_,tap,qnp,0.557792,2.81138,5.040194194
Med25,qnpBYtap_FC5_,tap,qnp,24.1917,121.908,5.039248999
Efemp2,qnpBYtap_FC5_,tap,qnp,14.5422,73.1981,5.03349562
Mrpl46,qnpBYtap_FC5_,tap,qnp,15.8689,79.8589,5.032415605
RGD1561277,qnpBYtap_FC5_,tap,qnp,1.91182,9.61886,5.031258173
Pycard,qnpBYtap_FC5_,tap,qnp,0.642507,3.23158,5.0296417
Nxn,qnpBYtap_FC5_,tap,qnp,13.0662,65.6981,5.028095391
Xpo6,qnpBYtap_FC5_,tap,qnp,18.232,91.6328,5.025932427
Tcirg1,qnpBYtap_FC5_,tap,qnp,2.71748,13.6512,5.023477634
Wnt9b,qnpBYtap_FC5_,tap,qnp,0.0388821,0.19499,5.01490403
Egflam,qnpBYtap_FC5_,tap,qnp,0.375149,1.87857,5.007530341
Tpm1,qnpBYtap_FC5_,tap,qnp,49.1352,245.975,5.00608525
Ube2o,qnpBYtap_FC5_,tap,qnp,5.59905,28.0217,5.004724016
Map2k6,qnpBYtap_FC5_,tap,qnp,21.9145,109.586,5.00061603
Cfb,tapBYqnp_FC5_,tap,qnp,0.343478,0.000151917,2260.958286
AABR07025272.1,tapBYqnp_FC5_,tap,qnp,53.6926,0.0641222,837.3480635
Gpr17,tapBYqnp_FC5_,tap,qnp,40.5774,0.13562,299.1992332
Sp100,tapBYqnp_FC5_,tap,qnp,784.403,4.49655,174.4455193
AABR07048421.1,tapBYqnp_FC5_,tap,qnp,18.8905,0.126196,149.6917493
Ppp1r1c,tapBYqnp_FC5_,tap,qnp,4.57708,0.0351479,130.2234273
RGD1562378,tapBYqnp_FC5_,tap,qnp,397.071,3.09967,128.1010559
Syp,tapBYqnp_FC5_,tap,qnp,21.0298,0.169639,123.9679555
Cebpzos,tapBYqnp_FC5_,tap,qnp,824.717,7.34639,112.2615325
Slc38a4,tapBYqnp_FC5_,tap,qnp,18.8351,0.168709,111.6425324
Rfx4,tapBYqnp_FC5_,tap,qnp,5.90199,0.0560969,105.2106266
LOC102549842,tapBYqnp_FC5_,tap,qnp,373.157,3.80066,98.18215784
Cacng6,tapBYqnp_FC5_,tap,qnp,2.15217,0.0243104,88.52877781
Etfrf1,tapBYqnp_FC5_,tap,qnp,4285.58,52.001,82.41341513
Tpd52l1,tapBYqnp_FC5_,tap,qnp,8.27375,0.102094,81.04051169
Snx3,tapBYqnp_FC5_,tap,qnp,87.9285,1.10082,79.87545648
AABR07070926.1,tapBYqnp_FC5_,tap,qnp,10.0018,0.12524,79.86106675
AABR07018273.2,tapBYqnp_FC5_,tap,qnp,14.5787,0.189989,76.73444252
Spry3,tapBYqnp_FC5_,tap,qnp,45.8229,0.602587,76.04362524
Hist1h2bl,tapBYqnp_FC5_,tap,qnp,1078.29,14.3283,75.25596198
RT1-A1,tapBYqnp_FC5_,tap,qnp,32.1538,0.447797,71.80441137
RF00100,tapBYqnp_FC5_,tap,qnp,236.342,3.31001,71.4022012
Selenop,tapBYqnp_FC5_,tap,qnp,25.9886,0.375945,69.12872894
AABR07025140.1,tapBYqnp_FC5_,tap,qnp,87.6401,1.27421,68.77994993
Lcorl,tapBYqnp_FC5_,tap,qnp,135.079,1.98238,68.13981174
Nlrc5,tapBYqnp_FC5_,tap,qnp,6.35069,0.0971098,65.39700422
AABR07001207.1,tapBYqnp_FC5_,tap,qnp,3.14006,0.0487371,64.42853596
AABR07018078.1,tapBYqnp_FC5_,tap,qnp,6.16874,0.0969574,63.62319947
AABR07037395.1,tapBYqnp_FC5_,tap,qnp,15.6717,0.248685,63.01827613
Pcdh15,tapBYqnp_FC5_,tap,qnp,12.6255,0.223132,56.58309879
AABR07021996.1,tapBYqnp_FC5_,tap,qnp,15.0822,0.26747,56.38838001
Zmat5,tapBYqnp_FC5_,tap,qnp,221.636,3.96651,55.87682875
Colca2,tapBYqnp_FC5_,tap,qnp,28.2697,0.510638,55.36152813
Tprkb,tapBYqnp_FC5_,tap,qnp,61.0205,1.19863,50.90853725
AABR07060678.1,tapBYqnp_FC5_,tap,qnp,0.919463,0.0182334,50.42740246
Glrx2,tapBYqnp_FC5_,tap,qnp,418.979,8.49222,49.33680475
Adam22,tapBYqnp_FC5_,tap,qnp,20.8091,0.424311,49.04209412
AABR07040624.1,tapBYqnp_FC5_,tap,qnp,159.039,3.31001,48.04789109
Rspo3,tapBYqnp_FC5_,tap,qnp,1.53949,0.0321988,47.81203026
Cd300e,tapBYqnp_FC5_,tap,qnp,1.58857,0.033248,47.7794153
Barhl2,tapBYqnp_FC5_,tap,qnp,3.4869,0.0732191,47.62281973
Zfp488,tapBYqnp_FC5_,tap,qnp,15.7448,0.336645,46.76974261
Maneal,tapBYqnp_FC5_,tap,qnp,8.17458,0.177268,46.1142451
Pah,tapBYqnp_FC5_,tap,qnp,2.44188,0.0529635,46.10495908
Nlrp5,tapBYqnp_FC5_,tap,qnp,1.54875,0.0339641,45.59961842
AABR07058998.1,tapBYqnp_FC5_,tap,qnp,198.872,4.40696,45.12679943
AC098459.2,tapBYqnp_FC5_,tap,qnp,0.820461,0.0182372,44.98832058
Slitrk1,tapBYqnp_FC5_,tap,qnp,12.7349,0.284468,44.76742551
AABR07021096.1,tapBYqnp_FC5_,tap,qnp,2.8897,0.0646499,44.69767161
AABR07069816.1,tapBYqnp_FC5_,tap,qnp,2.56971,0.057521,44.67429287
Slc24a3,tapBYqnp_FC5_,tap,qnp,3.20828,0.0721231,44.4833902
AABR07043564.1,tapBYqnp_FC5_,tap,qnp,3.61871,0.0818576,44.20737964
AABR07071198.1,tapBYqnp_FC5_,tap,qnp,3.97816,0.0904833,43.96568207
LOC102548472,tapBYqnp_FC5_,tap,qnp,2.38355,0.0542557,43.93178966
AABR07048186.1,tapBYqnp_FC5_,tap,qnp,4.39768,0.100671,43.68368249
Edar,tapBYqnp_FC5_,tap,qnp,1.15877,0.0265424,43.6573181
Ctss,tapBYqnp_FC5_,tap,qnp,6.16544,0.141368,43.61269877
Lcp2,tapBYqnp_FC5_,tap,qnp,1.25948,0.0288947,43.5886166
Mageb16,tapBYqnp_FC5_,tap,qnp,5.8424,0.134086,43.57203586
LOC103690072,tapBYqnp_FC5_,tap,qnp,3.47504,0.0803218,43.26397068
Rasl2-9,tapBYqnp_FC5_,tap,qnp,4.60831,0.108614,42.42832416
AABR07048419.2,tapBYqnp_FC5_,tap,qnp,56.2807,1.32693,42.41421929
Cpvl,tapBYqnp_FC5_,tap,qnp,3.00336,0.070826,42.40476661
Vwa7,tapBYqnp_FC5_,tap,qnp,1.41607,0.0334145,42.37890736
Zfp780b-ps1,tapBYqnp_FC5_,tap,qnp,400.853,9.48134,42.27809571
AC128967.3,tapBYqnp_FC5_,tap,qnp,3.2137,0.0760439,42.26111496
Lilrb2,tapBYqnp_FC5_,tap,qnp,1.62829,0.0385541,42.2338999
Cpa2,tapBYqnp_FC5_,tap,qnp,11.8448,0.281129,42.13297098
AABR07021596.3,tapBYqnp_FC5_,tap,qnp,2.39639,0.0574546,41.70928002
Fbll1,tapBYqnp_FC5_,tap,qnp,2.84207,0.068641,41.4048455
Rflna,tapBYqnp_FC5_,tap,qnp,2.91931,0.0705966,41.35199146
RGD1309779,tapBYqnp_FC5_,tap,qnp,209.124,5.07283,41.22432646
Slc44a5,tapBYqnp_FC5_,tap,qnp,7.93105,0.19512,40.64703772
Sectm1b,tapBYqnp_FC5_,tap,qnp,4.48214,0.111262,40.28455358
AABR07037645.1,tapBYqnp_FC5_,tap,qnp,4.73626,0.118079,40.11094267
Cnr2,tapBYqnp_FC5_,tap,qnp,2.67236,0.0667262,40.04963568
Atp5f1e,tapBYqnp_FC5_,tap,qnp,133.959,3.35834,39.8884568
Ttc12,tapBYqnp_FC5_,tap,qnp,30.1124,0.75724,39.76599229
Nol4l,tapBYqnp_FC5_,tap,qnp,60.6039,1.53023,39.60443855
Otx1,tapBYqnp_FC5_,tap,qnp,5.74179,0.145641,39.42426926
AABR07001880.1,tapBYqnp_FC5_,tap,qnp,6.11541,0.156128,39.16920732
LOC100359916,tapBYqnp_FC5_,tap,qnp,24.2052,0.620491,39.00975195
Fam49b,tapBYqnp_FC5_,tap,qnp,768.878,19.716,38.99766687
Pkig,tapBYqnp_FC5_,tap,qnp,609.577,15.6896,38.85229706
AABR07006333.1,tapBYqnp_FC5_,tap,qnp,120.545,3.13439,38.45883888
AABR07031480.1,tapBYqnp_FC5_,tap,qnp,51.7361,1.38229,37.42781905
AABR07028984.1,tapBYqnp_FC5_,tap,qnp,10.6514,0.286235,37.21208098
RGD1564171,tapBYqnp_FC5_,tap,qnp,37.6028,1.01315,37.11474115
RT1-T24-3,tapBYqnp_FC5_,tap,qnp,22.8418,0.618198,36.94900339
Ppip5k2,tapBYqnp_FC5_,tap,qnp,51.4518,1.40137,36.71535711
AABR07003024.1,tapBYqnp_FC5_,tap,qnp,11.0105,0.307239,35.83692174
AABR07027394.2,tapBYqnp_FC5_,tap,qnp,18.4818,0.529132,34.92852445
AC098750.2,tapBYqnp_FC5_,tap,qnp,16.0283,0.472207,33.94337653
Anks1b,tapBYqnp_FC5_,tap,qnp,3.57912,0.106072,33.74236368
LOC100911204,tapBYqnp_FC5_,tap,qnp,21.7818,0.648003,33.61373327
Magi2,tapBYqnp_FC5_,tap,qnp,41.0618,1.229,33.41074044
AABR07021955.1,tapBYqnp_FC5_,tap,qnp,136.505,4.09507,33.33398452
Arpc1a,tapBYqnp_FC5_,tap,qnp,49.2124,1.48481,33.14390393
Bex2,tapBYqnp_FC5_,tap,qnp,14.5485,0.439681,33.08876208
AABR07000436.1,tapBYqnp_FC5_,tap,qnp,16.5967,0.509854,32.55186779
Nipal3,tapBYqnp_FC5_,tap,qnp,12.3267,0.383432,32.14833399
AABR07059891.1,tapBYqnp_FC5_,tap,qnp,1302.88,40.8151,31.92151924
Gmnn,tapBYqnp_FC5_,tap,qnp,232.08,7.39504,31.38319739
Kif17,tapBYqnp_FC5_,tap,qnp,2.40147,0.0785929,30.55581357
AC106648.1,tapBYqnp_FC5_,tap,qnp,22.1927,0.732314,30.30489653
Sybu,tapBYqnp_FC5_,tap,qnp,8.62737,0.287971,29.95916255
AC119762.3,tapBYqnp_FC5_,tap,qnp,298.472,9.98372,29.89587048
RGD1309808,tapBYqnp_FC5_,tap,qnp,4.31929,0.145151,29.75721835
P2rx2,tapBYqnp_FC5_,tap,qnp,5.5413,0.186249,29.75210605
Mcmdc2,tapBYqnp_FC5_,tap,qnp,15.2993,0.514538,29.73405268
AABR07027854.1,tapBYqnp_FC5_,tap,qnp,45.8426,1.54554,29.66121873
AABR07001435.1,tapBYqnp_FC5_,tap,qnp,885.934,29.9131,29.61692369
Gmfb,tapBYqnp_FC5_,tap,qnp,753.946,25.6707,29.36990421
Tatdn1,tapBYqnp_FC5_,tap,qnp,35.0581,1.19627,29.3061767
LOC103694210,tapBYqnp_FC5_,tap,qnp,0.911127,0.0312362,29.16894501
AABR07041096.1,tapBYqnp_FC5_,tap,qnp,5.14235,0.176521,29.13166139
Mrps33,tapBYqnp_FC5_,tap,qnp,457.512,15.7126,29.11752352
AABR07058884.2,tapBYqnp_FC5_,tap,qnp,164.862,5.6765,29.04289615
RGD1561327,tapBYqnp_FC5_,tap,qnp,5.93461,0.204467,29.02478151
AABR07070796.1,tapBYqnp_FC5_,tap,qnp,20.2356,0.706547,28.64013293
Enthd1,tapBYqnp_FC5_,tap,qnp,3.24881,0.11389,28.52585828
Timm10,tapBYqnp_FC5_,tap,qnp,185.545,6.548,28.33613317
Nmi,tapBYqnp_FC5_,tap,qnp,146.248,5.28363,27.67945522
Gtf2b,tapBYqnp_FC5_,tap,qnp,3134.77,114.636,27.34542378
Mnd1,tapBYqnp_FC5_,tap,qnp,140.201,5.13486,27.30376291
AABR07014974.1,tapBYqnp_FC5_,tap,qnp,79.1913,2.90798,27.23240875
AC125982.1,tapBYqnp_FC5_,tap,qnp,66.601,2.44602,27.22831375
Nat2,tapBYqnp_FC5_,tap,qnp,18.3955,0.690717,26.63247032
AABR07062799.2,tapBYqnp_FC5_,tap,qnp,44.6532,1.67917,26.59242364
