Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC20
Arsj,npcBYnsc_FC20,npc,nsc,0.20094,0.00809084,24.83549298
Gm26523,npcBYnsc_FC20,npc,nsc,0.297526,0.0120097,24.77380784
Grm8,npcBYnsc_FC20,npc,nsc,0.117425,0.00474356,24.75461468
Cd7,npcBYnsc_FC20,npc,nsc,0.944688,0.0382146,24.72060417
Gm45399,npcBYnsc_FC20,npc,nsc,0.449493,0.0181981,24.69999615
Gm42608,npcBYnsc_FC20,npc,nsc,0.198651,0.00810178,24.5194266
Sh2d1b1,npcBYnsc_FC20,npc,nsc,0.318834,0.0130067,24.51305865
9530062K07Rik,npcBYnsc_FC20,npc,nsc,1.16785,0.0477494,24.45789895
Fibcd1,npcBYnsc_FC20,npc,nsc,0.139619,0.00570999,24.45170657
Gsta3,npcBYnsc_FC20,npc,nsc,0.55495,0.0227232,24.42217645
Ninj2,npcBYnsc_FC20,npc,nsc,32.0203,1.31372,24.37376305
Rnf138rt1,npcBYnsc_FC20,npc,nsc,0.430864,0.0177173,24.31882962
Mgat4c,npcBYnsc_FC20,npc,nsc,2.92254,0.120416,24.27036274
Fabp3,npcBYnsc_FC20,npc,nsc,23.1404,0.955232,24.22490034
Adora2a,npcBYnsc_FC20,npc,nsc,1.64843,0.0681111,24.20207573
Gm17359,npcBYnsc_FC20,npc,nsc,0.219979,0.00910288,24.16586838
Gm36757,npcBYnsc_FC20,npc,nsc,0.104848,0.00437962,23.93997653
E330034G19Rik,npcBYnsc_FC20,npc,nsc,0.307388,0.0128418,23.9365198
C1s1,npcBYnsc_FC20,npc,nsc,1.97517,0.0828163,23.85001503
Svep1,npcBYnsc_FC20,npc,nsc,0.0608967,0.00256754,23.71791676
Gm48079,npcBYnsc_FC20,npc,nsc,0.839784,0.0354937,23.66008616
Islr2,npcBYnsc_FC20,npc,nsc,5.26542,0.22329,23.5810829
Arhgef16,npcBYnsc_FC20,npc,nsc,0.305611,0.0130357,23.4441572
Dact1,npcBYnsc_FC20,npc,nsc,2.49254,0.106664,23.3681467
Gm26671,npcBYnsc_FC20,npc,nsc,0.845837,0.0362208,23.35224512
Gm47153,npcBYnsc_FC20,npc,nsc,0.784613,0.0337174,23.27026995
4930444P10Rik,npcBYnsc_FC20,npc,nsc,2.0708,0.0889943,23.26890599
Gm11630,npcBYnsc_FC20,npc,nsc,3.95039,0.169878,23.2542766
Impg2,npcBYnsc_FC20,npc,nsc,0.692441,0.0297955,23.23978453
Ccdc155,npcBYnsc_FC20,npc,nsc,0.420345,0.0181252,23.19119237
Bcl2l14,npcBYnsc_FC20,npc,nsc,0.74442,0.0321134,23.18097741
Ctsk,npcBYnsc_FC20,npc,nsc,14.2237,0.613873,23.17042776
Sema3c,npcBYnsc_FC20,npc,nsc,28.4568,1.23338,23.07220808
Itgbl1,npcBYnsc_FC20,npc,nsc,0.177537,0.00770003,23.05666342
Gm42966,npcBYnsc_FC20,npc,nsc,0.227991,0.00988863,23.05587326
Fam129c,npcBYnsc_FC20,npc,nsc,0.820803,0.0357011,22.99097227
Bend5,npcBYnsc_FC20,npc,nsc,2.73613,0.119389,22.91777299
Gm20683,npcBYnsc_FC20,npc,nsc,0.295503,0.0129338,22.84734571
Gm10244,npcBYnsc_FC20,npc,nsc,1.11397,0.0488346,22.81108067
Krt6a,npcBYnsc_FC20,npc,nsc,2.79051,0.122406,22.79716681
Gm6133,npcBYnsc_FC20,npc,nsc,3.20532,0.141227,22.69622664
Plxdc1,npcBYnsc_FC20,npc,nsc,1.46054,0.0646346,22.59687536
Ptger3,npcBYnsc_FC20,npc,nsc,0.0983484,0.00435232,22.59677597
Ccdc3,npcBYnsc_FC20,npc,nsc,0.894006,0.0396292,22.55927447
AC158556.2,npcBYnsc_FC20,npc,nsc,0.0885139,0.00392414,22.55625436
Bmp5,npcBYnsc_FC20,npc,nsc,0.404488,0.0182437,22.17137971
Abca8b,npcBYnsc_FC20,npc,nsc,1.13922,0.0516267,22.06648885
Gm16201,npcBYnsc_FC20,npc,nsc,1.17645,0.0535059,21.98729486
Mcam,npcBYnsc_FC20,npc,nsc,8.85772,0.404696,21.8873426
Fam183b,npcBYnsc_FC20,npc,nsc,21.5351,0.987239,21.81346158
Pla2g4b,npcBYnsc_FC20,npc,nsc,0.950621,0.0439513,21.62896206
Abca8a,npcBYnsc_FC20,npc,nsc,27.9184,1.29866,21.49785163
Nyx,npcBYnsc_FC20,npc,nsc,0.0751872,0.00349975,21.48359169
C230072F16Rik,npcBYnsc_FC20,npc,nsc,1.52351,0.0714621,21.3191328
A730094K22Rik,npcBYnsc_FC20,npc,nsc,1.10373,0.0519706,21.23758433
Mab21l2,npcBYnsc_FC20,npc,nsc,0.204893,0.0097224,21.07432321
Zfp385b,npcBYnsc_FC20,npc,nsc,9.26357,0.439668,21.06946605
Gm16044,npcBYnsc_FC20,npc,nsc,1.27712,0.0606695,21.05044545
Gm43372,npcBYnsc_FC20,npc,nsc,0.382629,0.0181776,21.04947848
Higd1b,npcBYnsc_FC20,npc,nsc,142.679,6.78184,21.03839076
Gm45212,npcBYnsc_FC20,npc,nsc,0.0962273,0.00458943,20.96715714
Pgm5,npcBYnsc_FC20,npc,nsc,0.933582,0.0445851,20.93932726
Dusp4,npcBYnsc_FC20,npc,nsc,1.51198,0.0724737,20.86246459
4930488L21Rik,npcBYnsc_FC20,npc,nsc,0.334279,0.0160574,20.81775381
Wnk4,npcBYnsc_FC20,npc,nsc,1.05949,0.0509234,20.80556287
Aqp6,npcBYnsc_FC20,npc,nsc,0.206689,0.0099508,20.77109378
Hspa12a,npcBYnsc_FC20,npc,nsc,3.47874,0.168103,20.69409826
Dlk2,npcBYnsc_FC20,npc,nsc,0.788366,0.0381314,20.67498177
Gpr182,npcBYnsc_FC20,npc,nsc,0.994312,0.0481802,20.63735725
Defb42,npcBYnsc_FC20,npc,nsc,8.72526,0.423024,20.62592193
Dapk2,npcBYnsc_FC20,npc,nsc,1.04909,0.0510156,20.56410196
Mog,npcBYnsc_FC20,npc,nsc,384.419,18.7378,20.51569555
Syt2,npcBYnsc_FC20,npc,nsc,0.663257,0.0324717,20.42569376
4930474H06Rik,npcBYnsc_FC20,npc,nsc,0.436383,0.0213778,20.41290498
Prcd,npcBYnsc_FC20,npc,nsc,4.23844,0.209815,20.2008436
P2rx6,npcBYnsc_FC20,npc,nsc,2.60948,0.129294,20.18252974
Gm45345,npcBYnsc_FC20,npc,nsc,1.50993,0.0748262,20.17916184
Slc26a4,npcBYnsc_FC20,npc,nsc,0.299047,0.0148278,20.16799525
Cd244,npcBYnsc_FC20,npc,nsc,0.103117,0.00511668,20.15310709
4930455H04Rik,npcBYnsc_FC20,npc,nsc,0.784422,0.0390219,20.10209652
Mettl21e,npcBYnsc_FC20,npc,nsc,0.086762,0.00431926,20.08723717
Tmem88b,npcBYnsc_FC20,npc,nsc,15.8841,0.792655,20.03910907
