Gene,Category,QNP_avg,TAP_avg,FC5
EDN2,TAPbyQNP_FC5_,-0.590252857,-3.1832,5.392942976
RP11-552F3.10,TAPbyQNP_FC5_,-0.222475286,-1.19845375,5.386907342
RN7SKP16,TAPbyQNP_FC5_,0.117192857,0.63096,5.383945877
CSPG4P11,TAPbyQNP_FC5_,-0.277991271,-1.4954225,5.379386526
AC013271.5,TAPbyQNP_FC5_,-0.633515429,-3.39374875,5.357010417
TSEN15P1,TAPbyQNP_FC5_,0.059771817,0.32004725,5.354484192
KLF2P4,TAPbyQNP_FC5_,-0.365266857,-1.95017,5.339028061
AD000684.2,TAPbyQNP_FC5_,-0.241397,-1.28774125,5.33453709
AC005387.2,TAPbyQNP_FC5_,-0.29359,-1.5635475,5.325615654
CTD-2619J13.3,TAPbyQNP_FC5_,-0.190568571,-1.01407125,5.321293235
GATSL3,TAPbyQNP_FC5_,-0.187638571,-0.99717625,5.314345779
SNORD117,TAPbyQNP_FC5_,-0.331777857,-1.75612125,5.293063453
RNVU1-1,TAPbyQNP_FC5_,-0.422321429,-2.22954625,5.279263848
RP11-6I2.3,TAPbyQNP_FC5_,-0.584934286,-3.081525,5.268155886
EFCC1,TAPbyQNP_FC5_,-0.492852857,-2.59623875,5.267776604
RP5-903G2.2,TAPbyQNP_FC5_,-0.087323857,-0.4596325,5.263538683
PCBP2P1,TAPbyQNP_FC5_,-0.340267143,-1.7896925,5.259668874
CYP4F62P,TAPbyQNP_FC5_,-0.858977143,-4.5139375,5.255014685
MIR193BHG,TAPbyQNP_FC5_,-0.160744286,-0.842959313,5.244101268
RP11-736K20.4,TAPbyQNP_FC5_,-0.765358571,-4.012925,5.243196
CALHM1,TAPbyQNP_FC5_,-0.671237143,-3.5192125,5.242875096
RP11-762H8.1,TAPbyQNP_FC5_,-0.344224286,-1.80178,5.234319816
GLIPR1L2,TAPbyQNP_FC5_,-0.266262857,-1.388235,5.213776397
RP11-324I22.3,TAPbyQNP_FC5_,-0.121120143,-0.6310425,5.210054126
RP11-507K2.3,TAPbyQNP_FC5_,-0.235901429,-1.22771725,5.204365473
CALY,TAPbyQNP_FC5_,-0.575632857,-2.98822125,5.191192985
AZIN1-AS1,TAPbyQNP_FC5_,-0.320989714,-1.66521625,5.187755794
FSBP,TAPbyQNP_FC5_,-0.157511429,-0.817118375,5.187676745
CTB-129P6.11,TAPbyQNP_FC5_,-0.33564,-1.74069375,5.186192796
RP11-793A3.1,TAPbyQNP_FC5_,-0.556457143,-2.88424,5.183220374
RP1-266L20.9,TAPbyQNP_FC5_,-0.207131286,-1.072503875,5.177894162
SNORA12,TAPbyQNP_FC5_,-0.21043,-1.089375375,5.176901464
ANKRD39,TAPbyQNP_FC5_,0.048552286,0.251186375,5.173523168
PAXBP1-AS1,TAPbyQNP_FC5_,-0.057241429,-0.295667875,5.165277708
HOXA11-AS,TAPbyQNP_FC5_,-1.009885143,-5.2048875,5.153940066
LL22NC03-N64E9.1,TAPbyQNP_FC5_,-0.162551286,-0.8367925,5.147867618
RBMXP1,TAPbyQNP_FC5_,-0.094275429,-0.48447375,5.138918564
FDX1P1,TAPbyQNP_FC5_,0.135692857,0.6950325,5.122100858
RP11-248E9.7,TAPbyQNP_FC5_,0.483807143,2.4769,5.119601967
HOXC13,TAPbyQNP_FC5_,-0.714141429,-3.6419125,5.099707641
RP5-1085F17.3,TAPbyQNP_FC5_,0.066332714,0.338028375,5.095952708
CTC-498M16.4,TAPbyQNP_FC5_,-0.494515286,-2.51030375,5.076291517
TRDMT1,TAPbyQNP_FC5_,0.106152857,0.538288375,5.070879762
TMC6,TAPbyQNP_FC5_,-0.455918714,-2.3118075,5.070657175
DSEL,TAPbyQNP_FC5_,0.324582857,1.6445825,5.066757112
NDUFB2-AS1,TAPbyQNP_FC5_,-0.264988071,-1.340977125,5.060518829
GXYLT1P6,TAPbyQNP_FC5_,-0.67155,-3.3913,5.04995905
HEY2,TAPbyQNP_FC5_,-0.487174143,-2.45916875,5.047822808
LRRC4,TAPbyQNP_FC5_,-0.376885714,-1.8981575,5.036427299
COL28A1,TAPbyQNP_FC5_,-0.48029,-2.41618875,5.030687189
ANKRD37,TAPbyQNP_FC5_,-0.228971143,-1.15080425,5.025979412
WNK4,TAPbyQNP_FC5_,-0.301993143,-1.51623875,5.020772113
ZNF32-AS2,TAPbyQNP_FC5_,-0.094087143,-0.4723485,5.020329937
KRT8P33,TAPbyQNP_FC5_,-0.308568857,-1.5458025,5.009586885
MADCAM1,TAPbyQNP_FC5_,-0.498165714,-2.493775,5.005914555
CCNE1,TAPbyQNP_FC5_,0.325878571,1.63084875,5.004467593
RP11-54G14.1,TAPbyQNP_FC5_,-0.012892857,-0.06448125,5.001315789
MFSD2A,TAPbyQNP_FC5_,0.327284286,1.63674875,5.001000113
