Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC5
Gngt2,nscBYnpc_FC5_,npc,nsc,1.85717,12.069,6.498597328
Gm20796,nscBYnpc_FC5_,npc,nsc,0.00175744,0.0113938,6.48318008
Rapsn,nscBYnpc_FC5_,npc,nsc,0.363726,2.35593,6.477210868
D6Ertd527e,nscBYnpc_FC5_,npc,nsc,0.0281141,0.182086,6.476678962
Car9,nscBYnpc_FC5_,npc,nsc,0.204033,1.31582,6.44905481
Gpr157,nscBYnpc_FC5_,npc,nsc,0.475861,3.05827,6.426813712
Ube4bos3,nscBYnpc_FC5_,npc,nsc,0.0541966,0.348024,6.421509836
Clec14a,nscBYnpc_FC5_,npc,nsc,0.159194,1.02187,6.41902333
Slc7a7,nscBYnpc_FC5_,npc,nsc,4.15975,26.6921,6.416755815
Mx1,nscBYnpc_FC5_,npc,nsc,0.316007,2.02724,6.415174347
Mybpc2,nscBYnpc_FC5_,npc,nsc,0.00201566,0.0129265,6.413035929
Mir142hg,nscBYnpc_FC5_,npc,nsc,0.197884,1.26903,6.412999535
1700097N02Rik,nscBYnpc_FC5_,npc,nsc,0.117313,0.752142,6.411412205
Gm8425,nscBYnpc_FC5_,npc,nsc,0.0858421,0.54846,6.389172679
Olfr740,nscBYnpc_FC5_,npc,nsc,0.00254034,0.0162194,6.384735901
Hk2,nscBYnpc_FC5_,npc,nsc,7.64982,48.8059,6.380006327
Nod2,nscBYnpc_FC5_,npc,nsc,0.159667,1.01832,6.377773742
Faddos,nscBYnpc_FC5_,npc,nsc,0.0585665,0.373283,6.37366071
Gm35164,nscBYnpc_FC5_,npc,nsc,0.00904437,0.0576366,6.372649505
Sema4a,nscBYnpc_FC5_,npc,nsc,6.12219,38.9705,6.365450925
Gm26892,nscBYnpc_FC5_,npc,nsc,0.118062,0.751497,6.365274178
Lin28b,nscBYnpc_FC5_,npc,nsc,0.00842984,0.0536362,6.362659315
Gm5449,nscBYnpc_FC5_,npc,nsc,0.236309,1.50346,6.362262969
Gimap6,nscBYnpc_FC5_,npc,nsc,7.14885,45.4827,6.362240081
Arhgap11a,nscBYnpc_FC5_,npc,nsc,1.87282,11.9151,6.362117021
Adcy10,nscBYnpc_FC5_,npc,nsc,0.010509,0.0668519,6.361394995
Egfr,nscBYnpc_FC5_,npc,nsc,9.15159,58.1929,6.358774814
Depdc1a,nscBYnpc_FC5_,npc,nsc,1.84156,11.6979,6.352168813
CT010462.1,nscBYnpc_FC5_,npc,nsc,0.0158179,0.100449,6.350337276
Tbx21,nscBYnpc_FC5_,npc,nsc,0.0120345,0.0763713,6.346030163
Klra8,nscBYnpc_FC5_,npc,nsc,0.150855,0.957065,6.344270989
Misp,nscBYnpc_FC5_,npc,nsc,0.0146779,0.0930467,6.339237902
Gm22333,nscBYnpc_FC5_,npc,nsc,8.01564,50.8124,6.339156948
Gm8101,nscBYnpc_FC5_,npc,nsc,0.0254342,0.160752,6.320308875
Clec4b1,nscBYnpc_FC5_,npc,nsc,0.418969,2.64306,6.308485831
Tcam1,nscBYnpc_FC5_,npc,nsc,0.138248,0.871112,6.301082113
Gm18959,nscBYnpc_FC5_,npc,nsc,0.180366,1.1355,6.295532417
1600010M07Rik,nscBYnpc_FC5_,npc,nsc,0.601889,3.78791,6.293369708
Gm6012,nscBYnpc_FC5_,npc,nsc,0.0948295,0.596675,6.292082105
Gm44937,nscBYnpc_FC5_,npc,nsc,0.00828783,0.0519001,6.26220615
Lgmn,nscBYnpc_FC5_,npc,nsc,98.4906,616.758,6.26210014
Tifa,nscBYnpc_FC5_,npc,nsc,4.83336,30.2564,6.25991029
Gm9085,nscBYnpc_FC5_,npc,nsc,0.0766751,0.479734,6.256711762
Relt,nscBYnpc_FC5_,npc,nsc,0.458693,2.86598,6.248144184
Ppp1r18,nscBYnpc_FC5_,npc,nsc,3.77199,23.4649,6.220827733
Cldn7,nscBYnpc_FC5_,npc,nsc,0.139513,0.867115,6.215298933
Slc16a8,nscBYnpc_FC5_,npc,nsc,0.00981814,0.0609833,6.211288493
Ucp1,nscBYnpc_FC5_,npc,nsc,0.0131803,0.0818611,6.210867734
Hoxc13,nscBYnpc_FC5_,npc,nsc,0.00304468,0.0188693,6.197465744
Trim14,nscBYnpc_FC5_,npc,nsc,0.119584,0.741074,6.197099946
Gm3696,nscBYnpc_FC5_,npc,nsc,0.139597,0.864935,6.195942606
Tmem171,nscBYnpc_FC5_,npc,nsc,0.0493963,0.305872,6.192204679
Gimap1,nscBYnpc_FC5_,npc,nsc,0.158375,0.979376,6.183905288
Tec,nscBYnpc_FC5_,npc,nsc,1.74929,10.811,6.18022169
9430037O13Rik,nscBYnpc_FC5_,npc,nsc,0.497103,3.07022,6.176225048
Bub1b,nscBYnpc_FC5_,npc,nsc,11.6284,71.6599,6.16249011
Gm44794,nscBYnpc_FC5_,npc,nsc,0.11608,0.71498,6.159372846
Casp8,nscBYnpc_FC5_,npc,nsc,3.24154,19.9177,6.144517729
Slc43a1,nscBYnpc_FC5_,npc,nsc,0.467389,2.8672,6.134504663
Gm12941,nscBYnpc_FC5_,npc,nsc,0.445346,2.7319,6.134331509
Cd22,nscBYnpc_FC5_,npc,nsc,0.942338,5.77517,6.128554722
Gm12212,nscBYnpc_FC5_,npc,nsc,0.058228,0.356847,6.128443361
Cela2a,nscBYnpc_FC5_,npc,nsc,0.155445,0.952528,6.127749365
Slamf6,nscBYnpc_FC5_,npc,nsc,0.240526,1.47319,6.124867998
Bche,nscBYnpc_FC5_,npc,nsc,0.856769,5.24449,6.121241548
Cntd1,nscBYnpc_FC5_,npc,nsc,0.277977,1.69989,6.115218166
4931429L15Rik,nscBYnpc_FC5_,npc,nsc,0.012772,0.0780981,6.114790166
Fcrl1,nscBYnpc_FC5_,npc,nsc,0.0489569,0.299095,6.109353329
CT573086.4,nscBYnpc_FC5_,npc,nsc,0.0734328,0.447682,6.096485494
Gm45293,nscBYnpc_FC5_,npc,nsc,0.0820229,0.499906,6.094712574
Phex,nscBYnpc_FC5_,npc,nsc,0.0419308,0.25501,6.08168697
Rnf150,nscBYnpc_FC5_,npc,nsc,0.298005,1.81183,6.079864432
Gm43935,nscBYnpc_FC5_,npc,nsc,0.0570427,0.345797,6.062072798
Fbxw4,nscBYnpc_FC5_,npc,nsc,3.06182,18.5606,6.061950082
Zfhx3,nscBYnpc_FC5_,npc,nsc,0.694966,4.20982,6.057591307
Gm15336,nscBYnpc_FC5_,npc,nsc,0.00726259,0.0439808,6.05580103
Il13ra1,nscBYnpc_FC5_,npc,nsc,1.47728,8.94254,6.053381891
Gm47103,nscBYnpc_FC5_,npc,nsc,0.0151964,0.0918398,6.043523466
Olfr12,nscBYnpc_FC5_,npc,nsc,0.00173651,0.0104945,6.043443458
Mylip,nscBYnpc_FC5_,npc,nsc,0.777244,4.69381,6.03904308
4930517G19Rik,nscBYnpc_FC5_,npc,nsc,0.113895,0.687315,6.034637166
Hspe1-ps2,nscBYnpc_FC5_,npc,nsc,0.064521,0.389348,6.0344384
AL626769.1,nscBYnpc_FC5_,npc,nsc,0.00722352,0.0435891,6.034329524
Dhx58,nscBYnpc_FC5_,npc,nsc,0.821129,4.94164,6.018104342
Gm44230,nscBYnpc_FC5_,npc,nsc,0.0193804,0.116603,6.016542486
Rgr,nscBYnpc_FC5_,npc,nsc,0.624441,3.75311,6.010351659
Oas2,nscBYnpc_FC5_,npc,nsc,0.611777,3.67373,6.005014899
Gm18716,nscBYnpc_FC5_,npc,nsc,0.00562358,0.0336619,5.985848872
Rassf4,nscBYnpc_FC5_,npc,nsc,3.34493,20.0208,5.985416735
Mrm1,nscBYnpc_FC5_,npc,nsc,0.485702,2.90599,5.983071925
Arhgap15,nscBYnpc_FC5_,npc,nsc,1.09071,6.52195,5.979545434
Pvrig,nscBYnpc_FC5_,npc,nsc,0.0472107,0.28206,5.97449307
P2rx7,nscBYnpc_FC5_,npc,nsc,10.8223,64.6411,5.972953993
Slc45a2,nscBYnpc_FC5_,npc,nsc,0.0056533,0.0337627,5.972210921
Gbp2b,nscBYnpc_FC5_,npc,nsc,0.0905396,0.540384,5.968482299
Tmigd3,nscBYnpc_FC5_,npc,nsc,0.0612242,0.364427,5.952335841
Lgals9,nscBYnpc_FC5_,npc,nsc,13.4394,79.905,5.945577928
Sall3,nscBYnpc_FC5_,npc,nsc,0.326919,1.94007,5.93440577
Ip6k3,nscBYnpc_FC5_,npc,nsc,0.129801,0.768988,5.924361137
Gm4510,nscBYnpc_FC5_,npc,nsc,0.0313656,0.185671,5.919574311
Ptpre,nscBYnpc_FC5_,npc,nsc,1.76608,10.4461,5.914850969
Gm8971,nscBYnpc_FC5_,npc,nsc,0.281143,1.66191,5.91126224
6330403N20Rik,nscBYnpc_FC5_,npc,nsc,0.0369769,0.218548,5.910392705
Gm29264,nscBYnpc_FC5_,npc,nsc,0.0930087,0.549595,5.909070872
Gm6579,nscBYnpc_FC5_,npc,nsc,0.0167119,0.0987516,5.909058814
Gm43072,nscBYnpc_FC5_,npc,nsc,0.0464394,0.274177,5.903973781
Gm47772,nscBYnpc_FC5_,npc,nsc,0.116572,0.687294,5.89587551
Gm17017,nscBYnpc_FC5_,npc,nsc,0.0178521,0.105122,5.888494911
Psmb8,nscBYnpc_FC5_,npc,nsc,11.7581,69.181,5.883688691
Tmc8,nscBYnpc_FC5_,npc,nsc,0.0374558,0.220348,5.882880622
4933406B15Rik,nscBYnpc_FC5_,npc,nsc,0.0221476,0.130033,5.871200491
Nptx2,nscBYnpc_FC5_,npc,nsc,0.15398,0.902126,5.858721912
Gm28723,nscBYnpc_FC5_,npc,nsc,0.0224972,0.131784,5.857795637
Was,nscBYnpc_FC5_,npc,nsc,0.585234,3.42658,5.855059686
Pkd1l3,nscBYnpc_FC5_,npc,nsc,0.0775374,0.453485,5.848596935
Epha10,nscBYnpc_FC5_,npc,nsc,0.00691015,0.0404075,5.847557578
Sh3tc1,nscBYnpc_FC5_,npc,nsc,0.116708,0.682379,5.846891387
Selplg,nscBYnpc_FC5_,npc,nsc,6.92714,40.4242,5.835626247
Ada,nscBYnpc_FC5_,npc,nsc,1.26087,7.33106,5.814286961
Map3k5,nscBYnpc_FC5_,npc,nsc,0.299246,1.73854,5.809735134
Gm20496,nscBYnpc_FC5_,npc,nsc,2.91478,16.918,5.804211639
Acsl5,nscBYnpc_FC5_,npc,nsc,4.27337,24.7942,5.8020251
Gm45286,nscBYnpc_FC5_,npc,nsc,0.0672891,0.390152,5.798145613
Mymk,nscBYnpc_FC5_,npc,nsc,0.0985496,0.570287,5.786801773
Tnfrsf14,nscBYnpc_FC5_,npc,nsc,0.60456,3.49762,5.785397645
Gm44067,nscBYnpc_FC5_,npc,nsc,0.0111348,0.064371,5.78106477
Tnfaip8,nscBYnpc_FC5_,npc,nsc,15.0653,87.0071,5.775331391
Itpripl1,nscBYnpc_FC5_,npc,nsc,12.6303,72.9172,5.773196203
Phf11a,nscBYnpc_FC5_,npc,nsc,0.212523,1.22566,5.767187551
Lilr4b,nscBYnpc_FC5_,npc,nsc,0.331115,1.90861,5.764190689
Gm37716,nscBYnpc_FC5_,npc,nsc,0.157203,0.905022,5.757027538
Gm42031,nscBYnpc_FC5_,npc,nsc,2.05711,11.8392,5.755258591
Gm13166,nscBYnpc_FC5_,npc,nsc,1.90031,10.9327,5.753113966
Odf3l1,nscBYnpc_FC5_,npc,nsc,0.0629834,0.361756,5.743672142
Gm15285,nscBYnpc_FC5_,npc,nsc,0.029634,0.170183,5.742829183
Gm47767,nscBYnpc_FC5_,npc,nsc,0.049303,0.283138,5.742814839
Rpl36-ps2,nscBYnpc_FC5_,npc,nsc,0.0743151,0.426669,5.741350008
Cox6a2,nscBYnpc_FC5_,npc,nsc,0.182913,1.05014,5.741199368
Gm38143,nscBYnpc_FC5_,npc,nsc,0.0856818,0.491433,5.735558777
Dmp1,nscBYnpc_FC5_,npc,nsc,0.0568821,0.325255,5.718055416
Gm20707,nscBYnpc_FC5_,npc,nsc,0.176362,1.00831,5.717274696
Peg12,nscBYnpc_FC5_,npc,nsc,3.27562,18.712,5.712506335
Gm32585,nscBYnpc_FC5_,npc,nsc,0.0493727,0.281989,5.711435672
Gm6368,nscBYnpc_FC5_,npc,nsc,0.00758338,0.0433062,5.71067255
Fam78a,nscBYnpc_FC5_,npc,nsc,0.0895606,0.511434,5.710479832
Fosb,nscBYnpc_FC5_,npc,nsc,2.06147,11.7577,5.703551349
Hspa1b,nscBYnpc_FC5_,npc,nsc,0.72692,4.14382,5.700517251
Rgs2,nscBYnpc_FC5_,npc,nsc,14.2854,81.2245,5.685840088
Magix,nscBYnpc_FC5_,npc,nsc,0.0141556,0.0804776,5.685212919
Cyr61,nscBYnpc_FC5_,npc,nsc,8.65803,49.2168,5.684526388
Gm47092,nscBYnpc_FC5_,npc,nsc,0.0488774,0.277717,5.681910249
Hoxb8,nscBYnpc_FC5_,npc,nsc,0.00323201,0.0183469,5.676622288
AC122397.3,nscBYnpc_FC5_,npc,nsc,0.0430464,0.244195,5.672832107
4933439K11Rik,nscBYnpc_FC5_,npc,nsc,0.0526693,0.298784,5.672830283
Gm13184,nscBYnpc_FC5_,npc,nsc,0.0164215,0.0931563,5.67282526
Gm14730,nscBYnpc_FC5_,npc,nsc,0.00819761,0.0465036,5.672824152
Gm18132,nscBYnpc_FC5_,npc,nsc,0.0215549,0.122195,5.669012614
Cebpb,nscBYnpc_FC5_,npc,nsc,2.05832,11.6649,5.667194605
Mef2c,nscBYnpc_FC5_,npc,nsc,27.6741,156.705,5.66251477
Cyp4f18,nscBYnpc_FC5_,npc,nsc,0.0541118,0.305306,5.642133509
Gm5539,nscBYnpc_FC5_,npc,nsc,0.0338881,0.19112,5.639737843
Slc7a8,nscBYnpc_FC5_,npc,nsc,4.73342,26.6902,5.638671405
Gm15644,nscBYnpc_FC5_,npc,nsc,0.276637,1.55781,5.631242386
Ints5,nscBYnpc_FC5_,npc,nsc,0.0640759,0.360404,5.624642026
Obscn,nscBYnpc_FC5_,npc,nsc,0.00659334,0.0370197,5.614711209
Fcgrt,nscBYnpc_FC5_,npc,nsc,103.573,581.401,5.613441727
Gm23451,nscBYnpc_FC5_,npc,nsc,7.1523,40.118,5.609104764
Lrat,nscBYnpc_FC5_,npc,nsc,0.0179182,0.100495,5.608543269
A730061H03Rik,nscBYnpc_FC5_,npc,nsc,0.0305577,0.171371,5.608111867
Samsn1,nscBYnpc_FC5_,npc,nsc,0.46311,2.59334,5.599835892
Slc7a13,nscBYnpc_FC5_,npc,nsc,0.0460733,0.25793,5.598253218
Mir6402,nscBYnpc_FC5_,npc,nsc,176.172,985.859,5.59600277
Gm9775,nscBYnpc_FC5_,npc,nsc,0.189398,1.05949,5.593987265
Rimbp2,nscBYnpc_FC5_,npc,nsc,0.161856,0.905087,5.591927392
AL590144.2,nscBYnpc_FC5_,npc,nsc,3.51825,19.6488,5.584822
Gm20752,nscBYnpc_FC5_,npc,nsc,0.00783944,0.0437227,5.577273377
A930002C04Rik,nscBYnpc_FC5_,npc,nsc,0.0516948,0.287272,5.557077308
Gm45635,nscBYnpc_FC5_,npc,nsc,0.0035617,0.0197674,5.549990173
Iqgap2,nscBYnpc_FC5_,npc,nsc,0.77329,4.29165,5.549858397
Gm43148,nscBYnpc_FC5_,npc,nsc,0.10066,0.558621,5.549582754
Gm11975,nscBYnpc_FC5_,npc,nsc,0.0575318,0.319261,5.549296215
C130075A20Rik,nscBYnpc_FC5_,npc,nsc,0.100635,0.556866,5.533522134
Rtp4,nscBYnpc_FC5_,npc,nsc,14.0373,77.5585,5.52517222
Gm48669,nscBYnpc_FC5_,npc,nsc,0.776635,4.28855,5.521963342
Serpinb6c,nscBYnpc_FC5_,npc,nsc,0.0806999,0.445257,5.517441781
Wwp1,nscBYnpc_FC5_,npc,nsc,1.60749,8.85035,5.505695214
Evi2,nscBYnpc_FC5_,npc,nsc,0.125603,0.691513,5.50554525
Hrh2,nscBYnpc_FC5_,npc,nsc,0.0825691,0.45458,5.505449375
Slc16a7,nscBYnpc_FC5_,npc,nsc,1.76113,9.68366,5.498549227
Pdyn,nscBYnpc_FC5_,npc,nsc,0.434354,2.38799,5.497796728
Slamf9,nscBYnpc_FC5_,npc,nsc,0.898463,4.92813,5.485067276
Zfp831,nscBYnpc_FC5_,npc,nsc,0.00369568,0.0202673,5.484051649
Gm5127,nscBYnpc_FC5_,npc,nsc,0.00793533,0.0434793,5.479205024
Cpxm2,nscBYnpc_FC5_,npc,nsc,0.200011,1.09575,5.478448685
Prodh2,nscBYnpc_FC5_,npc,nsc,0.0437786,0.23983,5.478247363
4833445I07Rik,nscBYnpc_FC5_,npc,nsc,0.14487,0.79299,5.4738041
Gsdma2,nscBYnpc_FC5_,npc,nsc,0.0320827,0.175487,5.469832651
Kctd12,nscBYnpc_FC5_,npc,nsc,7.44452,40.7023,5.467417644
Gas6,nscBYnpc_FC5_,npc,nsc,4.414,24.0593,5.450679656
Gm37082,nscBYnpc_FC5_,npc,nsc,0.0230267,0.12551,5.450629052
Mfrp,nscBYnpc_FC5_,npc,nsc,0.00244401,0.0133203,5.450182282
Bst2,nscBYnpc_FC5_,npc,nsc,19.1265,104.102,5.442814943
Gm44742,nscBYnpc_FC5_,npc,nsc,0.0538313,0.292874,5.440589397
Gm47700,nscBYnpc_FC5_,npc,nsc,0.00297986,0.0161722,5.427167719
Igkc,nscBYnpc_FC5_,npc,nsc,0.161403,0.87591,5.426850802
E330020D12Rik,nscBYnpc_FC5_,npc,nsc,0.0826728,0.448597,5.426174026
4930568A12Rik,nscBYnpc_FC5_,npc,nsc,0.0270764,0.146837,5.42306215
Rbbp8nl,nscBYnpc_FC5_,npc,nsc,0.00371589,0.0201388,5.419643746
Gm11231,nscBYnpc_FC5_,npc,nsc,0.00660615,0.0357736,5.415196446
AC163018.2,nscBYnpc_FC5_,npc,nsc,0.00443934,0.0240365,5.414430974
Gm12587,nscBYnpc_FC5_,npc,nsc,0.207472,1.12145,5.405307704
Lyzl4,nscBYnpc_FC5_,npc,nsc,0.141986,0.766889,5.401159269
Ifi30,nscBYnpc_FC5_,npc,nsc,8.60437,46.4356,5.396746072
Gm24095,nscBYnpc_FC5_,npc,nsc,1.93768,10.4441,5.390002477
Gm35940,nscBYnpc_FC5_,npc,nsc,0.0088329,0.047603,5.389283248
Naip2,nscBYnpc_FC5_,npc,nsc,0.131685,0.709625,5.388806622
Olfr727,nscBYnpc_FC5_,npc,nsc,0.00455798,0.0245358,5.383042488
Neurl1a,nscBYnpc_FC5_,npc,nsc,0.47205,2.54085,5.38258659
Serpina3f,nscBYnpc_FC5_,npc,nsc,0.117386,0.631779,5.382064301
Nek2,nscBYnpc_FC5_,npc,nsc,0.893496,4.80791,5.38100898
Mtr,nscBYnpc_FC5_,npc,nsc,3.02024,16.2341,5.375102641
Rin2,nscBYnpc_FC5_,npc,nsc,8.20036,44.035,5.3698862
Chst7,nscBYnpc_FC5_,npc,nsc,0.285169,1.53119,5.369412524
BC147527,nscBYnpc_FC5_,npc,nsc,0.0713496,0.38299,5.367794634
Gm16485,nscBYnpc_FC5_,npc,nsc,0.0288284,0.154614,5.363252903
Tep1,nscBYnpc_FC5_,npc,nsc,4.16688,22.345,5.362525439
Lacc1,nscBYnpc_FC5_,npc,nsc,0.736314,3.94439,5.35694011
St3gal1,nscBYnpc_FC5_,npc,nsc,1.08975,5.8318,5.351502638
AC117608.1,nscBYnpc_FC5_,npc,nsc,0.00458043,0.0245112,5.35128798
Mdfic,nscBYnpc_FC5_,npc,nsc,0.395854,2.11825,5.351089038
Prx,nscBYnpc_FC5_,npc,nsc,0.126065,0.674376,5.349430849
Gm34086,nscBYnpc_FC5_,npc,nsc,0.0256559,0.13711,5.344189835
Gm48050,nscBYnpc_FC5_,npc,nsc,0.0685107,0.366133,5.344172516
AA645442,nscBYnpc_FC5_,npc,nsc,0.132961,0.710551,5.344055776
Fscn2,nscBYnpc_FC5_,npc,nsc,0.0662448,0.353898,5.342275922
Paox,nscBYnpc_FC5_,npc,nsc,2.00656,10.7193,5.342127821
Vmn1r53,nscBYnpc_FC5_,npc,nsc,0.0944257,0.504367,5.341416585
Tssk4,nscBYnpc_FC5_,npc,nsc,0.0957416,0.510859,5.335810139
Gm12917,nscBYnpc_FC5_,npc,nsc,0.352379,1.87582,5.323302467
Gm20667,nscBYnpc_FC5_,npc,nsc,1.08658,5.78195,5.321237277
Scarf1,nscBYnpc_FC5_,npc,nsc,0.344253,1.83178,5.32102843
Adamtsl5,nscBYnpc_FC5_,npc,nsc,0.666373,3.54519,5.320128517
Gal3st2b,nscBYnpc_FC5_,npc,nsc,0.00857722,0.0456231,5.319101061
Ccnf,nscBYnpc_FC5_,npc,nsc,8.31052,44.1527,5.312868509
H3f3aos,nscBYnpc_FC5_,npc,nsc,0.296279,1.57279,5.308476132
Gm8731,nscBYnpc_FC5_,npc,nsc,0.164084,0.870819,5.307153653
Atf7ip2,nscBYnpc_FC5_,npc,nsc,0.032109,0.170103,5.297673549
Snx2,nscBYnpc_FC5_,npc,nsc,45.238,239.642,5.297360626
4930513N20Rik,nscBYnpc_FC5_,npc,nsc,0.0371246,0.196398,5.290238817
Gm44185,nscBYnpc_FC5_,npc,nsc,0.00253109,0.0133767,5.284956284
Man2a1,nscBYnpc_FC5_,npc,nsc,0.678301,3.58304,5.282374639
Gm32849,nscBYnpc_FC5_,npc,nsc,0.0228119,0.120473,5.281147121
Oxt,nscBYnpc_FC5_,npc,nsc,0.0301032,0.158918,5.27910654
Gm10237,nscBYnpc_FC5_,npc,nsc,0.136384,0.719985,5.279101654
Lsmem2,nscBYnpc_FC5_,npc,nsc,0.0614354,0.324323,5.279089906
Smarce1-ps1,nscBYnpc_FC5_,npc,nsc,0.0113897,0.0601272,5.27908549
Gm2427,nscBYnpc_FC5_,npc,nsc,0.0614689,0.324426,5.277888493
Mrap,nscBYnpc_FC5_,npc,nsc,0.238776,1.25674,5.263259289
Foxc2,nscBYnpc_FC5_,npc,nsc,0.0164908,0.0867625,5.261266888
Rcc1,nscBYnpc_FC5_,npc,nsc,4.24782,22.3129,5.252788489
Gm26102,nscBYnpc_FC5_,npc,nsc,0.12112,0.63508,5.24339498
Gm38335,nscBYnpc_FC5_,npc,nsc,0.0347329,0.181939,5.238232339
Htatip2,nscBYnpc_FC5_,npc,nsc,1.42295,7.44354,5.23106223
Pid1,nscBYnpc_FC5_,npc,nsc,1.91185,9.99119,5.225927766
Clec4g,nscBYnpc_FC5_,npc,nsc,0.137734,0.717747,5.21110982
Csrnp1,nscBYnpc_FC5_,npc,nsc,0.261815,1.36407,5.2100529
Nusap1,nscBYnpc_FC5_,npc,nsc,15.971,83.1908,5.20886607
3110031N09Rik,nscBYnpc_FC5_,npc,nsc,0.22957,1.19379,5.200113255
Wasf2,nscBYnpc_FC5_,npc,nsc,14.9749,77.8393,5.197984628
Gdpd3,nscBYnpc_FC5_,npc,nsc,13.6756,71.0281,5.193783088
AL844841.3,nscBYnpc_FC5_,npc,nsc,0.0531393,0.275679,5.187855316
Ch25h,nscBYnpc_FC5_,npc,nsc,0.181661,0.942411,5.187745306
Hexa,nscBYnpc_FC5_,npc,nsc,46.8672,242.973,5.184286665
Gm5735,nscBYnpc_FC5_,npc,nsc,1.50301,7.76574,5.166791971
Gm43654,nscBYnpc_FC5_,npc,nsc,0.0352695,0.181938,5.158508059
Mb21d1,nscBYnpc_FC5_,npc,nsc,0.18446,0.951121,5.156245256
St3gal6,nscBYnpc_FC5_,npc,nsc,4.96823,25.6025,5.153243711
Gm13609,nscBYnpc_FC5_,npc,nsc,0.232458,1.19758,5.15181237
Fgr,nscBYnpc_FC5_,npc,nsc,0.0140484,0.0723548,5.150394351
Gm16151,nscBYnpc_FC5_,npc,nsc,0.184972,0.95008,5.13634496
Gm47781,nscBYnpc_FC5_,npc,nsc,0.121649,0.624373,5.132578155
Rgs14,nscBYnpc_FC5_,npc,nsc,0.386384,1.98294,5.132044805
Ninj1,nscBYnpc_FC5_,npc,nsc,32.6339,167.396,5.129512562
Trmt44,nscBYnpc_FC5_,npc,nsc,0.545018,2.79477,5.127848988
Zfp872,nscBYnpc_FC5_,npc,nsc,0.0450322,0.230717,5.123378383
Olig3,nscBYnpc_FC5_,npc,nsc,0.0491092,0.251156,5.114235215
AC121567.1,nscBYnpc_FC5_,npc,nsc,3.72864,19.0636,5.112748884
Gm15521,nscBYnpc_FC5_,npc,nsc,0.100703,0.514718,5.111247927
Gm11209,nscBYnpc_FC5_,npc,nsc,0.484149,2.47087,5.103532177
Zim1,nscBYnpc_FC5_,npc,nsc,0.121649,0.620261,5.098775987
Gm15902,nscBYnpc_FC5_,npc,nsc,0.0129509,0.0659789,5.094541692
Gm43634,nscBYnpc_FC5_,npc,nsc,0.0596428,0.303447,5.087739006
4930558J18Rik,nscBYnpc_FC5_,npc,nsc,1.0436,5.3081,5.086335761
Gm29260,nscBYnpc_FC5_,npc,nsc,0.48014,2.43894,5.079643437
Gm17088,nscBYnpc_FC5_,npc,nsc,0.0184044,0.0934417,5.077139162
CK137956,nscBYnpc_FC5_,npc,nsc,0.00324951,0.0164973,5.076857742
Serpina3j,nscBYnpc_FC5_,npc,nsc,0.00352327,0.0178871,5.076846225
Adam33,nscBYnpc_FC5_,npc,nsc,0.707237,3.58996,5.076035332
4930573H18Rik,nscBYnpc_FC5_,npc,nsc,0.00983308,0.0499098,5.075703645
Gm44397,nscBYnpc_FC5_,npc,nsc,77.927,395.361,5.073479025
Depdc1b,nscBYnpc_FC5_,npc,nsc,2.13073,10.8088,5.07281542
Dnase2a,nscBYnpc_FC5_,npc,nsc,12.6192,63.9997,5.071613098
Nr1i3,nscBYnpc_FC5_,npc,nsc,0.0241875,0.122659,5.071173127
Gm28826,nscBYnpc_FC5_,npc,nsc,0.0280446,0.142163,5.069175528
Gm20702,nscBYnpc_FC5_,npc,nsc,0.0311816,0.157988,5.066706006
Gm31749,nscBYnpc_FC5_,npc,nsc,0.191172,0.968587,5.066573557
Zc3h12a,nscBYnpc_FC5_,npc,nsc,0.188448,0.954504,5.065078961
Fos,nscBYnpc_FC5_,npc,nsc,134.169,679.552,5.064895766
Kcnk9,nscBYnpc_FC5_,npc,nsc,0.00471794,0.0238923,5.064138162
Il27,nscBYnpc_FC5_,npc,nsc,0.227877,1.1536,5.062380144
Hpse,nscBYnpc_FC5_,npc,nsc,0.0321369,0.162633,5.060631237
B430306N03Rik,nscBYnpc_FC5_,npc,nsc,0.153372,0.774655,5.05082414
Entpd1,nscBYnpc_FC5_,npc,nsc,12.8589,64.8889,5.046224794
Rab39,nscBYnpc_FC5_,npc,nsc,0.548416,2.7655,5.042704808
Rab11fip4os1,nscBYnpc_FC5_,npc,nsc,0.0482288,0.243099,5.040535945
Pon3,nscBYnpc_FC5_,npc,nsc,5.79472,29.2057,5.040053704
Ppp1r3d,nscBYnpc_FC5_,npc,nsc,0.0852607,0.429657,5.039332307
Oip5,nscBYnpc_FC5_,npc,nsc,2.67948,13.5018,5.038962784
Gm28006,nscBYnpc_FC5_,npc,nsc,7.28064,36.6186,5.029585311
BC030867,nscBYnpc_FC5_,npc,nsc,2.17893,10.9341,5.018105217
Gm13091,nscBYnpc_FC5_,npc,nsc,0.208227,1.0449,5.018081229
Ttc7,nscBYnpc_FC5_,npc,nsc,0.891934,4.47493,5.017108889
Olfr1256,nscBYnpc_FC5_,npc,nsc,0.00400653,0.0200818,5.012267473
Lsm11,nscBYnpc_FC5_,npc,nsc,0.132746,0.664426,5.005243096
Gm44511,npcBYnsc_FC5_,npc,nsc,0.16079,3.66E-06,43972.30229
AC149222.1,npcBYnsc_FC5_,npc,nsc,0.109,4.24E-05,2569.579013
