GSM1294118	GSM1294119	GSM1294120	GSM1294121	GSM1294122	GSM1294123	GSM1294124	GSM1294125	GSM1294126	GSM1294127	GSM1294128	GSM1294129	GSM1294130
A_23_P257895	3.607778885	NA	4.685786255	5.166357418	4.519153943	3.926098231	5.081127667	3.974222855	2.740035215	4.482318224	3.905986705	4.666908363	3.069235243
A_23_P25790	10.27594871	6.282907901	11.20734383	10.50488551	10.06564097	10.76735272	11.22628092	11.57269312	9.987376296	7.621920726	9.141225595	10.15948665	10.43379302
A_23_P257905	7.334985629	5.970869066	7.225387732	7.470832109	7.048935824	7.223824101	7.837768569	7.347294483	6.693507866	6.140668241	6.39327375	6.777552537	7.457332446
A_23_P257911	8.497172832	9.056215005	8.97353178	9.321217844	8.295509065	NA	9.192935842	9.077881195	7.591834975	7.855151286	8.125403654	8.698583829	8.263882304
A_23_P257924	10.77531562	9.070291642	10.6274509	11.22837379	11.00446909	10.68621248	11.08735212	10.61890944	10.28228573	11.00933877	10.70109156	10.65020359	11.03772608
A_23_P257945	5.628482286	5.587050792	7.954528441	7.447140271	6.604646626	7.198490225	7.391916332	7.081309798	5.055474204	8.028853663	7.295370388	8.395448878	6.184303109
A_23_P257956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P257971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258002	5.575919781	4.993557076	5.803823213	6.197568599	5.388508149	5.438046947	5.827742062	5.729575882	4.269265845	3.842717414	5.289658912	4.990813306	4.110881024
A_23_P258018	6.999229981	5.316480666	8.103293579	6.502621161	7.794952553	7.728864022	8.057257467	6.780471527	5.821906608	5.596642997	6.565594282	7.41547475	8.239552706
A_23_P258037	6.113350867	5.700367304	6.489128962	7.018044354	6.148060212	6.120016569	6.555859245	5.78663661	5.635132726	4.10308886	5.56251445	5.560758051	5.119739627
A_23_P258048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258071	8.292213484	7.864881938	10.00252954	9.522474821	9.258279822	9.479173962	9.585768344	9.147671499	7.741088061	9.478850093	9.226287668	9.741737466	9.091852134
A_23_P258088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258093	10.06366741	10.08772139	11.04893296	10.73640616	10.84873716	11.02847453	11.24844826	10.98635831	10.28947601	10.86121953	10.1169638	10.50339644	10.77498056
A_23_P258108	12.30359384	10.83533672	12.71700547	NA	12.31642975	12.2005149	12.90260518	12.34310936	11.20136063	10.69355491	11.63579021	12.25165756	11.40220574
A_23_P258124	4.708976804	1.905315467	5.117746982	5.627144541	5.105016747	5.083802242	6.048264963	5.076608689	3.809510141	3.303386236	4.560914228	4.358634675	3.945502831
A_23_P258151	6.267388974	5.482025403	5.812263319	6.552457615	6.970217505	5.937117187	6.103613873	5.93707551	5.763073171	3.615689366	5.783492538	5.833082361	4.724945437
A_23_P258164	4.396722589	4.647815278	5.901716239	6.192958323	5.8348419	4.879497972	5.486399352	5.552069611	4.466018202	4.273395038	4.599131493	5.979808605	4.763276647
A_23_P258190	8.050081539	6.511533664	10.29196034	9.509420719	9.323941278	9.263360995	9.723771169	8.990575139	7.169097218	9.689914307	9.551006832	10.28981948	7.934732324
A_23_P258194	9.143616373	7.358185244	9.490271677	9.184330139	9.126146902	9.447889505	10.54245347	9.473953482	8.90184618	7.00784134	8.538298755	8.257586789	8.747736819
A_23_P2582	7.173123435	4.12407167	7.407178523	6.958838036	6.60600272	6.49833082	7.718943793	7.111596842	6.37971435	6.654247916	6.313412572	6.297265531	7.214569749
A_23_P258221	7.557503526	7.207301366	10.38383387	9.588254211	9.293272072	9.568315849	10.01075467	9.309988539	7.602712225	8.748708772	9.581450301	10.15246105	8.633162714
A_23_P258246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258251	7.115366237	6.712050953	7.310131046	8.178450734	6.877444884	6.80921377	7.764751527	7.161359672	6.079951064	5.957928988	6.465602319	6.626923848	6.220569094
A_23_P258270	4.59131798	3.131175086	5.609228982	5.482694069	5.084666396	4.942637892	5.564724776	4.811891755	3.898971589	4.930588803	4.802595461	5.21455887	4.833081348
A_23_P258272	6.997541944	5.852507787	7.940924906	7.969525819	7.611025535	7.584820478	7.894657724	7.147239529	6.400142193	6.661046947	7.251986023	7.305831022	7.671410856
A_23_P258281	7.576540277	5.280920691	8.947406088	8.497842259	8.593742183	8.381446913	8.883994026	8.840939333	7.610753944	7.941646868	7.691228453	8.340231554	7.831269869
A_23_P258294	7.658529269	5.828532322	10.07467535	4.852375447	8.1910992	9.360772479	8.84303821	7.925783473	8.456934252	6.422923734	6.750682871	7.303394456	8.616895417
A_23_P258310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258312	8.697585493	5.453322661	8.35435342	9.85454787	9.968030254	9.179766803	9.963979066	8.602055215	8.795788698	8.5352571	7.841580701	8.73688151	9.311723343
A_23_P258321	7.844278933	6.571506322	8.796700922	8.557541435	8.111944709	9.013100982	9.140211158	8.670755022	7.161758721	8.139866971	7.91414232	8.100140352	7.851441733
A_23_P258340	10.74623356	9.992330889	12.73644755	12.23003624	12.06289939	11.58779256	11.84105645	11.44388322	9.73617504	11.97353606	11.2126922	11.95775198	10.61491501
A_23_P25835	8.375370952	6.372555511	7.987891555	9.394494849	8.539532622	7.963741137	8.740700604	8.311166579	6.251470102	6.45974996	7.446253748	6.88383095	6.057341958
A_23_P258377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258381	6.902564446	6.117435525	8.019831991	8.281917512	7.463014231	6.612179229	8.086380414	6.897676073	6.369566813	6.100279251	6.778860376	7.826827466	6.948242232
A_23_P258393	3.860353024	NA	4.608598144	4.983989546	5.206319316	3.34117596	4.700076779	4.363948997	3.197939442	3.817365391	3.472915318	4.01217532	3.169001862
A_23_P258418	4.611570778	2.828729667	5.654696742	4.930289796	4.425749319	4.909328613	5.523324205	5.345747283	3.817403255	5.268799662	4.484361158	5.319858147	4.477980987
A_23_P258483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258504	5.223152212	3.193859721	6.418495763	7.438091539	7.27228639	5.789075822	6.454457724	6.078844416	2.476090786	3.17227548	5.49765228	5.298138104	4.166301695
A_23_P258570	8.083480923	7.625202533	9.681969063	9.241628806	8.914398886	8.398560725	8.972289424	8.887832603	6.612459547	8.621855541	8.922891788	9.225682231	7.321116351
A_23_P258582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258612	5.505344736	6.029728942	9.335328715	7.060121982	7.749103138	8.610105386	8.052382744	8.01170472	4.89437252	8.050687246	7.930513229	9.229846966	6.550629826
A_23_P258621	7.948766108	7.940059249	9.509257402	8.811541995	8.374255731	8.930344682	8.901193943	9.109263649	7.099207874	9.164811917	8.625302274	10.19209058	8.258504792
A_23_P258633	4.963199893	NA	10.94082818	5.856687213	8.445134065	9.255732745	9.232378233	8.248152917	4.47817325	10.05413623	8.980546903	10.30451332	6.717447493
A_23_P258641	3.900963387	3.230475107	4.633608485	6.868164474	5.605558929	4.200555357	5.057737916	3.759145179	2.642298161	4.482137729	4.870666544	5.722778301	4.422806869
A_23_P25868	5.858491818	5.989118793	7.461955765	7.562698061	6.86809161	6.653406887	7.353395636	6.921805241	5.717137076	6.392859877	7.08769726	8.019327183	5.692122513
A_23_P258689	NA	NA	5.554401289	6.779946492	6.052985312	5.345699744	6.619400832	5.947182216	4.895531418	6.031401593	5.229656749	4.883510362	4.600404167
A_23_P258698	NA	5.4751011	NA	7.205727771	6.948038937	6.132101967	7.475856622	6.96103173	5.016336745	6.266528144	6.40901307	6.870105751	6.516179396
A_23_P25873	3.894744439	4.070394652	4.287067303	3.898052754	3.837102041	3.481251063	4.398526561	4.056629094	2.268419671	2.790384507	3.552161637	3.97141725	2.772606628
A_23_P258769	9.460147665	8.029766481	10.48667013	10.59905924	10.82946984	9.377591655	10.88312667	9.721734074	9.420421556	10.43837811	10.2576212	10.27276157	8.484409256
A_23_P258814	4.081038751	2.338255817	6.203635975	5.942151557	5.610952181	5.32426553	5.360979082	4.82737548	3.875037887	5.214118587	4.885129676	6.356347555	4.038756608
A_23_P258862	10.26544862	9.194409187	10.69753841	10.00835158	10.16980101	10.59478179	10.81184347	10.14398899	9.979012121	9.595520444	10.78269195	10.49046885	9.700323361
A_23_P258887	8.191432366	7.120510577	8.518600443	9.995059053	8.899409796	9.507211499	9.767986933	8.884237385	8.998808157	9.036095293	8.394731915	7.888856469	9.171206077
A_23_P258912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P258944	7.621991767	7.583282888	9.879662733	8.901412695	8.578400998	8.662256423	9.261295973	8.507187312	6.583106844	8.957187091	8.955401737	10.18204419	7.239882029
A_23_P258964	7.059027493	6.85408918	9.160548387	8.99738613	8.533522079	8.189724258	8.39846282	7.844010216	5.905592548	8.480528089	8.306263607	9.610884026	6.784846818
A_23_P258972	7.631575788	6.560464142	8.088783469	8.68490077	8.058958248	8.053395393	8.564884563	7.923298364	7.001396934	6.60519547	7.727841512	8.050961445	7.149621132
A_23_P258978	5.884690712	5.032558447	6.3066248	7.000750457	6.341706145	6.033027142	6.696471015	6.182058199	4.502077866	4.749625439	5.644893115	5.639501341	5.003859902
A_23_P259012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259054	8.199265487	8.675136686	9.87669451	9.203817323	8.957556259	9.227729526	9.678082648	9.007130733	7.33083354	8.751199579	9.144739806	9.891020544	7.740744109
A_23_P259090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259103	5.287958332	4.779486142	5.345583017	6.548363717	5.626563542	5.262033189	6.134616887	5.579122811	3.519294054	3.208231314	5.20977891	5.195655871	2.499342562
A_23_P25913	4.4507375	2.669509398	5.449399269	5.146141977	4.541944709	4.908359473	5.586993767	4.817252816	3.538834866	4.033517269	4.296734907	5.000675654	3.705983429
A_23_P259135	8.363252568	NA	9.259539201	9.392778496	8.755308561	8.657145494	9.331120275	8.701293291	7.723239763	8.389447643	8.137040824	8.262288445	7.636316474
A_23_P259166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259172	8.984564857	6.450164242	10.08942532	10.45606687	10.44627691	9.545314731	10.01459939	9.995076018	8.256203026	9.312086985	8.920783962	9.336542041	8.894449465
A_23_P259189	6.79515652	2.596120088	6.279340355	6.779397626	6.223063376	6.569127851	7.010453137	5.486274162	5.510984066	5.993402416	4.570224891	4.769357592	5.198661123
A_23_P259207	7.897929535	5.239305999	5.522989469	7.907744539	7.48092669	7.933264569	7.515760541	7.427420126	6.005666763	5.465385516	7.570763461	7.633205227	4.555167655
A_23_P259251	5.500065861	7.122390074	7.606457774	7.054357947	6.682031061	6.565007305	7.678450845	6.935170944	5.286394378	6.706721168	7.130018604	7.691187966	5.388146476
A_23_P259270	6.717746329	2.7391296	8.464457532	7.818734268	7.217196781	7.799770533	8.459568504	6.775957868	6.24120715	5.041645135	6.061708813	6.985767951	6.967678165
A_23_P259272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P25929	6.872252551	5.534982919	8.356272805	8.691451462	7.927599614	7.827188343	8.155209861	7.615130078	6.064564727	8.205934458	7.663557393	8.225946794	6.821363274
A_23_P259292	7.183581791	5.569881728	7.929331207	8.303042776	8.238596767	8.249678566	8.738585124	7.866843703	7.303571634	6.161725068	7.013124996	6.970838703	6.911427942
A_23_P259328	5.290867437	5.74496512	6.34342399	6.164991375	5.346010142	5.668798774	6.492842926	5.538634381	4.140854714	5.171907345	5.740865783	6.437319636	3.91732004
A_23_P259333	8.348635217	8.374028321	9.361761781	9.344879748	8.559669233	8.795027258	9.711404907	9.36411736	7.316311404	8.714123227	8.407427111	8.683396095	8.126691052
A_23_P259344	5.470263202	3.322130058	6.544733429	6.898609852	6.673231329	NA	6.232717734	5.937715142	4.910813715	5.214319509	5.683182157	6.504240761	5.750247394
A_23_P25935	5.937308136	4.28017984	6.997040569	6.730687502	6.449882066	6.33628678	6.993736624	6.566041248	4.905593992	5.771402575	6.391456186	6.587284122	4.797479962
A_23_P259362	4.600847168	NA	5.465922892	6.176210856	5.119154866	5.2203048	5.618039214	4.807095729	4.431995285	3.428397025	1.637364483	3.975954784	4.379561357
A_23_P259393	6.129744193	4.984259853	6.794246892	7.161380837	6.912313341	6.355402196	6.894489179	6.502162063	5.342215507	6.028571362	5.522601303	6.089272288	6.211657445
A_23_P259413	6.118801778	5.030296346	7.05222785	7.197775967	6.880510442	6.727871457	6.903343219	6.676869628	5.376571351	6.797195898	5.92608128	6.823490803	6.050653838
A_23_P259438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P25945	NA	NA	4.857472978	4.649804549	4.005613771	3.389897162	4.302508424	4.114384517	1.98107156	2.574389534	3.330769196	4.376596701	3.43257731
A_23_P259451	7.945641645	6.268928196	8.459102876	8.714837931	8.208552375	8.308394552	8.476292975	8.490645937	7.182502614	7.320236445	7.240525184	8.083549001	6.446875199
A_23_P259462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259490	5.464038584	2.771678982	5.994894657	5.643750581	5.541785536	6.040151391	6.519292796	5.912459217	5.735881182	5.713447555	5.405634364	5.775836486	6.074169299
A_23_P259506	9.434184301	9.179770535	11.01773126	11.08754306	11.06937928	11.0836535	10.93620065	10.75898018	9.305442086	10.71567977	10.37852463	10.96109947	9.672718271
A_23_P259521	6.23687735	6.641856094	8.170953056	8.168943836	7.396479771	7.365996915	7.338665082	7.900852321	5.648464005	7.55355327	7.020442195	7.876287939	5.68616937
A_23_P259561	4.944417607	NA	6.498311191	5.35646007	6.097469006	4.856658084	6.29730864	6.12080748	4.301012502	6.492090641	6.801638526	5.792172096	5.413628267
A_23_P259594	7.052384374	8.27385573	8.207612756	8.074865573	7.518005519	7.809856858	8.562567948	8.143779104	6.642148038	7.248426675	7.898620734	8.27301041	6.304925867
A_23_P259611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259621	8.689711151	6.997050734	9.442759623	10.2770479	8.98574547	8.951394297	9.167349648	8.961756144	8.728223933	9.66757941	9.420472296	8.98946461	9.576328826
A_23_P259632	7.892134767	6.896759851	9.582253403	9.064072045	8.990107085	NA	9.009370968	8.676679963	7.781242326	8.039482792	8.517736699	9.046596919	8.391561527
A_23_P25964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259641	4.955396506	4.323695035	5.3949932	5.876418226	5.182424945	5.347215275	5.993707644	5.765101608	4.289777671	4.821813261	4.827449668	4.817808443	5.304649026
A_23_P259692	9.752849593	9.417092791	9.655919563	10.69468609	9.993464916	9.617055077	10.51525533	10.1429571	8.737784091	9.458377082	9.08533542	9.518577233	8.831930113
A_23_P259707	6.743685951	8.10556023	7.646842361	8.287478298	7.934561909	6.761024586	7.937165457	8.113505691	5.574283499	6.476302454	7.679998673	8.415196272	5.11795389
A_23_P25974	9.109275926	NA	10.92232423	NA	9.664847059	10.4687513	10.37846177	10.06307415	8.805432087	9.704891844	10.2701493	11.05161817	8.928957113
A_23_P259741	9.158786133	7.466874236	10.90873186	9.841763874	9.857002802	9.651695198	9.738711607	9.437079976	8.713551139	8.330367026	8.65209099	9.309308769	8.64308342
A_23_P259771	7.848415127	7.854303659	8.432393656	8.086167547	7.849861061	8.332319016	9.063244871	8.346601489	7.647472098	7.821717867	7.748989132	7.638689314	7.664236776
A_23_P259797	3.862611076	2.647467867	5.531385516	4.985738583	4.568434081	4.898818297	NA	5.246774415	3.144077867	4.512288209	5.000838773	4.909907961	3.434199859
A_23_P259874	5.617558267	5.68218701	7.237487238	6.928324128	6.384721941	NA	7.035585423	6.490189351	4.832483471	6.518628452	6.17862442	7.173731096	6.519326767
A_23_P25989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P259901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2601	12.3437659	12.8074318	13.24428846	NA	12.37640408	12.8532612	13.4949818	13.10078683	11.31814508	13.63972055	12.36354125	12.77753252	12.12371275
A_23_P26021	8.270515861	7.014298379	9.001963209	8.839814442	8.079820218	8.464264331	9.076274485	8.352267263	6.525503739	8.041831608	8.015565587	8.456424649	6.870587888
A_23_P26037	7.090761354	5.344927182	7.673353601	7.970111069	6.847835346	7.019496213	7.166831916	7.308153334	5.876446959	5.559242165	6.18347381	6.990914029	6.577194201
A_23_P26084	9.691138577	9.252028377	10.2093047	10.61546504	9.925549841	9.90427394	10.58742313	10.22216819	8.573846728	9.782028117	9.859647682	10.15632077	8.172279481
A_23_P26094	8.817352087	9.064220283	9.2790933	10.06903751	9.09178762	9.049020804	9.697593312	9.151737833	7.920457667	8.539069609	8.816487392	9.112977908	8.289646833
A_23_P26107	6.71579318	2.935399776	6.752094254	6.623379367	6.041576803	6.518472822	7.416613459	5.902886374	5.722360004	3.776638844	4.506704121	4.781356566	4.919153178
A_23_P26117	6.485681048	4.549105412	7.674721218	7.285009123	6.761557881	6.956285541	7.768333219	7.488375219	5.438209335	6.251466504	6.65123112	6.646007087	6.965315621
A_23_P26124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26143	7.690432461	6.33406765	9.12975877	9.035495799	8.441615025	8.81321843	8.810553641	8.997710724	7.224440688	7.637689937	8.718964678	9.303956965	7.270314017
A_23_P26173	7.552351708	6.306047285	9.794883854	8.506545217	8.260808064	8.691489848	9.031538007	8.757449016	6.802259145	8.796450126	8.52912246	9.482371554	7.485933936
A_23_P26184	7.083517621	5.566096367	8.039640157	7.867554895	7.286578091	7.735857224	7.936722143	7.738990708	6.040803465	6.089298139	6.802932473	7.40118843	5.737202447
A_23_P26243	8.683020208	7.7140875	10.4850957	9.6266806	9.309999904	9.849924534	9.765520326	9.706560079	7.908249695	9.789062614	9.805452402	10.79954876	8.244932713
A_23_P26281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26294	11.38536524	8.874856278	12.45996382	11.97270629	11.26349926	11.26234213	13.0704212	12.06910869	11.0224344	8.95181885	10.30486122	11.74033902	11.62774954
A_23_P26314	4.546917913	3.255797399	5.439779033	6.71241557	5.520442993	4.664135778	4.93542533	6.142120744	4.238410854	3.966350172	3.323996878	4.368843066	2.991537628
A_23_P26336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26367	2.846399641	NA	4.127737269	4.088398592	3.112403224	2.918140612	3.753977783	4.533938923	2.499421656	2.225448314	2.230225459	2.745070353	2.392577909
A_23_P26375	6.343500209	4.860356004	7.574951461	8.424883888	8.23445773	7.138504251	7.501692311	7.339271028	6.160032748	6.118192753	6.601718798	7.196432952	6.675990895
A_23_P26386	8.258347434	5.498582139	9.616636138	8.034352194	8.400329998	NA	9.756027849	8.834897949	6.740271886	7.323334037	7.951212433	8.335533277	7.130905137
A_23_P26413	4.770032437	3.97332381	5.155232736	6.275668255	5.228992958	4.46933249	5.300328763	4.801389427	3.74843547	3.889707158	4.855717672	4.922589398	4.049343245
A_23_P26426	5.467510345	5.674130109	NA	6.450401492	7.183162924	6.936291651	7.173166419	7.21219675	5.380647034	6.273567733	6.594878582	6.844006449	6.950363428
A_23_P26439	3.534044166	2.401798371	6.967076361	4.641734446	5.441769626	5.944755158	6.108389172	5.665927372	3.399381671	5.310703657	5.678275333	6.732768466	3.823662755
A_23_P26444	4.549778816	2.716886227	6.373262606	5.43428661	5.142002056	5.991243144	6.489652752	5.92491153	4.454943108	5.175546956	5.638094116	6.529902916	4.912372507
A_23_P2645	7.024851548	5.089728215	6.956711852	8.226037862	7.803282583	8.410568374	8.47268759	8.089400161	7.829063067	8.650977401	7.074414452	6.183376144	6.219518017
A_23_P26457	13.56075435	8.811126757	11.5263442	12.07320903	11.41636845	11.20253771	13.70547688	12.43862346	11.67088237	10.64339626	10.62203534	10.47676443	12.08210279
A_23_P26468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26476	5.569412709	4.535912355	NA	6.441507881	NA	6.169141927	7.095856924	6.542946571	5.725542404	5.662159631	6.147524674	6.50130936	6.22093063
A_23_P26511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26557	4.863799228	5.10156688	7.294892722	6.45672107	7.101925261	6.728232097	6.511547104	6.412805401	5.270208225	5.795610859	6.088525165	6.683832578	6.435641761
A_23_P26582	6.099097809	4.740312368	8.774374284	7.506197279	7.708078919	7.567541645	7.564129669	7.151749247	1.478714038	7.38876557	7.364058468	8.336783691	5.737681084
A_23_P266	5.23223556	3.510731576	8.599322257	6.567542253	6.966180106	7.450510204	7.610202485	7.577805692	4.83016708	6.967046379	7.216588729	8.284992472	5.754878953
A_23_P2661	9.309993767	8.892174545	9.576741496	9.963016562	9.183303883	9.362489176	10.0943047	9.634240029	8.39918135	8.906830181	9.33454593	9.550558453	8.672970139
A_23_P26629	6.274226432	2.729605627	7.332854702	7.662756661	7.57624624	6.66476299	7.475491881	7.033660861	6.006532544	6.570110563	6.751190539	6.334926831	7.182675416
A_23_P26640	5.27856617	4.202218661	5.578218393	6.485523594	6.470983856	6.213233534	6.973146296	6.747563295	5.390347143	4.650427393	5.562986632	5.410794589	5.376296983
A_23_P26649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26674	10.11084867	10.35201583	11.69520306	11.171736	10.46107933	11.23733785	11.34481629	11.42168301	9.371882474	10.64937026	10.63015972	11.30197568	9.90568454
A_23_P26687	6.200835257	4.838377498	7.429179073	7.152136762	6.509318969	6.51742342	7.07591871	6.537720984	5.07939902	5.900350967	6.151277799	6.94604069	6.004472403
A_23_P26697	7.350609511	4.320762648	7.427290213	8.193660876	8.209452391	7.305349511	8.477767169	7.675862496	6.929698696	7.516854321	6.919732169	7.073096134	6.774134735
A_23_P26704	6.188866726	6.267259367	7.992469915	7.48366747	7.45815394	7.123143671	7.842837446	6.956264629	5.055338841	7.107036041	7.452238769	8.271100208	6.002660895
A_23_P26713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26745	3.985023096	3.800254878	5.773993952	6.183543086	4.834839625	4.446552018	5.326440633	5.56315752	4.280287502	4.650781789	4.536805766	4.8351515	4.682685091
A_23_P26777	6.712711323	5.212580233	7.867419604	8.240527569	7.895390484	7.179597633	7.853026915	7.080879337	5.660456055	6.170158419	6.671696738	6.823709879	6.644711454
A_23_P26783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26799	6.973208302	6.385177508	8.492394807	7.728445718	7.462228227	7.719134145	7.746057423	7.9327061	6.33535891	7.290641883	7.412080327	7.686805842	6.695580482
A_23_P26815	NA	7.326346788	8.560385955	9.009552366	9.612382542	9.445880824	9.460222835	9.384363505	8.489889294	9.074685248	9.298860585	10.22268504	8.861349049
A_23_P26824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2683	4.155701656	4.641927518	5.618835902	5.280669546	4.615238866	4.430651504	5.13313495	4.872382292	2.040691351	4.864684432	5.045278395	5.949187342	3.12172117
A_23_P26836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26847	6.823543028	6.705737432	6.325018102	9.037548327	7.758782859	7.799174104	8.554140626	7.76864287	7.862672069	4.983535424	7.30699219	6.200890956	6.937850471
A_23_P26854	8.891976556	9.800181123	11.93889884	11.06886559	10.76906423	11.23226442	10.9693894	10.59132598	8.674692975	10.67766856	10.49144227	11.34017502	9.671466232
A_23_P26865	5.724822414	5.406441091	6.263804765	6.752005915	6.138879985	6.49255696	6.948459514	6.191156954	5.552223964	5.186676843	5.656946785	5.338938858	7.156070938
A_23_P26878	5.168642036	3.278799863	7.68834054	6.117618584	5.668745174	6.211732777	7.082909051	6.210071253	4.143753394	6.852877774	6.673065926	7.815038673	4.734814195
A_23_P26890	5.820575968	3.895309408	5.965257663	7.019351649	6.82496892	6.466486987	6.960340259	6.861207281	6.321713298	3.721068557	5.701983408	5.753588225	5.233623511
A_23_P26895	5.075673813	2.507627722	5.320304149	6.062597738	5.289364185	4.878951879	5.467556644	5.409051099	3.905659933	2.571033339	3.941743924	4.20007585	4.228459318
A_23_P26905	6.250000846	5.594533919	6.805212476	7.657494242	6.76299055	6.356394217	7.09528308	6.680933322	5.179879241	5.821803059	5.848787918	6.391471309	5.944718619
A_23_P26916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2692	4.522686037	3.731655734	5.357013533	6.424754671	5.76964243	4.791688546	5.906483939	5.182957217	3.623633962	4.957614238	5.144965713	5.46714414	3.537862596
A_23_P26922	6.140100495	NA	8.108689103	6.419375736	6.293790731	6.783628206	7.830637526	7.246549651	5.064193062	6.391341728	7.05751634	7.801200053	5.562352034
A_23_P26945	7.306131885	5.601857236	8.526552838	7.990512457	7.914887372	8.117805152	8.522027493	8.02987523	6.968003174	6.177040949	7.228024028	7.610006065	7.625747558
A_23_P26954	10.87618233	NA	13.01927154	10.59706648	12.23253485	12.58773182	12.11972481	11.83325539	10.79430782	12.07742527	11.88785727	12.22715834	11.79466848
A_23_P26976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P26994	2.746622343	NA	2.83530625	4.074419804	3.763648463	2.092172927	2.869191541	3.561430012	2.192574835	2.659733937	3.064504198	2.42830429	4.177849243
A_23_P27005	4.937965785	4.462045773	7.536878949	6.509275575	6.574240653	5.972039848	6.513046625	6.070555701	4.676967483	5.203322942	5.66079773	6.814705502	4.79098311
A_23_P27023	9.272854627	8.685498347	11.36611782	10.78201697	10.64259779	11.19877345	10.84429855	10.68453825	9.002304217	10.61702936	10.58573061	11.50903368	9.598315512
A_23_P27035	10.46966624	8.842607428	10.33717587	10.82042072	10.32778391	10.28643647	10.69769564	10.22090186	8.813080833	8.167184787	8.880602578	9.590154925	8.268796014
A_23_P27048	7.630160808	6.962769945	8.691762011	8.847513109	8.155501835	8.262156405	8.656009694	8.37997655	6.780390159	7.942254093	7.853809187	8.334047532	6.782015335
A_23_P2705	6.202256869	5.10183914	5.952373641	6.536221101	6.498408694	4.996987033	6.181203949	5.789080258	4.032434141	4.955275601	6.410559046	5.044742073	4.874917431
A_23_P27066	6.660195609	5.686375582	7.549045326	8.827251233	7.962893692	6.984642892	7.429319696	7.379606234	5.548716197	6.505216731	6.724479746	7.35388519	5.034690254
A_23_P27075	9.572139333	7.85502355	10.72915761	NA	NA	9.902023368	10.65513534	10.39759549	8.683318188	9.082321782	9.456976539	10.01756008	8.874059818
A_23_P27096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
