GSM1294118	GSM1294119	GSM1294120	GSM1294121	GSM1294122	GSM1294123	GSM1294124	GSM1294125	GSM1294126	GSM1294127	GSM1294128	GSM1294129	GSM1294130
A_23_P103315	11.2964207	9.174417155	11.59495996	11.78377298	10.97079759	10.60094708	11.09878219	11.01228582	10.65609857	9.63081479	10.13770972	10.93343027	10.47156752
A_23_P103361	3.073558914	1.866231068	3.24313574	4.211911304	4.956817048	2.123781443	4.550614504	4.068965032	1.416204168	2.57876896	2.95374476	2.305699721	2.430055601
A_23_P103371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103398	9.125078912	8.439832961	11.35435408	9.974655497	10.81434774	10.78901353	10.74662265	10.09458973	8.528803363	10.10740803	10.31199574	11.1323275	10.12102058
A_23_P103405	6.251415754	5.369594555	7.326525664	6.985980793	6.187233683	7.949459061	7.516426521	7.661098981	5.301270102	5.1822541	6.507092781	6.530722973	6.33174498
A_23_P103414	NA	8.430535347	9.531869165	9.058694493	8.632938506	8.972006464	9.456088236	8.749671693	7.090096537	8.552733259	8.777210266	9.157666011	7.625222993
A_23_P103433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103442	8.453240175	8.623301004	10.3537357	9.372037721	9.545211041	9.72006483	9.928174427	9.213959131	7.692187947	9.411078326	9.298983582	10.0264778	8.275290659
A_23_P103454	11.18553828	10.72583231	11.37235089	11.22947136	11.38054873	11.44485132	11.84261081	11.39809754	9.845894733	10.82455228	11.02736488	10.73394997	10.42373783
A_23_P103465	7.617246315	6.648678265	7.885247329	9.155125345	8.698132336	8.528981863	8.569917491	9.091270082	8.396213017	7.235643781	7.537267331	7.141185481	6.795104556
A_23_P103476	5.633432954	3.96518677	6.377410628	6.842044799	6.404850852	6.151277393	6.648870928	6.486824727	4.899350155	5.925722243	5.603018282	6.323993277	5.069567273
A_23_P103486	9.320948984	8.674448999	9.351587696	10.42180396	9.385576205	9.549125632	10.57095714	NA	8.589095307	7.414265789	8.434117774	8.643731391	7.760285494
A_23_P103496	7.898015424	4.172462713	6.157516107	5.889803027	6.8272182	5.701496937	7.211663479	6.995020883	5.343683898	4.28691145	4.712482429	3.821837746	5.962025384
A_23_P103503	6.20765492	5.13086211	6.214710587	6.058961927	5.537104378	5.977746548	6.815603606	5.768393699	4.889678932	6.181650615	4.846912474	5.277409042	6.133422965
A_23_P103511	6.748690661	6.28763925	7.74521447	7.623783479	7.319627869	7.557466765	7.679648991	7.6830002	6.920627969	7.488040952	7.222923351	7.28233045	7.204015477
A_23_P103532	4.451110202	2.750563631	7.116670415	5.413342577	5.147789416	6.009710398	6.511538249	5.759607271	4.641443719	5.843569361	5.076104547	6.604450041	5.267633173
A_23_P10356	4.995427534	NA	6.066877074	5.825697618	6.263763271	4.548256585	4.637558663	3.584776141	4.412707695	2.591486742	4.57807344	3.435425909	5.069027571
A_23_P103561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103628	6.445942178	4.657140348	6.914276291	7.646148253	6.644105754	6.397735719	7.325821719	6.409885441	5.405561528	6.206509215	6.246664033	6.136329627	5.666964745
A_23_P103631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103661	8.987717928	8.175452744	10.136026	10.60567119	10.05475217	9.944836928	10.13848684	9.988402084	8.648479464	8.889152563	9.042070001	9.35356347	9.314432566
A_23_P103672	8.821486371	6.515434453	8.26404469	7.839366948	8.084129657	7.937719849	8.800235331	8.052068047	7.33048759	6.867284918	7.449598514	7.262232999	6.982581806
A_23_P103690	6.266964712	5.305260304	7.832347003	7.168853603	6.863606473	7.167494418	7.68872868	7.156124548	6.266050391	6.420716499	6.452272051	7.182804507	6.522803401
A_23_P103698	8.596815534	7.468450543	10.29388313	10.09618673	9.866400962	9.63310603	10.08319608	9.798114364	8.040097897	9.46737201	9.143268151	9.828133469	9.06142493
A_23_P103703	3.581570588	NA	3.624444854	2.500183295	3.570853912	4.075812415	4.027325706	3.127171015	2.252601252	3.951905727	3.436509676	3.265182572	2.504950077
A_23_P103720	NA	NA	6.760600203	5.099574205	5.32046807	6.023062581	6.092864943	4.671424726	2.800764707	5.762293797	5.494114111	6.511829174	5.215723243
A_23_P10374	8.87513068	8.866742341	9.618914944	10.17597986	9.662120742	9.294492325	10.10245474	9.715140226	8.507259872	8.470127653	9.579802412	9.988569664	8.819020831
A_23_P103756	5.343855486	2.699968435	5.069560829	5.640034917	6.03689846	4.950130564	6.062849397	4.257205278	3.684505708	3.697727122	4.337950095	4.775493609	6.628429208
A_23_P103787	9.515437685	3.196166521	9.149478113	9.330236814	9.162691418	9.189568359	9.703790091	7.336628843	9.135325799	5.63687225	6.928578776	6.841515287	7.705328266
A_23_P103795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P1038	4.040578615	NA	4.506990946	4.397665393	3.619691193	3.893357356	4.574510274	4.172037003	3.006736422	2.349879585	2.703573397	2.698622554	3.412636571
A_23_P103812	4.482981836	4.44021605	5.80436519	7.350200191	6.441591372	5.177644372	6.989904214	5.85180375	4.180134332	5.018148981	5.709329515	5.947780221	4.002326273
A_23_P103824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103837	5.282523577	3.45065965	6.199699824	6.316061546	5.779032213	5.546713919	6.20114785	5.344498315	4.247184714	4.874926773	4.830729417	5.727682799	5.507683025
A_23_P103885	10.67836158	9.695914148	12.5845999	11.77234303	11.9608704	12.12936449	12.25210894	11.74519531	10.46487448	11.59769737	11.19392017	11.71006553	11.77619489
A_23_P103905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P10391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103919	7.310816335	6.012402852	8.323352504	8.867609255	8.607692052	7.639883313	8.329266244	7.804626681	6.723417944	7.332554885	7.423752111	7.71629475	6.763056966
A_23_P103923	3.090854616	NA	4.451139882	5.152014635	4.312369664	4.282250745	4.605999165	4.748262097	3.373470038	3.674292282	2.919676068	3.695434883	3.441134184
A_23_P103932	9.004429761	7.415716421	8.395968057	9.383824584	9.241318237	9.048298317	8.518354161	8.965008483	8.965257893	8.619564139	8.237590008	7.845655638	8.160755347
A_23_P103942	7.705451996	6.106210945	8.975579175	9.195519115	9.235350112	8.519302468	8.559172862	8.665025313	7.371071784	7.639617101	7.869886825	8.494548817	7.525285104
A_23_P103951	7.195571033	7.801278315	8.383427389	7.777909517	6.886259921	7.216034762	8.09464726	7.680139366	5.30776985	7.652998374	7.755165328	8.617463425	5.606862657
A_23_P103968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P103981	9.799723754	7.596923219	9.494522816	10.995936	10.33945031	10.60534802	10.10279327	10.07157096	9.464496945	11.0993386	9.910348915	9.324937707	10.52731083
A_23_P103996	5.280375854	4.633722394	7.007630577	6.718278049	5.82813877	5.596736311	6.23830346	5.925628731	3.6952088	6.479478762	5.723547913	6.656567874	3.761628883
A_23_P104022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104025	NA	5.946838684	6.829758247	7.474374388	6.408422138	5.966653102	6.911794628	6.424673222	4.462257842	6.141148483	6.092163453	6.557069228	4.423431608
A_23_P104046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104054	8.762777667	8.371505283	9.077553587	8.912397479	8.247027447	8.916852496	9.624364684	8.585657757	7.258480294	7.417463525	8.128558396	8.270460263	7.128031452
A_23_P104065	4.633779926	4.437347603	7.473006756	5.916956189	6.029810202	6.053902863	6.220110709	5.944252668	2.864513828	6.43721159	6.549323548	7.31633856	4.133736126
A_23_P104086	5.299560451	3.698748555	6.37799549	5.231731147	5.148236579	4.554396684	5.673947572	5.76841699	4.159474995	4.998738443	4.78748366	5.092459059	5.360639936
A_23_P104098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104109	7.32949768	6.218668429	8.226760421	7.910802805	7.317827725	7.448675512	7.822129112	7.26965222	5.968423271	6.376520128	6.838711046	7.212698701	5.966348326
A_23_P104116	10.42271972	9.798561228	12.06370044	11.07305435	10.85062599	NA	11.46420163	10.83604641	9.892336833	11.32085808	10.65015601	11.54931396	10.70468525
A_23_P104138	4.882504642	4.311232076	5.579997106	6.103927279	5.108912887	4.809653673	5.986292147	4.930768083	3.823323417	3.879091118	4.315261169	4.870052965	5.146959417
A_23_P104146	6.700370356	6.398791909	7.709539474	7.572763882	7.117206721	7.46322436	7.717993713	7.457584443	5.939022479	5.865548693	6.729252291	7.230791909	5.752212833
A_23_P104151	4.460318603	4.080190332	5.809949696	6.333542343	5.683343877	5.126758979	5.717277485	5.415375028	3.291846491	3.972250589	4.739074715	5.010767757	3.14537568
A_23_P104193	8.919672291	7.26095904	8.738087529	9.718596233	NA	7.939295936	9.047812096	7.868671334	7.23446779	7.915753324	7.917755753	8.435144753	6.761549903
A_23_P104199	6.486304913	5.298474118	6.252092261	7.973835847	7.121401726	5.213228284	6.665045757	5.580545819	4.461753341	5.697757698	6.203052787	6.81775601	4.759466715
A_23_P104201	7.464124214	7.250073823	8.881682971	8.481713473	7.993822088	7.922175841	8.271658175	8.067203619	6.146992602	8.322512719	7.922063422	8.953768674	6.493056924
A_23_P104224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104252	9.290082453	8.1925256	9.0312168	8.710236129	9.459856372	9.102490171	9.303206295	8.976363636	8.342149357	5.185465389	8.383368632	8.952663797	6.823258954
A_23_P104282	4.753339783	3.943421593	5.100268737	5.852947916	5.177825329	4.45191135	5.31002777	5.153267873	3.369396685	4.005602095	4.418377527	4.869097057	3.350935647
A_23_P104295	7.463333091	4.743549435	8.002498882	7.148544711	6.628659149	7.639029523	8.179128331	7.720527467	5.957487947	5.580203083	6.180461188	6.787850334	6.919088566
A_23_P104318	9.914673642	8.812302794	11.11584413	11.55452746	10.13083051	11.27136556	10.77776325	10.36437764	10.18314406	9.476146931	8.761677878	8.887203248	10.4796954
A_23_P104323	6.500158942	5.723035066	7.840364407	7.677983847	8.033534228	8.034512871	8.459438176	8.054897846	5.699729016	7.12785301	7.287436279	7.574946164	7.603638955
A_23_P104346	10.6043262	5.73866571	10.24924622	10.79482116	9.531014501	10.53055167	10.60443647	9.528073509	10.02755081	6.847785246	7.381236643	8.078795005	9.834329934
A_23_P104351	9.865440836	8.07767241	10.49083183	9.913806742	9.6841944	10.07389653	10.78713939	9.996720625	9.050302791	8.398376453	8.896428984	9.219448802	9.475149954
A_23_P104362	10.5800258	9.33064153	11.80803022	11.78102441	11.56480494	11.12609914	NA	11.36726185	10.1346676	10.37292272	10.72767885	11.3986085	10.26731574
A_23_P104372	7.950052506	7.780450529	9.3893702	9.157357547	8.198533933	8.549492057	8.834316185	8.980794213	7.113584867	7.761337139	8.346234475	9.071453245	7.683092164
A_23_P104387	7.909519914	8.220138866	10.35180388	9.647238588	9.196906738	9.303189168	9.640214202	9.476533986	7.332977295	9.941193336	9.872728586	10.9399112	8.292209342
A_23_P104413	12.43121604	9.116661579	13.44207005	13.13385969	12.42857844	12.60812404	13.12065245	13.49391298	12.49007267	9.719296746	11.85785817	12.78017495	12.51796434
A_23_P10442	9.864035521	9.759358932	9.950110262	11.09367571	9.469970608	9.796532865	9.988936001	10.16370124	9.068214523	8.951020342	9.272824775	9.743582455	9.188535934
A_23_P104451	8.52254387	8.132171696	9.506313136	9.656736967	8.965519382	9.138660648	9.327843175	9.11703421	7.662749542	8.271803819	8.417853359	8.909923377	8.26605892
A_23_P104464	5.976452083	NA	7.364750132	8.361222685	7.672335524	6.745377184	6.557341618	6.952763375	6.267038522	7.507804152	7.649496906	6.851577906	7.62872913
A_23_P104471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104493	6.071917946	NA	5.561986228	6.262675378	5.333546458	4.548718971	4.347039124	3.774929346	5.438274219	3.900964353	2.971845902	3.238261342	4.618814796
A_23_P104509	4.197804072	3.280705602	5.116154293	5.271480956	4.661112238	NA	4.459737831	5.258409249	3.317388734	3.718856962	3.370586981	3.896011191	4.367888218
A_23_P104522	6.051739907	5.624620019	6.569875654	7.734695396	6.5341466	7.141142555	7.444361449	7.213771084	5.551132991	6.740366343	6.0409299	6.138938947	5.766362202
A_23_P104555	2.320200155	2.295380674	6.153944938	5.554045744	4.435385235	3.682710369	5.042833854	5.236646829	0.706507566	4.218850899	4.122398564	5.306760942	3.440241303
A_23_P104563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104579	6.326798878	3.81890781	7.234725479	7.778166515	6.921987281	6.573353014	7.58600282	7.263306764	5.723118642	6.5962579	6.109022205	6.420771229	5.33064516
A_23_P104583	4.09671389	NA	5.114070459	4.985801871	4.563746928	3.926468218	5.223959599	5.258489151	2.874789295	3.724221328	4.553471098	4.996643636	3.123560093
A_23_P104594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104607	8.091470296	6.866251496	10.45575359	8.69647484	8.781121977	9.416957513	9.298228944	9.254250107	7.25697855	9.056851462	8.912857309	9.454349062	7.656171699
A_23_P104617	5.033344587	4.267815171	6.965138967	6.246181746	5.832135566	5.324994528	6.157114266	5.774504026	3.16532976	5.316284791	4.920023603	6.398835338	5.020930617
A_23_P104624	10.36395951	9.146327846	10.70705451	10.96717726	10.38724836	10.30904996	10.73200966	10.45542175	9.327098095	9.647628949	9.631113197	10.66212448	9.151360106
A_23_P10463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104641	8.886300166	6.938695109	10.46754849	9.666805048	9.71449024	9.610037634	9.922403478	9.511883874	8.33113909	8.84632281	9.080813798	9.791413303	9.275427788
A_23_P104676	8.081293285	6.353344995	8.875584112	9.392207284	8.674585292	8.543094864	8.949339701	8.582763722	7.768008941	7.816471072	8.192622747	8.29762339	7.067233203
A_23_P104689	5.786410002	3.494018027	5.469147187	6.984341437	6.232786258	5.578254267	6.555095752	6.130797129	4.732617309	5.078044843	5.387393527	5.39986166	4.690320708
A_23_P104692	9.308312634	NA	11.68159816	10.24696381	10.52570872	10.9602134	10.87274567	10.75955784	9.268537088	10.34384749	10.5256637	10.95767741	10.57727492
A_23_P104734	7.555528599	6.110498552	8.901912534	8.613014786	7.963747493	7.84126367	8.645621689	NA	6.850205594	7.651917049	7.477704038	8.01416557	6.520692375
A_23_P104741	9.815385377	8.649765612	10.23253125	10.60002346	9.774685936	10.47263703	9.965696422	10.23447138	9.379045599	8.785856857	9.973137684	10.08820919	9.739150073
A_23_P104762	6.248699718	3.215848946	5.702439793	6.54736916	5.809630266	6.187107363	6.912048617	5.127497092	6.086459183	4.571388606	4.375104786	3.791331703	5.275952761
A_23_P104798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P104876	6.399924039	7.004365431	8.585632597	7.319384005	7.29944341	8.024648242	8.120304761	7.542553679	6.040921793	7.821845398	7.456883341	7.827204224	6.418364033
A_23_P104881	6.697925297	3.03018774	6.181050855	5.713752719	5.951304067	6.066735244	6.560016821	6.497165566	5.620309281	4.510993557	5.71397564	5.777179816	5.106212202
A_23_P104892	10.59249535	10.85689623	12.031552	11.3697222	11.02763028	11.33994573	11.73761114	11.19525408	9.42653209	11.43612019	11.1386897	11.64866496	9.98805408
A_23_P104942	8.777805325	8.128075801	9.936976638	9.79855977	9.366637605	9.490529017	9.504218153	NA	8.296999234	9.563742543	9.069696528	9.601256748	7.990977544
A_23_P10497	7.254871777	5.620502544	7.525551346	8.632422366	8.317753574	7.517651281	7.181992031	7.586222055	6.348446491	5.724203589	6.57184379	7.002618143	4.803568551
A_23_P104996	6.817556749	4.456020862	6.53217527	7.811753582	NA	6.975089028	6.894913536	6.270865843	5.456311041	4.14176792	5.359973347	6.008044226	6.64752894
A_23_P105002	10.46146103	9.434122987	10.52486293	11.34951843	10.91238865	10.8534468	11.64625763	10.99932358	10.26038563	10.2816206	9.647604128	10.31488455	11.682988
A_23_P105012	2.944957745	NA	NA	4.078339133	3.819525133	3.7628601	3.855392768	3.343339595	1.866149152	2.476362244	2.783429204	3.086999068	3.579355163
A_23_P105028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105044	8.251796716	5.958180554	9.653047474	9.399343301	9.696431544	9.130315463	9.169341544	9.249701554	7.273382542	8.64440431	8.241342551	9.149309673	8.721141238
A_23_P10506	4.288974935	3.872072254	5.757123549	5.46408336	5.781208091	3.839070726	5.598967791	5.352009163	2.527692432	5.138682609	5.822630226	4.963413548	4.342942958
A_23_P105066	6.965554589	4.988901416	7.840876093	8.080300569	7.929401043	6.97196538	8.063907349	7.398541914	6.004146068	6.520954753	6.916188793	7.161660984	6.444359958
A_23_P105138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105144	1.741160186	NA	4.405635044	3.867391432	4.147265176	2.682114348	5.045431175	NA	3.012912234	2.284342966	2.751550486	3.317181764	4.263877985
A_23_P105184	8.34199953	6.913363372	9.190086888	9.397737729	9.385185534	8.759530377	9.411358025	8.935335687	8.437847347	7.823248125	8.447765555	7.938136386	8.456783566
A_23_P105212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105264	5.664201499	4.109552794	5.611976736	6.84945014	6.172528719	6.012122567	6.182702824	5.542506011	5.469787992	6.059739005	5.206603765	4.470772414	5.947425142
A_23_P105276	4.566185588	5.311218995	5.883308003	6.178470255	5.608588387	4.924444362	5.814237908	5.51189083	4.05783494	4.544081627	4.955136083	5.561418097	4.655616871
A_23_P105307	1.494057644	NA	3.531719557	3.781609409	3.513502115	1.844103193	3.481628316	2.970371633	2.053749805	2.89549206	3.020336845	3.267396615	3.393563099
A_23_P105313	7.571937661	6.608002083	8.661088645	8.823540799	8.123144706	7.804911866	9.090141009	7.875463702	6.646447826	7.148133854	7.561617121	7.93178114	7.924031575
A_23_P105392	10.22357701	10.11693911	11.39472259	11.12889717	10.78149742	11.15712584	11.64826634	11.28937629	9.091732622	11.31452717	10.94610797	11.64213881	10.02222076
A_23_P105409	4.340664806	3.839365059	6.198511244	5.928339289	4.967450385	5.103111107	6.044042146	5.567987096	4.40802703	4.730876854	5.486880705	5.730430465	4.982397214
A_23_P105436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105442	10.538769	9.960496651	9.856651331	10.11870752	10.11279264	10.68646814	10.98952365	9.843499955	10.79394464	9.206842944	9.173842006	8.88550878	9.819557065
A_23_P105519	7.278927954	6.349666751	8.652362441	8.312852105	8.261634237	8.076955585	7.9566863	6.25453301	6.490896112	6.957727751	7.195555286	7.449743763	6.458583458
A_23_P105535	6.452182255	6.174450563	NA	7.21933505	6.109843397	5.573622044	6.594643791	5.834239947	4.459507686	5.294237327	5.272730549	5.25534437	4.821348476
A_23_P105562	11.40220403	8.619483185	10.3931833	11.65347244	11.66040362	11.06274168	11.15322926	10.7734366	11.3700778	8.324582577	9.917207868	9.551592534	10.36599221
A_23_P105571	5.948069083	6.003132205	7.169736637	8.663614672	7.313302093	6.860301121	7.380882664	7.170429856	6.170096311	7.173281371	6.631665415	7.316574793	6.341997129
A_23_P105583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P10559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105592	10.10241275	8.76764553	11.16296464	10.75983577	NA	11.03589192	10.9867117	10.55547012	9.669263509	10.31046396	10.3162374	10.95243259	10.6138088
A_23_P1056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P105619	5.38973819	4.102310432	6.401693604	7.252626645	6.12218173	5.587849509	6.978543446	6.163419631	4.229730186	5.633039095	5.523640361	6.097873904	5.298091903
A_23_P105625	8.153533285	6.824988008	8.612206143	8.932971488	8.261999916	8.279262807	8.953295799	8.314730508	6.957760248	7.891818327	8.000595552	8.045730725	7.739091326
A_23_P105651	5.885726142	5.10817524	7.568209238	6.269660822	6.009120278	6.57044426	7.041123585	5.683917333	5.516407295	5.718855045	5.265369756	5.856419552	5.278556135
A_23_P105664	8.178271448	8.435376484	9.025525798	8.946603379	8.309841472	8.606820471	8.998218073	8.400273633	7.127803496	8.14013752	8.179780237	8.50496871	7.757560689
A_23_P105732	10.19240009	7.560718011	10.61896173	11.06513336	9.975072687	9.486273719	10.14499339	9.641492021	8.844745616	7.939029651	8.618087388	9.083025838	9.204621515
A_23_P105747	5.798951529	4.762585879	5.9147195	7.328014233	6.407683303	5.255999925	6.381433415	5.731905766	5.633054212	4.704510692	5.224692844	4.605739661	5.016668356
A_23_P105753	5.939396559	5.116837564	6.453172997	7.237576146	6.69352738	6.59764901	6.359813327	6.650886597	5.108434129	5.545318516	6.269429309	6.693799159	5.125407684
