GSM509547	GSM509548	GSM509549	GSM509550	GSM509551	GSM509552	GSM509553	GSM509554	GSM509555	GSM509556	GSM509557	GSM509558
213566_at	72.1	16.9	58.1	66.1	44.6	96.2	57.4	36.3	64.5	39.3	93.6	139.9
213568_at	9	13.3	19.7	3.1	21.8	24.5	20.8	17.4	18	62.6	39.4	42.7
213571_s_at	76.3	48.4	46.6	61.2	85.6	54.4	72.2	67.3	48.8	42.4	43.1	75.7
213572_s_at	56.9	61.9	42.6	24.5	26.5	67.7	58.6	52.6	73.3	79.4	74.6	59.1
213578_at	45.9	61.2	86.8	56.5	135.6	119.1	54.9	95.8	74.3	134	34.6	82.2
213581_at	75.9	98.3	137.4	113.1	86.3	107.9	68.3	88.3	106.4	83.7	68	71
213587_s_at	1660.1	3102.2	1497.1	2261.4	2205.1	1647.8	1330.5	1966.5	2869.4	2476.7	1159.1	2401.8
213590_at	4	2.3	21.4	6.9	11.1	1.7	6.1	3.9	3.2	105.2	51.8	9.3
213592_at	768.2	182.2	91.5	200	846.8	615.4	940.8	220.5	704.1	222.3	513.5	268.9
213598_at	97.2	119.1	152.4	151.7	173.1	106.6	55.8	96.8	140.8	143.4	191.8	135.1
213601_at	298.1	410.9	578.8	462.9	169.5	211.5	220.2	447.5	386.3	355.2	101.2	275.8
213606_s_at	2	2.1	1.4	0.6	4	1.1	0.5	0.7	1	6.1	2.4	1.2
213608_s_at	79.7	68.7	54.4	72.9	72.9	87.9	63.8	51	53.9	80.2	35.6	58.8
213609_s_at	178.7	211.8	269.9	202.4	100.6	89.1	74.2	221.2	201	137.3	74.9	138.5
213611_at	8.8	12.2	6.2	3.5	3.7	8.9	5.3	9.4	3.2	9.6	6.3	5.7
213621_s_at	54.5	12	20.7	39.1	52.6	37.4	32.5	24.6	39.7	168.4	55.6	50.1
213622_at	266.6	237.8	118.9	222.3	448.6	194.6	142.1	182	260.3	365.3	299.7	405.2
213623_at	89.6	141.6	243.9	106.1	72.3	65.8	78.2	99.1	70	92.3	153.8	41.5
213633_at	9	7.4	5.3	9.1	5.9	13.3	14.4	11	11.5	29.6	126.8	16.3
213650_at	61.1	83	36.8	98	132.7	80	81	82.6	67.9	310	196.6	123.4
213654_at	45.5	69	88.4	99.9	113.9	94.9	102.7	87.8	61.9	125	103.4	103.5
213655_at	1228.5	2223.7	2083.1	1533.6	1751.6	1618.5	1546.6	1687.4	1534.6	301.1	1297.2	1237.6
213664_at	280.4	324.8	432	261.3	156.4	210.5	246	262.6	235.6	162.2	250.8	175.6
213671_s_at	194.2	143.4	194.4	185.5	159.5	207.6	249.7	206.4	202.4	157.3	106.3	157.3
213677_s_at	110.5	143.8	146.6	141	135.8	136.5	121.8	136.9	128.3	122.9	97.6	109.1
213698_at	130.8	66.5	57.4	117.1	75.4	86.1	141.1	102	78	71.9	18.2	122.9
213704_at	152.6	190.1	156.9	137.2	205.3	216.3	205.9	166.5	197.8	101.9	174.4	200.1
213707_s_at	13.7	34.7	40.1	45.3	23.7	45.1	33.1	3.9	17.7	16.1	10.2	6.8
213708_s_at	183.6	145.2	132.8	130.5	142.4	156.5	189.2	141.1	140	182.1	164.4	128.8
213711_at	9	15.9	12.5	12.1	5.3	11.7	5.1	9	5.3	11	10.9	8.9
213735_s_at	1313.9	1675.9	2081.8	2064.9	2252.9	2041.4	1903	2071.7	2373.3	2183.8	1074.3	1574.8
213738_s_at	1115.4	1965.6	3313.9	2057.7	1529.4	2003.2	1241.4	1963.5	1792	494	494.9	1189
213741_s_at	49.4	33.8	46	63.8	26	77.2	46.2	36.6	59.2	7	6.1	45.3
213743_at	37.5	67.2	34.6	78.7	68.1	54.5	47	57.5	70.8	3.7	77.8	81.3
213746_s_at	34.3	39.2	1.3	32.5	28	55.8	44.1	20.4	32.8	56.9	30.3	62.8
213754_s_at	78.3	110.2	70.5	69.1	103	121.1	114.3	73.1	69.6	81.9	18.7	71.8
213755_s_at	9.6	27.7	5.6	34.8	12.6	21.9	9.1	24.6	6.2	39.3	91.1	45.5
213756_s_at	27.9	6.3	12.2	22.9	8.2	3.6	12.1	14.5	8.7	22.2	14.4	6.7
213757_at	223.3	162.5	154.2	176.5	341	255.2	210.9	285.2	195.9	482	249	149.8
213762_x_at	228.8	247.3	355	325	259.7	312.8	206.5	208.4	297.5	215.8	247.3	217.2
213775_x_at	403.6	361.2	474.9	392	589.6	462	262	364.2	404.6	289.2	270.7	388.8
213782_s_at	1.3	1.4	2.1	4.7	2.4	1.2	1.2	0.9	3.3	10.2	4.5	0.8
213791_at	45.2	51.8	71.8	28.1	46.7	36.4	93.6	198.1	76.2	216.1	86.5	36.4
213792_s_at	197.5	117.9	135.6	285.1	230.3	179.2	250.4	239.4	202.3	418.8	157.9	220.7
213793_s_at	69.4	68	64.7	55.8	62.6	56	65.4	73.8	62.2	56.8	16	35.2
213795_s_at	173.5	215.9	163.6	238.4	267.2	157	93.3	194.5	259.4	63.3	40.4	89.5
213798_s_at	805.5	685.9	570	678	691.9	732.6	735.6	674.5	725.8	564	540	681.8
213800_at	61.1	24.1	20.6	75.1	36.3	115.7	129	45.3	51.8	64.8	109.8	58.5
213803_at	173.4	188.5	120.6	129.9	158.8	174.6	208.9	174.4	165.5	150.7	167.7	184.5
213812_s_at	162	151.5	167.4	236	208.7	228.9	275.8	219	167.7	581.3	370.3	216.5
213816_s_at	41.8	30.9	15.8	33.2	40.2	27.8	35	54.3	39.7	111.3	84.9	54.4
213819_s_at	12.8	15.1	37.1	19.2	29	47.5	9.8	8	31.1	14.3	55.9	10.4
213844_at	38.7	2.8	3.1	4.7	6.4	5.2	3.4	15.2	28.6	22.4	13	42.8
213845_at	32.9	124.1	62.5	7.9	112	61.9	19.2	102.7	119.4	56	137.7	113.5
213846_at	394.3	540.3	829.3	542	485.5	505.7	464.7	527.2	562.9	181.5	289.8	368.3
213847_at	133.3	81.4	18.5	54.9	35.5	15.9	116.7	71.1	31.6	253.4	148.1	60.4
213849_s_at	388.4	361.2	639.4	372.1	343.6	313.4	260.6	321.2	383.7	260.4	288.2	314.3
213857_s_at	310.7	248.3	397.2	298.4	276.4	336.4	387.1	269	307.6	344.4	121.6	225.9
213874_at	77	71.5	20.2	46	54.7	63.7	48.4	54.1	4.5	70.8	169.9	81.6
213878_at	130.2	131.4	195.5	141.1	122.7	120.2	72.2	109.7	126.8	49.1	146.2	118.1
213879_at	107.2	43.6	74	135.1	198.8	122.2	95.9	102.2	155.1	852.8	285.4	196.8
213880_at	43.9	52.4	56.7	48.5	55.7	55.5	31	64.8	36.3	4.5	58.8	74.3
213883_s_at	148.5	195.6	290.5	164.7	251.1	205.8	208.4	192.5	234.3	286	116.9	128.7
213892_s_at	112	97.3	59.3	80.2	98.4	117.5	130.5	89.2	143.4	257.4	116.7	143.8
213897_s_at	182.3	203.4	106.4	171.9	206.8	166.1	228.3	205.4	213.1	267.9	180.8	218.9
213903_s_at	6	40.3	2.9	7.7	30.3	41.4	20.8	5.7	3.6	49.7	38.8	16.1
213915_at	2.4	1.7	0.9	1.4	2	2.6	2	1.3	1.5	4	3.3	4.1
213919_at	37.7	39.7	34.3	30.9	59.2	56.7	32.9	53.6	41.1	166.3	87	74.4
213921_at	7.8	130.8	161.8	46.8	68.7	82.8	109.6	201	286.8	197.4	21	88.2
213923_at	155.6	101.9	80.3	99.7	127.5	132.3	137.7	87.8	108.8	221	206.7	111.8
213943_at	24.4	19.4	11.2	31.8	29	18.3	5.8	3	6.3	24.8	27.4	44.3
213951_s_at	20.8	45.1	27	48.9	33.8	38.2	48.1	14.7	46.1	73.8	44.4	24.9
213958_at	55.9	54.8	50.2	8.4	17.7	14.9	24.1	62.1	57.7	86.4	76.6	14.1
213963_s_at	9.9	41.2	33.2	35.4	13.7	69.9	45.8	12.4	50.5	187	15.2	22.9
213972_at	12.3	3.7	1.7	5.6	32.3	19.2	3.6	2.2	7.3	25.8	36.7	7.5
213976_at	2.2	3.7	4.1	9.8	31.1	37	20.2	30.3	24.9	61.4	36.9	41.7
214014_at	4.6	4.1	2.6	4.7	11	7.6	5.9	3.8	4.9	16.2	11.5	18.8
214022_s_at	1288.8	538.8	1165.1	822.5	576.9	1446.9	2049.8	885.7	523.9	1016.9	1827.6	1171.6
214033_at	42.3	78.2	47.9	61.2	87.2	63.2	86.1	34.7	70.5	178.6	92.3	118.4
214035_x_at	731.1	934.3	336.2	680.3	460.6	484.4	284.9	716.4	803.8	284.4	472.6	1087.8
214038_at	14.2	35	28.1	9.1	34.9	36.5	35.8	22.8	8.3	10.6	11.4	11.4
214047_s_at	120.3	114.5	114.7	118.9	60.5	142.4	107.9	117.2	140.5	44.5	120.5	115
214054_at	11	6.3	3.7	10.3	6.4	9.6	9.1	10.4	5.7	22.2	28	7
214062_x_at	17.7	20.9	21.4	9.1	38.8	21	11.4	27.6	33.3	138.9	13.3	20.8
214067_at	3.5	2.3	1.7	6	7.6	3.6	3.2	2.6	3.3	23	9.8	5
214075_at	215	106.1	88.4	138.8	165.3	86.4	215.9	129.7	164.8	252.6	315.6	260.8
214086_s_at	64.1	87.4	112.7	91.1	131.2	83.8	26.6	97.8	65.7	90	69.7	92.9
214087_s_at	481.3	930	603.6	574.7	783	517.4	592.7	1263.9	945.7	438.1	458.6	890.2
214088_s_at	55.2	26.4	22	34.4	29.1	16.1	32.3	35	46.8	167.1	148.8	50.9
214096_s_at	332.6	155	214.5	176.9	330.6	348.2	471.2	289.8	286.4	407.3	178	228
214104_at	128.4	180.8	175.9	150.2	78.8	94.5	111.2	128	112.1	115.3	109.5	137.3
214105_at	4.8	20.8	2	43.8	7.5	15.5	27.2	6.2	3	63.6	120.2	7.3
214113_s_at	147.9	126	98.5	143.9	119.3	147.4	127.4	137.6	108.5	253.7	162	125.8
214114_x_at	153.5	272.8	197.3	186.4	105.2	248.8	130.3	140.5	202.3	509.3	221.4	160.5
214117_s_at	47.3	36.8	30.8	51.2	43.4	36.9	39.8	30.4	31	22.4	22.7	17.1
214132_at	77	46	49	69.3	54.3	77.4	67.9	51.2	48.8	30.6	21.9	77.2
214137_at	49.1	50.2	23.5	31.7	20.2	25.6	30.1	45.1	29.1	103.5	146.6	55.8
214146_s_at	26.1	4.4	1.5	22.5	2.5	1.6	38.6	28.7	21.5	12.2	9.6	6.3
214148_at	28.1	54.9	31.4	72.7	62.4	62.7	31.7	62	56.2	131.3	76.7	78.1
214157_at	298.5	547.4	1111.5	384	275.7	189.9	251.1	640.6	416.7	371	186.1	261.1
214165_s_at	1.8	1.2	0.9	1.4	3.8	2	2	1.5	1.4	7.5	6.9	2.1
214167_s_at	608.5	398.3	209.5	433	340.1	615.1	589.4	292.1	426.8	27.1	689.3	484.8
214177_s_at	509.3	537.4	395	435	842.3	1204.2	745.9	1016.8	802	714.6	751.5	1249.2
214179_s_at	641.9	560.6	536.2	612.9	734.5	634.6	574.7	738.3	633.1	474.1	884.9	764.4
214182_at	39.8	49.9	59.3	45.5	52.1	57.6	70.4	48.4	48.9	55.5	81.8	48.5
214183_s_at	10	6	4.8	2.5	4.4	6.6	5.6	2.5	3.9	10.7	9	6.7
214184_at	14	23.5	6.9	30.4	29	2.7	4.8	6.7	11.5	14	117.9	7.1
214198_s_at	121.9	138.8	161.1	144.6	275	117.1	157.6	132.8	126.5	498.7	124.1	158.8
214199_at	12.1	23.4	2.6	2.7	9.3	9.9	3.3	9.2	8.8	36.1	9.6	6.8
214209_s_at	83.5	124.5	76.7	58.4	102.7	132.5	9.7	33.8	89.5	194	102.7	59.2
214210_at	41.2	38.1	50.2	28.9	50.8	67	42.4	59.8	19.7	25.6	119.2	5.9
214214_s_at	128.3	155.5	228.5	139.1	185.1	200.1	210.6	184.7	119.3	27.5	69.9	41.9
214218_s_at	13.5	24.6	13.9	29.5	39.2	110.2	151.8	164.7	280.7	100.2	325.7	47.9
214224_s_at	91.7	171.1	259	217.9	262.7	160.9	285.8	226.8	226.5	597.9	136.8	224.6
214247_s_at	1099.3	1402.3	1982	1090.3	1627.1	1928.7	1657.8	1608.6	1569.1	778.6	293.4	496
214254_at	1.8	1.6	1.5	10.7	4.9	2.1	2.8	1.7	3.6	59.3	65.6	17
214257_s_at	205.8	250.5	345.5	164.8	215.4	156.1	179.4	133	131.7	41.2	165.1	129.4
214261_s_at	39	18.4	2.6	4.8	9.9	20.8	41.5	68.8	11.3	68.4	21.4	7.3
214268_s_at	329.8	257.9	364.6	268	290.9	203.7	221	270.7	271.6	378.6	200.9	266.2
214270_s_at	2.2	4.6	30.2	16.4	7.5	5.6	2.8	2.1	1.9	23.5	12.2	3.6
214274_s_at	251.3	295	318.5	271	374.3	411.5	348.7	351.5	458.2	485	172.6	335.5
214276_at	23.1	32.2	30.1	22.5	38	28.4	48.9	32.4	13.8	74.1	86.7	50.9
214279_s_at	95.6	107.5	82.1	102.6	27.5	65.6	41.3	69	51.5	93.5	153	73.3
214284_s_at	10.5	20.6	22.9	18.1	33.6	18.7	28.7	19	15.8	128.8	60.2	35
214286_at	7.4	5.4	1.5	2.4	7.8	11.8	2.8	6.4	2	6.7	12.5	10.2
214290_s_at	278.6	224.2	471.4	548.2	207.7	200.6	227.7	181.7	80.5	140.3	268.3	324
214299_at	27.8	14.6	21.7	6.3	49.1	30.5	20.3	7.3	7.7	63.9	19.5	49.6
214308_s_at	10.5	16.4	3.1	27.7	14.3	5.3	31.7	11.2	18.8	63.8	33.9	61.7
214321_at	62.5	137	68.6	87.5	52.9	33.7	51.3	26.5	58.4	100.9	65.4	58.2
214323_s_at	381.1	564.3	364.9	512.9	768.4	654	525.6	605.9	727	635.9	486	613.3
214339_s_at	43.8	46.6	46.1	72	62.4	60.8	61	54.2	51.4	97.7	133.5	60.5
214341_at	13.5	11.1	3.3	25.1	3.7	7.8	8.3	4.1	5.1	117.4	20.1	17.3
214348_at	24.1	24.3	8.9	16.8	11.4	53.1	11.3	21.1	9.5	37.5	161.3	15.6
214359_s_at	493.5	409.1	206.3	162.1	93	144.4	154.4	155.4	147.8	103.9	103.3	161.1
214365_at	32.1	45.3	45.4	36.5	45.5	45.6	38.6	46.9	55.1	181.2	22.9	73.7
214369_s_at	42.6	48.9	37.8	72.5	66.6	76.2	49.4	64.8	43.1	152.5	57.8	50.3
214373_at	68.2	91.8	36.9	120.6	103	87.6	26.3	59.2	84.9	219.8	158.1	108.6
214375_at	63.5	48.6	49.8	142.6	138.3	86.4	74.5	73	62.5	590.9	125.6	129.1
214377_s_at	79.5	40.3	30.3	67.8	66.7	42.4	46.1	67.8	41	54.3	133.3	102.2
214386_at	53.3	6.3	29	48.6	12	62.4	37.1	43.7	27.3	94.2	31.6	38.9
214391_x_at	18.3	9.9	8.3	65.8	7	16.2	17.9	15.3	6.9	40.6	51.2	18
214398_s_at	6.4	39.8	29.8	30.6	24.9	18.4	10.3	27.1	10	67.3	16.5	53.4
214400_at	2.3	2	1.3	6.1	22.4	24.8	3	10.2	1.9	35	13.7	1.4
214401_at	73.8	26.4	25.1	56.7	57	29.2	37.3	23.7	40.5	123.4	142.2	63.9
214406_s_at	1.9	2	1.2	2.1	4.8	7.1	3	2.3	3.6	100.7	4.1	2.7
214407_x_at	22.2	25.3	5	34.8	35.3	21	21.3	50.5	22.6	77.5	85.2	49.7
214410_at	1.7	3.4	1.2	4.5	0.8	29	3.5	4.4	2.5	59	8.4	3.6
214413_at	20.9	3.4	4	13.5	7.4	18.2	16.9	1.9	2.2	11.3	9.4	3.5
214414_x_at	1595.8	4833.6	2339.9	8432.7	8843.4	12843.9	744.2	907.5	4468.9	4064.5	22520.4	11637.3
214417_s_at	24.3	4.6	17.3	26.7	6.4	18	28.5	26.7	34	84.5	65.1	22.9
214419_s_at	32.1	27	25.2	22.4	49.1	48.6	50.5	18.4	26.9	180.5	113.6	55.5
214427_at	130.1	118.5	107.7	133.9	83	101.1	129	101.8	123.7	107.2	46.7	121.2
214430_at	177.5	170	277.5	167.4	142	180.8	239	184.4	177.3	259	211.6	164.5
214431_at	61.1	52.4	51.2	49.6	49.7	78.1	57.5	81.5	31.7	107.9	94.6	81.9
214432_at	49.5	138	57.6	55.2	27.6	50	9.1	52.1	51.1	12.4	6	4.4
214433_s_at	121.7	124.2	49.8	150.8	139.9	128.8	118.4	149.4	195.9	165.5	168	149.3
214435_x_at	86.6	95.4	103.3	92.1	134.1	78.7	153.6	127.3	84.5	242.5	60.3	107.7
214437_s_at	12.4	4.7	1.5	3.5	15.6	11	23.8	2.6	15	13.2	16.4	5.7
214438_at	35.7	26.3	23.3	26.9	17.8	41.7	36	21.2	20	22.4	100.1	64.5
214440_at	57.4	33.3	33.8	61.2	44.7	52.6	37.1	42.3	31.4	54.3	61.8	54.1
214441_at	28.1	4.7	5.1	5.2	6.9	26.7	27.9	13.1	28	118.5	16.2	38
214443_at	23.4	20.2	6	19.5	13.6	50.1	6.6	6	4.4	50.5	85.5	7
214446_at	9.9	9.3	17.6	4.4	17.5	11.2	10.3	10.8	8.2	18.3	34.4	8.2
214447_at	35.9	15.9	26.6	15.4	12.7	10.3	18.8	15.5	11.6	90.3	19.2	4.6
214449_s_at	79.5	141.3	131.4	81.2	63.7	63.5	99.6	40.2	29	87.9	65.1	57.4
214450_at	3.4	4.9	1.6	4.8	5.1	4.5	6.8	4.9	9.1	19.2	12.6	7.4
214451_at	15	3.3	2	13.6	16.8	5	21.6	3.4	17.1	29.4	49.9	28.4
214452_at	17	19.3	47.6	34.9	6.2	32.8	19.7	12.1	1.4	61.5	45.4	43
214453_s_at	45.7	52.3	325	98.5	84.8	72.8	90.8	58.7	95.4	86.4	116	134.5
214455_at	1.6	10.3	14	11.3	10.2	1.9	5	2.5	1.1	96.3	5.1	2.5
214457_at	6.6	9.2	2.2	5.1	4	20.3	2.2	3.1	9.6	70.5	8.8	4
214460_at	32.4	39.2	15.4	18.2	8.9	39.2	13	31.4	11.3	6.8	9.8	72
214461_at	1.6	1.5	0.9	2.3	3.4	3.2	3.2	2.8	1.6	4.3	5.2	2.9
214462_at	33.4	33.1	17.7	17.6	31.2	44.7	60.4	18.4	29	75.9	4.7	19.7
214463_x_at	9.2	9.1	7.2	11.8	11.4	4.3	44.2	4.7	9.1	13.2	13	11.4
214464_at	306.9	368.7	312.2	446.5	461.7	335.7	431.8	365.4	321.7	663.6	511.2	441.2
214465_at	3.6	17.3	3.6	2.8	3.7	4.4	2.2	2.3	3	9.5	11.7	9.7
214466_at	25.7	6	5.2	5.1	9	6.3	5.4	4.9	3.7	6.6	11.9	13.7
214467_at	27.6	18.6	29	34.4	29.6	37.8	45.9	29.7	18.3	9.9	84	27.4
214469_at	2.8	10.5	10.8	14.9	17.5	11.9	15.1	17.4	4.1	11.1	12.5	28.7
214470_at	8.9	25.2	9.6	17	7.8	6.8	3.6	6.1	30	6.9	94	4.3
214471_x_at	81.6	53	45.3	77.3	123.5	96.4	65.4	50.6	88.5	235.8	139.2	41
214472_at	21.2	1.4	0.9	17.5	4.6	1.9	4.3	3.9	5.2	15	8.9	2
214473_x_at	130.2	100.3	70.4	113.8	124.4	100.3	78.9	91	84.2	162.1	96	78.4
214474_at	60.5	44.8	41.7	39.4	82.5	62.4	56.5	60.2	22.9	145.7	163.7	104.2
214476_at	27.6	23.7	5.2	13.5	14.2	24.3	9.9	14.9	8.5	95.7	34.4	7.4
214477_at	1	0.8	0.7	1.3	1.4	0.9	2.2	1	1.4	21.8	2.1	1.1
214478_at	28	7.1	22.3	36.5	14.3	27.3	23.8	25.7	5.3	47.4	11.6	9.8
214479_at	7.3	5.5	5.9	7.3	7.8	4.1	3.6	7.1	5.7	18.5	23.2	9.2
214481_at	3.8	2.9	3.9	2.6	6.7	4.9	3.9	1.3	2.5	99.2	3.7	10.3
214482_at	24.8	18	17.2	7.7	16.9	24.7	19	21.2	18.1	49.6	56.9	7.7
214483_s_at	38.8	34.5	35.8	27.5	35.1	43.7	36.7	15	23.9	10.1	70.3	21.7
214485_at	55.1	41.4	28.2	31.8	72.9	19.8	44.4	68.6	40.5	63.6	153.4	77.4
214487_s_at	14.9	24.6	14	6.3	6.1	3.9	19.4	2.8	2.9	31	6.9	5.2
214489_at	27.7	4.7	39.8	2.3	50.2	42.3	38.8	7.7	4.6	16.1	7.9	27.5
214490_at	8.2	35.5	5	62.9	42.3	12.6	5	11.7	24.1	91.5	22	11.9
214491_at	6.4	29.5	7.4	47.6	12.9	11.8	3.4	8	21.8	43.5	34.6	21.8
214494_s_at	202.2	251.4	174.3	246	257.4	219.7	178.9	329.8	317.9	373.2	187.8	198.9
214495_at	28.5	52.2	23.5	54.8	27.1	13.9	31.6	41.2	35.4	36.9	8.1	37.7
214498_at	14.2	8.5	8.3	32.8	14.7	2	20.4	24.8	4.9	41.2	24.9	17.2
214502_at	1	1.5	1	1.3	1.2	0.9	1.2	0.8	0.8	1.9	2.5	1.8
214503_x_at	3.4	0.8	3.1	2.3	3.1	2.6	2.6	3.6	1.8	20.7	3	3.4
214506_at	38.8	50.2	23.2	39.9	40.3	47.9	27.5	51.3	59.5	113.8	111	65.6
214507_s_at	9.2	13.9	4.4	20.7	6	23.5	4.8	34.1	30.3	19.6	11.4	32.6
214509_at	7.6	16.1	5.1	22.8	4.6	7	4.4	4.4	28.6	17.6	9.9	6.6
214510_at	15.2	18	23.8	29.8	17	19.7	15.7	22.3	24.3	6.5	84.4	31.4
214512_s_at	153.1	208.8	353.7	186.9	195	470.8	329.7	182.4	244.8	183.4	165.9	239.4
214515_at	17.1	2.3	23.4	13.3	45.7	43.1	18.3	24.1	5.4	117.7	96.1	23.7
214516_at	25.3	2.7	2.8	2.9	1.8	4.6	9.6	20.1	2.8	135.5	72.3	20.5
214517_at	6.7	5.2	3.9	5.8	4.2	5.9	2.9	4.4	2.5	12.7	12.3	12.1
214518_at	22.1	31.6	21.9	41	10.1	7.3	26.5	25.8	33.7	112	74	8.6
214519_s_at	16.3	11.9	11.6	12.1	2.7	42.2	23.7	16.1	7.9	56.9	65.2	15.9
214520_at	8.2	6.8	16.9	38.4	48.6	44.9	9.1	6.8	4.7	7.8	121.1	45.9
214522_x_at	1.6	4.7	3.1	4.8	6.1	5.2	6.8	3	1.4	11.8	11.1	15.5
214523_at	12.8	33.4	24.7	33.1	39.1	33.9	9.4	32.7	54.1	127.3	111.3	38.2
214524_at	4.1	19.2	8.1	6.5	32	28.6	6.3	8.2	1.7	96.9	54.4	1.9
214529_at	19.5	40.8	33.5	35.9	51.7	60.9	15.4	37.6	6.5	175.1	110.5	4.5
214533_at	5.7	11.9	9.4	19.8	11.9	5.4	29.9	31.5	6.5	15.8	15.3	1.4
214534_at	4.8	3.9	4.3	1.9	3.8	2	1.6	2.8	2.6	5.6	10.6	5.2
214535_s_at	55.8	41.4	57.4	79.9	39.1	7.6	51.7	41	47.3	82.6	36.8	98.4
214536_at	7.6	6.3	4.3	13.7	21.6	5.6	6.8	11.4	5.6	23.5	9.7	7.4
214537_at	8.7	11.5	14	10.5	7.3	18.5	7.9	22.5	10.9	24.6	16.1	12.8
214539_at	17.7	67.3	45.2	49.6	19.5	33.2	19.4	10	27.3	98.5	121.7	13.1
214540_at	0.9	1.3	0.9	1.3	1.9	2.7	1.1	5	18.2	6.1	11.7	3
214542_x_at	53.9	40.2	4.8	40.3	3.2	31.7	24.5	4.6	21.1	8.8	64.6	7.2
214546_s_at	3.8	1.6	1.6	6.8	4.2	2.2	1.9	7.1	3.3	4.8	10.5	3.8
214547_at	2.2	6	4.9	9.4	11.2	17.1	9.1	14.5	9.6	50.5	4.3	13.5
214549_x_at	50.3	7.6	34	12.3	41.4	37.8	34.5	36.7	29.2	187.1	157.7	13.8
214551_s_at	0.9	3	1.4	2.1	2.3	5.7	2.8	1.9	3.1	32.7	5.8	4.9
214552_s_at	85.4	57.1	49.2	85.8	56.6	94.6	90.3	63.3	75.2	189.1	83	131.2
214554_at	14.6	10.5	14.6	19.8	13.1	3.4	11.4	2.3	4.8	53.4	23	13.1
214555_at	4.7	5.7	1.4	5.4	5.4	1.9	4.7	2.7	2.6	8.5	7.7	3.2
214556_at	42.1	34.4	7.5	20	51.5	23.9	52.9	36	32	60.1	156	33.6
214557_at	5.6	1.4	6.8	5.8	2.9	13.3	1.6	2.1	18.5	57.1	6.8	3
214558_at	51.2	63.3	77.4	76.2	72.7	105.5	67.8	69	81.1	117.2	208.1	134.4
214559_at	1.6	4	1.8	2	1.6	1.4	3.6	9.6	1.9	4	5.4	3.4
214560_at	12.3	15	8.9	5.6	38.9	41.3	7.9	19.5	20.3	139.7	136.6	44.6
214561_at	19.5	19.2	6.2	1.3	32.2	29.6	9.5	2.5	10.2	6.8	15.1	26.1
214562_at	2.9	10.7	14.6	3.6	3.7	31.2	13	3.6	7.1	191.7	7.9	18.8
214564_s_at	35.8	36.3	17.8	29.4	8.3	7.1	13.2	35	18.4	207.1	83.5	69.7
214565_s_at	9.7	10.5	13.8	4.9	22.4	3.2	7.7	5.2	4.4	10.2	9.9	5.2
214567_s_at	3.7	1.7	1.3	1.4	2.6	0.9	1.8	1.6	1.2	4.2	5.8	18.2
214568_at	10.9	17.2	21.3	4.8	46.4	5.9	34	20.3	6.6	71.9	50.2	18.7
214569_at	26.9	21	22.4	21.3	13.3	16	10.5	57	3.1	33.5	81.4	54.7
214570_x_at	20.7	14.4	6.3	8.4	8	18.6	7	9.3	10.5	12.8	12.6	8.6
214571_at	3.7	4.7	1.7	2.5	3	3.3	2.2	1.6	1.2	5.9	13.7	4.6
214575_s_at	2.4	3.4	7.6	5.4	2.1	14.3	1.8	5.7	3.3	19.5	8.2	7.3
214576_at	3.2	3.6	1.1	1.6	2.9	1.7	1.6	1.6	1.2	8.6	9.7	4.4
214577_at	90.9	93.8	109.9	124.2	88.5	84.1	106.1	114.3	64.3	375.6	93.1	99.4
214580_x_at	6.5	4	3	8	6.9	3.6	2.5	8.2	2.9	116.2	12.2	10.1
214581_x_at	91.6	94.1	99.5	96.7	45.9	46.7	34.9	11.4	110.4	35.9	9	49.3
214582_at	28.8	36.4	26.2	32	24.1	43.7	27.4	28.6	33.2	80.8	101.5	44.8
214583_at	40.2	20.3	19.9	35.7	37	32.4	16.5	17.5	23	130.7	54.3	24.1
214584_x_at	5	22.1	11.1	5.2	2.1	8.6	6.7	5	4.9	30.9	8.2	17.5
214585_s_at	420.5	398.2	371.7	467.4	681.5	357.3	483.7	532	449.2	528.6	674.4	455.1
214587_at	18.5	2.9	9.2	5.3	15	7.8	23.6	9.3	15.6	95.9	3.9	18.2
214589_at	45.1	59.4	58.6	23.8	12.2	1.8	4.2	19	19.8	34.9	37.2	44.5
214590_s_at	21.5	11.3	20.8	18.2	3.9	17.1	16.8	9	17	60.3	12.1	16.3
214594_x_at	284.6	217.7	129.3	268.2	611.5	336.2	490.7	252	318.1	2312.8	366.1	364.7
214595_at	4	7.2	4.5	5.5	2	0.9	10.9	7.3	2.7	117.4	9.3	5.8
214596_at	56.1	78.4	54.3	8	66	4.3	9.5	68.3	36.1	159.5	18	71.1
214597_at	28	23.5	11.2	22.5	27.6	22.3	29.6	26.3	14	73.5	29.5	9.5
214598_at	2.6	1.7	15.2	16.4	28.4	26.5	9.5	3.6	1.1	57.4	114.8	3.1
214599_at	31.9	26.4	37.4	57.1	46.7	49.7	13.8	40.3	54.9	211.9	106.5	42.9
214600_at	45.2	51.9	38.2	48.6	53.5	42.2	47.6	49.7	11.4	92.1	117.9	80.3
214601_at	1.2	1.2	1.5	0.6	3.9	1.2	2.7	3.7	1.2	73	4.4	0.5
214602_at	3.7	3.4	2.4	3.4	7.6	2.1	5.8	3.7	2.4	12.2	10.2	3
214603_at	2.2	8.2	1	5.2	1.8	0.5	1.8	20.1	3.6	2.6	47.6	1.2
