"","astroBYo","AveExpr","F","P.Value","adj.P.Val"
"Gm38973",0.921201708106293,1.45164883773318,6.40036986927011,0.0171261005452445,0.0806815848301626
"Hexdc",1.36535792923221,2.28532373077873,6.3992863012206,0.0171346162622173,0.0807045168339435
"Hjurp",1.84294786914224,4.23443739048968,6.39841244109259,0.0171414872654376,0.0807196940768998
"Tm2d1",1.10556715623489,2.65676614199755,6.39756344579931,0.0171481656461205,0.0807339579887475
"Brix1",1.40434434753671,4.32748858877514,6.39584802719485,0.0171616681825298,0.0807803372770438
"Scml2",0.732896489187217,0.321860379071988,6.39310629441168,0.0171832732659394,0.0808648275818714
"Cisd2",1.05274866351385,4.6714689121666,6.38872438156994,0.017217864875332,0.0810103838019928
"Prdm11",0.839988829722183,1.05321470130522,6.38668572993579,0.0172339843038624,0.08106898463839
"Mrpl23-ps1",-1.08972693886463,5.59674329875104,6.38612572258247,0.0172384151181187,0.0810725887878697
"Gm12115",1.68401475861379,3.02449678586392,6.38566205912776,0.0172420845957933,0.0810726115861284
"Nfatc1",1.40385834224463,2.07120696723799,6.38219772919502,0.0172695286849441,0.0811843992981338
"Hmgcs1",3.06785501899175,4.78179943987275,6.37915321506291,0.0172936864681515,0.0812806938038913
"Sema4f",-2.40922484496672,1.34096817924395,6.3786182056724,0.0172979355069209,0.0812833957560772
"Tjp1",1.95601487793457,1.84108200075023,6.37083852468238,0.0173598508092485,0.0815570141119142
"Abl2",1.10852425929605,2.0941164417899,6.36999843693739,0.0173665512077948,0.0815711703545743
"Gm21092",1.50298256760875,1.94821015759722,6.36878642685538,0.0173762229798952,0.0815959806649665
"Rprd1a",1.7096432662123,2.53464897464557,6.36841227096734,0.0173792099124586,0.0815959806649665
"Rnf214",1.13164302876043,2.39516208131455,6.36565828588449,0.0174012125978886,0.0816647107521695
"Tmem163",-2.5434663741062,1.31692344058423,6.36565591025168,0.0174012315909111,0.0816647107521695
"Ago4",1.56550963344889,1.97338877222379,6.36517938948939,0.0174050418003161,0.08166526823932
"Gm5655",0.718974950946752,0.170080198141432,6.364624060999,0.0174094832990914,0.0816687869011448
"Taf1d",1.82167817242513,4.14669952598117,6.36025968033486,0.0174444326477577,0.0817884517600626
"Pdzd3",0.962042919489668,0.582674550965018,6.36007864462718,0.0174458840126339,0.0817884517600626
"Mybl2",1.07739503285975,0.814464250396368,6.36005377087421,0.0174460834360501,0.0817884517600626
"Adprm",1.03564311366528,3.1765133861647,6.35908022654688,0.0174538907119194,0.0817953193681688
"Cdrt4os1",1.42485282810176,0.69986308608394,6.35891943773595,0.017455180514984,0.0817953193681688
"Trim44",1.39033046439352,2.68345670781886,6.3584882071623,0.0174586402412192,0.0817953193681688
"Dcaf15",1.25813465102958,4.68153827450182,6.35363135728153,0.0174976581630471,0.0819607646709913
"Gm10420",-1.34236313754844,1.07205122603808,6.35160413988091,0.0175139721881564,0.0820198151394124
"Gnpda1",1.62813321076143,3.84510250076011,6.35021976563577,0.0175251224931585,0.0820546634743164
"Lpo",1.24931189943343,0.597530476482173,6.34787556523846,0.0175440213300013,0.0821257689131652
"Dusp28",-1.31561640181842,3.60357966439635,6.34615848697023,0.0175578784785488,0.0821732484833794
"Bhlha9",-1.12280846863661,0.534699937356083,6.34531996610844,0.0175646498511402,0.0821875525923806
"Orc4",1.52762569922154,2.68475432839303,6.34282189233843,0.0175848396738947,0.0822593353471867
"Gm44210",-0.952906787090557,0.680533356251281,6.34250194244554,0.0175874273919538,0.0822593353471867
"Zfp36l1",2.75652010855804,3.83374371198368,6.34168105435963,0.0175940685458746,0.082262387204488
"Gorab",1.41707988403572,2.42024528471286,6.34126251268055,0.0175974556900135,0.082262387204488
"Emid1",3.05192601869006,1.4904718659235,6.34104266743222,0.0175992351235746,0.082262387204488
"Nbdy",1.23098077671927,3.22673140114334,6.33942793705679,0.0176123108285087,0.0823053987825073
"Ubac1",1.11901257403903,3.41219964131329,6.33898768363998,0.0176158777396905,0.0823053987825073
"Smc1a",1.62591326287371,3.70336007854335,6.33778381071605,0.0176256354926117,0.0823336009296976
"Birc2",1.60693005916697,4.20225164451528,6.3367650705485,0.0176338973064896,0.0823548047522629
"Gtf2h3",1.22382951378147,2.50363637124904,6.3358136925982,0.0176416166486934,0.0823734666777214
"Mmd",1.90292523503639,3.36254878145104,6.33431179247081,0.0176538103712406,0.0823986017207143
"Trap1",0.815950611411776,2.90686208936375,6.33423318096144,0.0176544488611936,0.0823986017207143
"Gm7429",-1.2575512024555,1.54288353355155,6.3330746773931,0.0176638612636614,0.0824134142211927
"Yipf5",1.14562767714656,4.64676007022705,6.33292558127925,0.0176650730116574,0.0824134142211927
"Zfp148",1.28693433364562,2.43960990884786,6.33119994126274,0.0176791044134954,0.0824614857557999
"Gm13337",1.82725793849016,1.2512944458619,6.33064821466419,0.01768359314506,0.0824650360767625
"Dnajb11",1.00994410328156,5.08170417802994,6.33014409294005,0.0176876956632153,0.0824667842270417
"5930409G06Rik",2.34495514662555,1.3475135494172,6.3290773964048,0.0176963798200216,0.0824757260734411
"CT025686.1",1.49838385959481,0.436596810170918,6.32899268851298,0.0176970696411257,0.0824757260734411
"Gm11914",2.73801431846575,2.38793813440323,6.32764060010796,0.0177080843933888,0.0825096779770303
"Shoc2",1.51115017463476,2.38302992953843,6.32431454049718,0.017735211973171,0.0826186764545089
"Arsk",1.31183731015514,2.17041868627873,6.32101520580988,0.0177621664966954,0.0827268230329247
"Rpl34-ps2",-1.79211263807147,1.11703103925701,6.32017505868286,0.0177690373892231,0.0827414047909457
"Rom1",1.24715605686612,3.61833271289027,6.31801840992895,0.0177866882105562,0.0828061665156005
"Letm2",1.31919667259021,2.08570920050022,6.31632414283051,0.017800568178557,0.0828533494244091
"Il18bp",2.46215868530782,3.77781582110651,6.31105393321475,0.0178438191898155,0.0830371922457487
"Gm960",0.852511972571219,0.427571049727825,6.30463092792471,0.0178966863320337,0.083265697523361
"Zkscan2",2.43935325929364,1.4006606906979,6.30344167027909,0.0179064937842633,0.0832914904816168
"Fbxl12",0.994216967655668,2.02251007531984,6.303045766536,0.017909759988295,0.0832914904816168
"Limk2",1.29883134706973,2.5424343734822,6.30026871936765,0.0179326889413165,0.0833805963532463
"Cnot2",1.36916217677689,2.57474125418177,6.2996220507823,0.0179380328299001,0.0833879176919268
"Gm10263",-1.43056014547809,5.39151204986305,6.29888162724284,0.0179441536225108,0.0833988467627746
"Ctdspl2",1.42202596650406,2.57844691377381,6.29811349083814,0.0179505059212171,0.083410846984895
"Dalrd3",1.25405786772373,4.47971419662452,6.29526738543827,0.0179740639633458,0.0835027755273205
"Gadd45g",2.87344614042664,6.27299705856715,6.29443220127172,0.0179809834427063,0.083517383309467
"Fuca1",0.959577066887718,5.65615910219014,6.29270693847012,0.0179952864298375,0.0835662723944784
"Dusp23",-1.8547215265755,3.59381663846857,6.29041262434607,0.0180143263213359,0.083637133516666
"Pex3",1.23710518687416,2.84676186672726,6.28942069096314,0.0180225649306289,0.0836578271003573
"Gm7357",0.83525738203877,0.463817715528762,6.2886879821999,0.0180286531688626,0.0836685324218057
"Chchd3",0.685093336020679,1.5719556111125,6.2879653571118,0.0180346598234332,0.0836788547134672
"Immt",0.926806839366265,4.00464456880873,6.28636905214799,0.0180479365022147,0.0837228977224775
"Vcp",1.36692652825845,3.31086170233406,6.28238424764467,0.0180811253313075,0.0838592737326031
"Ndufb7",-0.789052867679265,6.56577572315191,6.28143537061191,0.0180890382224593,0.0838783887225881
"Hmgn5",2.28816168898491,2.71683302224677,6.28029706591881,0.0180985357908361,0.0839045296954232
"Crim1",0.820898736110637,1.22384299876978,6.27985076901658,0.0181022610060234,0.0839045296954232
"Tlk1",1.13325739289271,1.94609138457861,6.27675582385632,0.0181281174306179,0.0840067745952158
"Gm23431",1.60816971973303,0.483898218300957,6.27563577556954,0.0181374847224075,0.084032581050015
"Larp1",1.39096737862694,3.2371311000603,6.27433007057706,0.0181484114012422,0.0840531730022597
"Gabarap",-0.863480136943638,8.82611014540891,6.2741966916157,0.0181495279768474,0.0840531730022597
"Edil3",-1.45547941142635,0.77836326542683,6.27030832933028,0.0181821122731594,0.0841703840483539
"Rps6kl1",-1.96227536268682,2.07442239524819,6.27026847695097,0.0181824465654334,0.0841703840483539
"BC030867",1.06934598445194,0.685738983569128,6.26861942774555,0.0181962851231914,0.0842168233850134
"Loxl3",2.1422880916763,1.9974791373385,6.26660273417333,0.0182132245597367,0.0842775919127914
"Tyrobp",-3.82669251525637,7.84367592022516,6.26494891444874,0.0182271288744588,0.0843242936197515
"Hipk1",1.31928042755938,2.10957872304221,6.26086293084932,0.0182615311693792,0.0844479645737932
"Phldb1",-2.47400113651858,2.88842304499703,6.26043797578551,0.0182651131922543,0.0844479645737932
"Cnr1",3.18397661097561,1.21790630473535,6.26041432250841,0.0182653125925779,0.0844479645737932
"Hpdl",1.31748987200448,0.9576701307904,6.25881726247991,0.0182787815358114,0.0844925791719088
"Ano6",0.977058250757588,1.41440412347594,6.25836022868528,0.018282637969344,0.0844927511585121
"Wls",-1.12397324277446,2.86710664790836,6.25760200636235,0.0182890377837951,0.0845046747892436
"Hat1",1.07589121824408,2.34933262116335,6.25589955654669,0.0183034163315311,0.0845534515561628
"Ppil4",1.6431133949795,3.10548107782266,6.25535284813354,0.0183080363439385,0.0845571373772343
"2310061I04Rik",1.52832634066503,4.28711852922113,6.25440098985561,0.0183160831596068,0.0845766453224759
"Hnrnpa1",2.15612057968272,6.8956176042833,6.25344180447087,0.0183241958320417,0.0845790629728563
"Eef2kmt",1.10344649616642,2.70378725252818,6.25343504853202,0.0183242529868869,0.0845790629728563
"Fosl2",2.88778050850573,4.02398232682438,6.25230804489597,0.0183337901023158,0.0846054314629812
"Dad1",0.88622483502513,5.07826776405186,6.24827936148839,0.0183679267251595,0.0847452852848182
"Exosc3",0.981319101286721,2.4959599441977,6.24603583924482,0.0183869671195802,0.0848154448679052
"Rab11fip4",2.04496744183922,1.5340273501629,6.24488582700697,0.0183967354512298,0.0848254657663266
"Zdhhc18",1.22838908941299,2.73033892493954,6.24487728118981,0.0183968080616026,0.0848254657663266
"Slc17a5",0.769515349298962,2.12578617878856,6.24239484716818,0.0184179135882281,0.0848958356697964
"Gm43267",1.03433644101286,0.611167845962325,6.24217962255634,0.0184197446646035,0.0848958356697964
"Gm20507",1.25091924964099,0.929680007412029,6.24040361614861,0.0184348620828396,0.0849478137593544
"1500004A13Rik",0.789107934305023,0.930251100622933,6.23699121990884,0.0184639466181132,0.0850641172495873
"Rpsa-ps4",-2.7776082382021,1.61698214254828,6.23380833348947,0.0184911202618463,0.0851715705918853
"Ckap2l",1.46922308858921,1.12490086279884,6.23172371263524,0.0185089412658527,0.0852067964147053
"Zfp975",1.13916426365934,1.04950538297046,6.23163530619896,0.0185096974500144,0.0852067964147053
"Csnk2a2",1.20994900894899,2.86595362486054,6.23112668502104,0.0185140485964178,0.0852067964147053
"Adsl",1.01303604803234,3.27340765512849,6.23101010143324,0.0185150461019903,0.0852067964147053
"Gm379",0.581618565411874,0.0780785725337037,6.23045002820771,0.0185198389873058,0.0852067964147053
"Gm9387",0.765540804266986,2.77122602949611,6.23021192885617,0.0185218769587451,0.0852067964147053
"Zzz3",1.35686183551376,2.97391816921125,6.22916480641538,0.0185308425410442,0.0852158319076502
"C1qtnf4",-2.45239455160697,2.14419687494735,6.22891599911612,0.0185329735558901,0.0852158319076502
"Gng4",-2.05033027800259,1.06715480490641,6.22863311194667,0.0185353967879407,0.0852158319076502
"Strip1",1.34087203280369,4.49611303630537,6.22705461610286,0.0185489246651121,0.0852603075766206
"Dtx1",2.42212572017041,1.91621034204791,6.22472000987231,0.0185689523008517,0.0853318652559777
"Pxmp4",1.07444305376724,3.27032476400616,6.22434089477904,0.0185722068077355,0.0853318652559777
"Trp53bp1",1.69928259097311,2.07288125175329,6.22116504425213,0.0185994943717967,0.0854394962598127
"Foxn2",2.01422212182721,3.34999044233874,6.22064867419618,0.0186039352756775,0.0854421548897266
"Gm37459",-1.73224395371903,0.755610578537617,6.21990129452567,0.0186103649719844,0.085453944432381
"Rundc3b",-1.04642341667584,0.594603321928387,6.21443262214948,0.0186574859493042,0.0856525340644233
"Gm24166",-3.29443823841534,1.73347270124972,6.20997229673497,0.0186960151632544,0.0858116065262816
"Zfat",0.473906934179349,0.63259921756961,6.20828981864337,0.0187105713698033,0.0858606036951171
"Gem",4.54764548075037,4.08004792678528,6.20575149831816,0.0187325554999722,0.0859316898944261
"Rpl31-ps8",-1.67547503354656,9.32051240806373,6.2054393471648,0.0187352609604218,0.0859316898944261
"Slc4a1ap",1.10905700414829,2.35132399322445,6.20515623097424,0.0187377151403838,0.0859316898944261
"Htt",1.22904523134183,1.71281035249367,6.2041959319838,0.0187460420701717,0.0859520598380123
"Edc4",1.27714522578439,4.75965855453105,6.20236205991751,0.0187619551683295,0.0860071973039687
"Cnih3",0.677101373045363,0.311687250759803,6.20170822175517,0.0187676323074618,0.0860153987027091
"Phf20-ps",1.01674172595828,2.01144005391739,6.19938883138898,0.0187877862559379,0.0860897785781041
"Cat",1.34681274387072,4.92644867174983,6.19894517575976,0.0187916440244842,0.0860897785781041
"Klhdc9",1.47042261669059,0.854646374094244,6.19747899383242,0.0188043992492365,0.0861303777620825
"Pds5b",1.41981876213589,2.04548547789676,6.19678499243551,0.0188104401014415,0.0861333285764956
"Xpr1",1.77477935360665,2.58949388258501,6.19630627024017,0.0188146083195238,0.0861333285764956
"Dvl1",1.13137158074582,4.16162214924863,6.19606336929701,0.0188167236364961,0.0861333285764956
"Rbm10",1.05151322600866,2.74169857332313,6.1949976157247,0.0188260078906527,0.0861580001168619
"Ndufs1",1.23524075710124,2.56933095363078,6.19281314226692,0.0188450534877577,0.0862273254001374
"Grid2",0.626087448465677,0.325773572884631,6.18942658792785,0.0188746212784492,0.0863447573496964
"Ints10",1.70112219107424,2.90755093236828,6.18092326473217,0.0189490873310775,0.0866074368502004
"Unk",1.42383679154585,3.1214288160045,6.18091668238858,0.0189491450989799,0.0866074368502004
"BC024978",1.16607241061883,2.06916853344727,6.18087055276658,0.0189495499467484,0.0866074368502004
"Arhgef19",1.9654633338065,1.08801667209284,6.18081157322597,0.018950067583152,0.0866074368502004
"4930431P19Rik",1.38103050824639,1.53102311727211,6.18033762986614,0.0189542277288499,0.0866074368502004
"Apom",0.773930976781546,0.514921047991289,6.18004800710353,0.0189567704506925,0.0866074368502004
"Terf1",1.35953224021342,2.19928602211705,6.17960595377478,0.0189606521454682,0.0866074368502004
"6820431F20Rik",1.28230506169299,2.94474148663803,6.17897016193598,0.018966236594582,0.0866074368502004
"Syf2",0.774782491120149,6.53542137948086,6.1788519271005,0.018967275303495,0.0866074368502004
"Cx3cl1",-2.16401443187408,2.71035861106624,6.17525650467206,0.0189988913309319,0.0867338986616193
"Arv1",1.74249931690329,2.57668994714713,6.16700912274882,0.0190716321197005,0.087048012664356
"Mcm3ap",1.02589511207841,2.84386612976541,6.1659924289447,0.019080620309811,0.0870710732495767
"Mink1",1.39556124908357,2.90356672046135,6.164316435196,0.0190954472365832,0.0871207628820229
"Wdr46",1.16881747212948,4.26624377552139,6.16371077006911,0.0191008084451292,0.0871272546869262
"Rpl10",1.52579840154943,7.26042339141101,6.15533709404985,0.0191750994344029,0.0874480982863936
"Vstm2b",-1.99533376801844,0.967440585397732,6.15176226478695,0.0192069115120566,0.0875631475375119
"Lcmt2",0.974063039743562,2.56271938808454,6.15161280722741,0.0192082427789877,0.0875631475375119
"Optn",1.00671048999863,1.82294622133492,6.14971648419124,0.0192251427187006,0.0876071183717226
"Zfp418",0.790311021670667,0.949579800725733,6.14964182387456,0.0192258084208612,0.0876071183717226
"Rasal2",0.94840339235532,0.99726406726054,6.14684740794429,0.019250742744589,0.0876676171250833
"Fzd3",1.97384551649012,1.44414160536264,6.14684387198687,0.0192507743180417,0.0876676171250833
"Klhl26",1.24392676361308,2.61067522974124,6.14682157935771,0.0192509733758376,0.0876676171250833
"Sec11c",1.00981153823922,5.67743348031337,6.14532354439731,0.0192643549598072,0.0877105010857821
"2900055J20Rik",-2.12097665947239,1.14178160728571,6.14290809729509,0.019285953019563,0.0877907692699161
"Sp1",1.13507728899443,3.6801695530594,6.14013302725379,0.0193107994319094,0.0878857880749089
"Ndufs3",1.07309409383566,4.73899552541488,6.13849798622961,0.0193254550746052,0.0879219245236925
"Mlst8",1.15710731245861,4.11261690796994,6.138360496463,0.0193266880151298,0.0879219245236925
"Vwa5a",1.03655874409217,4.55279150861228,6.13577609162726,0.0193498797179515,0.0879984787045782
"Gpr37l1",4.03064539623763,3.93815963953224,6.13559885887887,0.0193514712696186,0.0879984787045782
"Kpna4",1.24842062414154,3.70981331026409,6.13073410177621,0.0193952128454917,0.0881792630046883
"Suz12",1.54320432947308,2.8213276405064,6.1293473693547,0.0194077015031042,0.0882179125443136
"Gm5298",1.27345136027081,1.67289687984039,6.12736438114071,0.0194255752322534,0.0882810190762414
"Satb1",1.66438093838201,1.60643453156219,6.12598642586277,0.0194380060916347,0.088319369226789
"Ddx39b",1.26972628428647,6.03850923557371,6.12458984808168,0.0194506138377163,0.0883525570368194
"Sgsm2",1.29505850473819,1.94214012959846,6.12429267930103,0.0194532977139785,0.0883525570368194
"Ky",0.786077049054106,0.380562015903069,6.11873208799645,0.0195035929910768,0.0885628053656798
"Tubb5",-1.75894261365825,8.95206728562011,6.11744596042998,0.0195152462179549,0.0885770032837143
"Fzd4",2.72714052169963,3.63301465075635,6.11742805054046,0.0195154085480606,0.0885770032837143
"A930014E01Rik",0.983647086256225,0.168358411035202,6.1170614946658,0.0195187312303081,0.0885770032837143
"Fxr1",1.30967635390745,2.23265658301521,6.11591059919197,0.0195291676638174,0.0886061887257243
"Ryr1",0.863101439245529,0.645847236202769,6.11354194449737,0.0195506660938729,0.0886658353989344
"Gm48604",1.83471838414614,2.64593914822288,6.11325652833707,0.0195532583427485,0.0886658353989344
"Fam43b",-1.61827484725759,0.735763053047269,6.11313770942257,0.0195543376084347,0.0886658353989344
"Gpr161",1.81056649073532,1.01590897959719,6.11236558347053,0.0195613526356747,0.0886794681063588
"Ddx20",1.71363580947438,3.62952814484356,6.11065686345707,0.0195768867391266,0.0887317077094237
"Zranb2",1.98497732520021,4.82941752977911,6.10539752453581,0.0196247846351497,0.0888961560294858
"Gpm6a",3.22498430280567,2.28244197750553,6.10512940999733,0.0196272298458963,0.0888961560294858
"Lypla2",1.16786192488855,6.56574354307553,6.10509195112393,0.019627571498246,0.0888961560294858
"Akap11",1.75070518721658,2.98025719606526,6.10490879992983,0.0196292420650019,0.0888961560294858
"6720427I07Rik",1.76935141969813,2.50055108113574,6.10338233785475,0.0196431713571234,0.0889410315050433
"Fam184b",1.00245143573646,0.424848883349476,6.10152350618476,0.019660148212218,0.0889996846529361
"Stk16",1.04705201959469,5.30332805618513,6.09847642449392,0.0196880122190494,0.0891075888547523
"Gm14513",-1.26207149603734,0.504828598414934,6.09519122107436,0.0197181021897742,0.0892074022769411
"Gm42959",0.879659396236717,1.92673356784971,6.09518815208421,0.0197181303229328,0.0892074022769411
"Gm14902",0.6965482727331,0.236896587139888,6.0932023299029,0.0197363433983462,0.0892535630325146
"Naa25",1.06223128489174,1.59181299987112,6.09267475452089,0.0197411851816717,0.0892535630325146
"Prom2",0.623375962859866,0.229328352436739,6.09252728257241,0.0197425388270094,0.0892535630325146
"Tmlhe",0.822756137788885,0.68467538101321,6.09204085558587,0.0197470044621121,0.0892535630325146
"Gm28616",0.66721103104878,0.14343140990709,6.09187736046655,0.0197485056748253,0.0892535630325146
"Rhbdl3",1.0074186546648,0.736640815649206,6.09086691212097,0.0197577863887207,0.089277268847563
"Kdm2a",1.08973984056236,2.95006759621391,6.08916994024436,0.019773383398272,0.0893294998815542
"Sirt4",1.63876350792067,3.00936928905588,6.08831431761269,0.0197812526104987,0.0893468051249619
"Rab22a",0.777744035794958,3.27201497478013,6.08432277739726,0.0198180083970156,0.0894604697601044
"Zfp358",-0.91059970204481,5.21153524417203,6.08428036167747,0.0198183993803181,0.0894604697601044
"Zfp13",1.32723173799028,1.22882467537293,6.08426411689884,0.0198185491250857,0.0894604697601044
"Cenpl",1.38014930771801,2.28556522724198,6.08364163258963,0.0198242881344141,0.0894681204401556
"Vars2",1.09557228573084,2.12723702391276,6.08047993135548,0.0198534656331869,0.0895670191603685
"Tmem80",1.48607735785279,3.61284586423146,6.08038967633982,0.0198542992343917,0.0895670191603685
"Plat",2.76100742354377,2.87522405862747,6.07937086614234,0.0198637116911529,0.08959121177235
"Rsrc2",1.88439459872976,4.76747025622203,6.07805668266619,0.019875860225149,0.0895993614587442
"Lypd3",1.08122381036799,0.452345598006434,6.0779263656688,0.0198770653409352,0.0895993614587442
"A030005L19Rik",1.79721913020166,1.17276270587145,6.07786111699431,0.0198776687628042,0.0895993614587442
"Afap1l1",-2.01275063473348,1.56171409771261,6.07387401094957,0.0199145797522903,0.0897474532205987
"Gm16373",1.54255850402862,1.73748435562502,6.07280152495628,0.0199245211959121,0.0897739679057358
"Bud23",0.866570552385368,4.39235610364532,6.06905483990727,0.0199592939056839,0.0899123313124507
"Rnf138",1.41319331582845,3.12299279534518,6.06696835689826,0.0199786872156483,0.0899813715944194
"Tbx6",1.61486440930872,2.00330033133207,6.0635171847031,0.0200108102760615,0.0900984477634664
"Spata5l1",1.06062460130234,3.15936910273991,6.06330071565361,0.0200128270266091,0.0900984477634664
"Stkld1",0.631896286943162,0.417000234613999,6.05857821675645,0.020056880012216,0.0902654594447651
"Gm5763",-1.10375389092436,2.80779943274057,6.05817434111862,0.0200606524218533,0.0902654594447651
"Amigo1",2.05037630504769,3.46378818530631,6.05801248633702,0.0200621644483076,0.0902654594447651
"Rock1",1.39517885684179,2.58184048815725,6.05394434739622,0.0201002095119116,0.0904182462448191
"Grb2",-0.837248098796517,4.42985535235098,6.05337650690021,0.0201055262154376,0.0904237764716663
"Morn3",0.867809287966955,0.66978358947657,6.0524220560605,0.0201144662319363,0.0904455968392533
"Gm47636",1.2456037226649,2.2143388724411,6.05017645736684,0.0201355171728718,0.09052185458554
"Crtc2",1.30546986006449,4.72914433516568,6.04634808092887,0.0201714612360894,0.0906650217240969
"Zcchc6",1.08207871296734,3.43391161192945,6.04565279167839,0.0201779967441906,0.0906759744001073
"Tedc1",1.68590303055361,1.99981440077613,6.04187137380992,0.0202135815679357,0.090817438064062
"Tmem260",0.647147738140344,1.98662075051197,6.04059325124538,0.0202256248120711,0.0908250653157581
"Zfp397",1.86934706522468,4.02018966317422,6.04039359431618,0.0202275068102946,0.0908250653157581
"Atp11a",1.47909575824092,1.51794565049433,6.04038417842768,0.0202275955707065,0.0908250653157581
"Mroh1",1.23749471296227,2.32354964281418,6.03792403963573,0.0202508010989192,0.0909108102092917
"Slc22a5",1.26439323118264,2.83007915184639,6.03737088096512,0.0202560228440587,0.0909158030795519
"Rps2",1.41922564495436,6.24713751128404,6.03652629939602,0.0202639984290051,0.0909331515709697
"Fmo5",1.00244607371677,2.13911743070853,6.03525986944136,0.0202759640770846,0.0909556700842725
"Fam166b",1.29339905317032,0.617402858829831,6.03512495050443,0.020277239291942,0.0909556700842725
"Ska3",1.22327526910534,1.19862690311543,6.03125756662793,0.0203138300747591,0.091101330375815
"Gm10253",1.69335903634058,0.90917931071393,6.02926359825276,0.020332724025566,0.0911675828166997
"Gar1",1.23177632476759,3.38508829865056,6.02507337901215,0.0203724914440012,0.0913088153024956
"Adgrl3",1.02219724358617,0.69020191344543,6.02488809947679,0.0203742518121125,0.0913088153024956
"Scaper",0.781233011679766,0.844751164940704,6.02400984416361,0.0203825985128203,0.0913088153024956
"Kremen2",0.580367513132659,0.254970657024843,6.02395861555478,0.0203830854912817,0.0913088153024956
"Cuedc1",1.74244146227175,1.42933180156553,6.0237720444835,0.0203848591411213,0.0913088153024956
"Alg8",1.06531597562989,2.80353520500342,6.02318904945364,0.0203904025106399,0.0913151568305437
"Arhgef25",2.65507064935325,2.86342716409862,6.02205027136157,0.0204012352714149,0.0913451786904495
"Cpsf1",1.06479708857867,4.27035021183463,6.02016650395116,0.0204191686771821,0.0914069746348238
"Gm24598",-3.45549543655171,1.38219817462068,6.01921577130302,0.02042822618004,0.0914160488496962
"Dhx30",1.04205354983734,3.8832410328142,6.01908628835395,0.0204294600873705,0.0914160488496962
"Vps45",0.930541806580319,2.15352747107702,6.01800706809331,0.020439747690875,0.0914235997493911
"Ripk1",1.61826843615381,3.51555477480021,6.01784956648103,0.0204412495403244,0.0914235997493911
"Tcf7l2",0.951160942737035,1.25421406452422,6.01756808282068,0.0204439339161161,0.0914235997493911
"Cdip1",1.3396189368236,3.89064052357657,6.01717558765473,0.0204476776006865,0.0914235997493911
"Ebp",-1.49621411487928,5.59103603099766,6.01365627594458,0.0204812789703053,0.091555331311389
"Erlin1",0.998487318405191,2.89648712751341,6.01259319434106,0.0204914408612576,0.091582251752243
"Gm13487",1.62927139342681,2.55182344833387,6.01117703942626,0.0205049863277791,0.0916242804543442
"Fam213a",2.06711171362608,2.73403746224695,6.01009925065794,0.020515301910697,0.0916518627161447
"Pld1",1.43632821449165,1.70384499845813,6.00852701439696,0.0205303600811246,0.0916895988464416
"2900052L18Rik",2.04337654688651,2.15733459412972,6.00835191854403,0.0205320378197022,0.0916895988464416
"Gm6798",0.983017687264813,0.23028360577798,6.00778373842781,0.0205374830594721,0.0916905540904065
"Fam53a",0.77040123456099,3.17118505218913,6.00705532251955,0.0205444662581232,0.0916905540904065
"Gm10501",1.61275317451124,1.69149790718672,6.00672871212274,0.0205475982609833,0.0916905540904065
"Fus",1.48441777329988,5.62329708288536,6.00640709394979,0.0205506829026429,0.0916905540904065
"Cul2",1.39647272420367,2.79791184117751,6.00616818274927,0.0205529746297666,0.0916905540904065
"Katnbl1",1.29219640899948,1.95408811881956,6.00491757208285,0.0205649755339662,0.0917255955116803
"Arnt2",1.89338942007633,1.34765983805163,6.00437878526192,0.020570148117955,0.0917301727098402
"Zbtb34",0.979247560588653,2.768378662406,6.00310047478213,0.0205824261505712,0.0917600460661763
"Fuom",1.45153254648336,3.08054051204785,6.00281777351722,0.0205851425496738,0.0917600460661763
"Sde2",1.20038731937998,3.96773267959564,6.00018662415471,0.0206104433967379,0.091845444034658
"Adpgk",1.39231109864039,3.07815392702579,5.9999621379998,0.0206126036085557,0.091845444034658
"Hnrnpa3",2.10885323664182,5.88523851462048,5.99834662917481,0.0206281568371489,0.091883863852109
"Usp48",1.45724200389263,3.39094082147931,5.99820378380681,0.0206295326923756,0.091883863852109
"Mlh3",1.0464603727692,1.74983561427825,5.99733163514418,0.020637935218623,0.0919027859987112
"Cbwd1",0.762134373955406,1.15821219025239,5.99558536697819,0.020654770534177,0.0919592450246724
"Gm14412",0.794332245661774,0.401206667622483,5.99339460249221,0.0206759124109651,0.0920348511605195
"Vps37b",1.45219874912011,2.83781428305403,5.99235376121543,0.0206859653138193,0.0920610763704736
"Mir8102",1.80589459117699,0.702091146704895,5.99095316887055,0.0206995013057482,0.0921027890963532
"Adcy5",-1.80883419584366,1.03292809286841,5.98658134361175,0.0207418151876535,0.0922725070171843
"Phf3",1.38126192707058,2.78661879030223,5.98570635164214,0.0207502954121796,0.0922916737844087
"Aqp1",1.28583411253544,0.865905072691297,5.98452585971239,0.0207617424955358,0.0923240259756256
"Aimp2",0.917692611144957,2.84065466171249,5.97613444955167,0.0208433126958088,0.0926651039637699
"Incenp",1.68641260073994,2.74055308199539,5.97577433910892,0.0208468210653023,0.0926651039637699
"Mcrs1",1.00906698586536,4.23262051109907,5.97387596084206,0.0208653266844721,0.0927287308639165
"Zcchc11",1.6012987468203,2.23288297379323,5.97161134109188,0.020887426024477,0.0927898624725469
