"","preoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Epb41",-1.99502821259542,2.20771926196744,15.8161027554326,0.000426905897646781,0.0349794043468139
"Fam89a",-2.55047567431924,1.67895353804021,15.7411058166477,0.000437968603023558,0.0357534295376021
"Itih5",-2.59374608860585,1.02836017582512,15.6999477541665,0.000444170338123701,0.0361263984937891
"Emid1",-4.26548432383141,1.4904718659235,15.673836927805,0.000448153610501687,0.0363168583338052
"Spon1",-2.70860866018769,1.04343228202142,15.6399148079016,0.000453385931000425,0.0366067771953372
"Ugdh",-3.27143051915347,3.83912399429428,15.6206330225547,0.000456389277581014,0.0367152726833628
"Kcnmb4os2",-2.36837842279517,0.856827116712245,15.596898592998,0.00046011555308612,0.0368809289163922
"Abca6",-1.73734505876286,0.691066034652797,15.5795491342125,0.000462860072105872,0.0369669796938563
"Tspo2",-1.48030530206478,0.450278044365214,15.560279149007,0.00046592903226058,0.0369768739855865
"S1pr2",-2.39774684655446,2.48896517701446,15.5577915421879,0.000466326802060237,0.0369768739855865
"Edn3",-2.64541057570536,0.579411198238939,15.4502130797732,0.000483882641833204,0.0382319131616999
"Tmem255a",-3.33755181609227,1.10469929986255,15.4108680841154,0.000490479647645661,0.0386152357468504
"Pcdh20",-4.29838593790435,1.48823883019919,15.318188222365,0.000506404415917542,0.0394513499804622
"Asic1",-3.85690304096843,1.73515309508268,15.3124316707434,0.000507411698475681,0.0394513499804622
"Gm10570",-1.73947015684804,0.465897671074406,15.3088227224322,0.000508044290856764,0.0394513499804622
"Ptpru",-2.14080137170615,0.718414140568777,15.3077480776249,0.000508232823054366,0.0394513499804622
"Gm6089",-1.69428370351033,0.393907876535714,15.2537697886258,0.000517800013740605,0.0400534605034385
"Mcm5",-2.63039591523693,2.89634702520744,15.1411378247768,0.000538392117689124,0.0415012153994303
"Gpt2",-3.8624633504184,2.64688089943434,15.0041725879313,0.000564626279846187,0.0432051373569194
"Slitrk4",-2.9727040327075,0.846516705939497,14.9972343565973,0.000565991278978498,0.0432051373569194
"Sorcs3",-1.02246298422625,0.283456239367848,14.9953844467603,0.000566355821249679,0.0432051373569194
"Gm45403",-2.36127437557471,0.780482519762163,14.9765479755828,0.000570082127151896,0.0433399549793175
"Rep15",-2.59378212821361,2.76874390642404,14.9527267901209,0.000574832307611304,0.0435514217167291
"Hcrt",-0.949041289996544,0.16988055490493,14.9130886002872,0.000582831108754311,0.0440067324879578
"Neu4",-6.54559648434683,1.90978442295624,14.8837248176084,0.000588833697183225,0.0443087342951853
"Ccnb1-ps",-3.3715584558678,1.54036792974936,14.8195884073092,0.000602176902945263,0.0451591851656205
"Mybl1",-1.97519763744708,0.869681996812849,14.7722298546715,0.000612238060917694,0.0457585899381153
"Rgs16",3.1842486974725,2.03815804517898,14.7452200956815,0.000618056987707256,0.0460379620843355
"Sh3d19",-1.88211791346587,0.940959222292234,14.6357678689623,0.000642253025173002,0.0476797438788669
"Kntc1",-1.21203741924349,0.707896395419785,14.6099205984903,0.000648114336014173,0.0479539580456239
"Creg2",-3.02402377028859,1.17035431114769,14.5907690532851,0.000652494359880749,0.048117109078806
"Sox3",-4.53753295887704,1.64199029393438,14.5753182783627,0.000656051198799548,0.0482186733257223
"Gm9430",-1.729738083428,0.626390982018325,14.5431162928193,0.000663531418373354,0.0485130398787217
"Spsb4",-1.65819836410844,0.671860146646214,14.539222813234,0.00066444203242113,0.0485130398787217
"Rad54l",-1.24272956414048,0.8657716541777,14.5274896452475,0.000667194341917979,0.0485537514021429
"Twist1",-1.52641689086494,0.525653640803685,14.4607893657198,0.000683075290756809,0.0495464742865996
