"GeneName","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"TNFRSF11B","0.00903233795068125","0.0280434435363848","0.0290902836218141","-0.0582981163406554","0.0191430747598327","-0.0200904730420264","-0.192999187266341","0.252555507309672","0.272748967637064","-0.171773740933952","0.39197280329356","-0.00615040208415275","-0.0554921505777659","0.0367218527952479","0.800649136244953","0.432971005661179","0.415988496209859","0.10286285070005","0.59251163090733","0.57432562580108","5.132942077092e-08","7.1292898405763e-13","7.68761967701559e-15","1.31155911682338e-06","3.40769327173316e-30","0.863486184179206","0.120543241573159","0.30445922968275"
"S100A12","0.010374011492427","-0.000849801319284387","0.0280997928397242","-0.0458665918919045","0.00174445285581209","-0.00222097212532106","-0.114847602066935","0.107677739403939","0.269446326524365","-0.0923348337152475","0.255190627144245","-0.0524940785124486","-0.0412825307963813","0.0206813644378452","0.771803492136094","0.981046857513718","0.432046796077717","0.199530386072881","0.961105154375612","0.950492695258328","0.00127625473331333","0.00253654366982771","1.65617725512919e-14","0.00968779510374538","4.03505755894847e-13","0.14196802872031","0.248271167274768","0.563118234500799"
"MT2A","0.031361619038307","0.0268159527418629","0.0413422239481","-0.0847413252637015","0.00725325134785028","0.000921166555794741","-0.175709897957521","0.219122176254503","0.351450202663088","-0.220262424560954","0.359308403019096","-0.0284017417559528","-0.0855650328133432","0.0553958541665524","0.38051925754614","0.453385113287658","0.247587243053113","0.0176327420322143","0.839315072076002","0.979455534180108","7.39879562156082e-07","5.60535070864361e-10","3.29722120953274e-24","4.54009646748868e-10","2.64959324725814e-25","0.427113870596382","0.0165572662511935","0.121189711535752"
"LTF","-0.00979900854596454","0.0265326856354348","0.0421389230554332","-0.0244295536692552","0.0280030590011941","0.0730660269930688","0.0446036181193224","-0.0638470782068456","0.113660042548744","-0.284226219983807","-0.0183737251543856","-0.126756216747896","-0.0195217639427056","0.0391712040599259","0.78412993276128","0.458171897717389","0.238585074804873","0.494582808716484","0.433634071894945","0.0408234339184267","0.212203401911115","0.0739877709548336","0.00143389998994524","4.91603731386897e-16","0.607470975483207","0.000373872205275353","0.585210810588954","0.273313337277341"
"GFRA3","0.00107813052461713","-0.00764821187355948","0.00452180574432344","-0.00722958170979104","0.00146901293121018","0.00480928060724739","0.0615431241184265","0.0011829297766261","-0.203885386989293","-0.203755638645379","0.193944876629626","0.0107288646796386","-0.0050194640422399","0.00213627629099737","0.97595580075796","0.830694157382447","0.899408025960457","0.839832338484671","0.967242677792961","0.893050085540263","0.0850531068276692","0.973619406408058","8.39676678731556e-09","8.58507822928809e-09","4.40366737950331e-08","0.764224810733502","0.888405875640327","0.952378351936353"
"HLA-DRB1","-0.0260428417835292","0.0120231149617273","-0.00174412507281047","-0.0118721757671423","-0.00656465153634551","-0.0313818275112159","-0.127127494690179","0.113965945058636","0.201215166515196","0.0335294088910117","0.275605877315784","-0.00887314689143867","-0.021585158782227","0.00867401838844621","0.466515898435296","0.736778697506685","0.961112456945025","0.73996309294207","0.854390858847931","0.38021224238669","0.000359198117511596","0.00139166362250507","1.32150193316035e-08","0.348455599657188","3.92430035237789e-15","0.804090627937855","0.546182482335963","0.808400845990669"
"PTGDS","0.017369880674387","0.0346530093530411","0.0306621494281742","-0.0665345256773419","0.0243305266731687","-0.0168127024753948","-0.0620053377776941","0.107086274515626","0.122584200449017","0.0747963736799491","-0.373599078139174","-0.0295129182433108","-0.062238427322584","0.0466665872533391","0.627238539162565","0.332531638728205","0.391239368474552","0.0625949303641268","0.496334485997521","0.638328030610761","0.0827321175194658","0.00267975677453799","0.000582010500343673","0.0362697304699367","2.24896053506994e-27","0.409245019473163","0.0815812504043317","0.191793856824416"
"F13A1","0.015261536537358","0.0354083883035161","0.0384999460516681","-0.088936440375766","0.0199234878795381","0.00261656512474212","-0.0592445480831499","0.0934203226224981","0.157086259732747","-0.258434366990721","0.249066052092783","-0.059567662989715","-0.0825943296046706","0.0478636386232945","0.669622579921408","0.322094218627136","0.281624291625683","0.0127317770403217","0.577511813796493","0.941689099848995","0.0973867652174054","0.00886229018205316","9.92232860689327e-06","1.98458144908846e-13","1.49985560695094e-12","0.0955713805397942","0.0207279107854392","0.180632235803251"
"DEFB1","0.015261536537358","0.0499179589772236","0.00820384756470109","-0.0744353258050632","0.0241009934026671","0.0177395203597527","0.0150469284483192","-0.0173392601468615","-0.0297589044942153","0.124316731426674","-0.128616076080699","-0.0628394825652715","-0.0753504966574148","0.0579925348306096","0.669622579921408","0.162611136549589","0.818600719031178","0.0371824598375197","0.500407339414326","0.619927521162121","0.673999298479421","0.627845830472205","0.405350175837242","0.00048509052973737","0.000305595803728008","0.078673312287727","0.0349060103444673","0.10468224905032"
"MT1G","0.0174657144987974","0.0293338825767796","0.0382846219686051","-0.0659332258446126","0.0147819426203025","-0.0305680361981212","-0.214385938203263","0.224756657558959","0.390027861617809","-0.0056742076584789","0.404221953396483","0.000720579681939941","-0.0578335915304143","0.0413811450506128","0.625339514365438","0.412093718127875","0.284326134651097","0.0650094934048865","0.679418638835463","0.392695593460646","1.3288492149567e-09","1.95606644940657e-10","6.90983169376429e-30","0.873963864174538","3.55800027170484e-32","0.983928467346669","0.105638611368446","0.247142020685568"
"SELE","-0.0194303078992109","0.022157782547267","0.0051677779935125","-0.0283449944405153","0.00454475875593151","0.0141226700793317","-0.102492755877323","0.145593751717902","0.0355912281613225","0.0882081372363537","0.140865226183623","0.0851537028055936","-0.0298972741641286","0.00812153314077448","0.58697018450761","0.535584350603402","0.885131022606259","0.428038441240441","0.898900143204611","0.69297314092356","0.00406868620541673","4.27773305664299e-05","0.319600264252802","0.0134847197805418","7.56802605397788e-05","0.0170869122574352","0.403169038495388","0.820389654644187"
"SLC6A20","0.00251563789077329","0.0265956338813077","0.0353777468472543","-0.0703520804293205","0.0245600599436703","-0.0392258715568791","-0.0976707431076662","0.140924292073325","0.134740730502144","0.0613846101235444","-0.00204152501715396","-0.0262639394209073","-0.0687359259661832","0.0500735796139814","0.943934519447389","0.457105729144675","0.322513408070216","0.0489352307050328","0.492279345906541","0.272643938522586","0.00620091494685715","7.51510798704369e-05","0.000154334556990401","0.0858610777402056","0.954488196486691","0.46273933862036","0.0543783019937633","0.161303230211242"
"MUTYH","0.00380939452031384","0.00840359082403449","0.00385430108682807","-0.0165846884096947","0.00394797225262737","-0.00888953982984741","0.13131240214571","-0.187867926366803","-0.284202808091745","0.344063318927766","0.0102076250857698","-0.00483969903939904","-0.0144437638766495","0.00769796111755948","0.915191014000951","0.814263642345559","0.914195087105334","0.642889759838998","0.91211810532368","0.803736058841535","0.000227041532007316","1.16335299037258e-07","4.94433961891638e-16","3.3086539265049e-23","0.7753645921868","0.892377729910768","0.686358937430629","0.829609684744964"
"S100A9","0.0143990321176643","0.00396573948999381","0.0316095753936515","-0.052872434129052","0.00220351939681528","-0.0151512118778264","-0.137521055893169","0.1371575946267","0.302683544530891","-0.027339364172671","0.200069451681088","-0.0215493912694222","-0.0523312052916907","0.0302946077473334","0.687278943856487","0.911724217438139","0.37676271926183","0.13911340196501","0.950881238176684","0.671871154677434","0.000112088868409644","0.000116915135002718","4.48742069444469e-18","0.444614801719399","1.60234521444367e-08","0.5468478945005","0.143210617240085","0.396944949814094"
"TMPRSS5","0.00596565556954809","0.0417346870137443","0.0340642699405699","-0.0564802331254275","0.0205661810369426","0.0165866493328685","-0.0893384049797883","0.153500703382718","0.136567723458105","-0.0180542970951601","-0.116366925977776","-0.0272691567327879","-0.0485702657614992","0.0313811620677544","0.867548411853414","0.24312343996835","0.34081600820905","0.114064563175226","0.565294626624271","0.642850471254157","0.0123323245943254","1.58328902692027e-05","0.000125166294812492","0.613731015778405","0.00109785057228012","0.44578556159017","0.174273556217717","0.380222349648725"
"SLC1A7","0.00682815998924179","0.0310020110924119","0.00609367155068349","-0.0406366817188641","0.00344299905752387","-0.0225883602669422","-0.0681765147419695","0.0752094300086489","0.089276713482646","-0.0985248784335881","0.336851627830403","-0.0414425788539763","-0.0335996776705038","0.0278820888325001","0.848615181144991","0.38600795392882","0.864733203679751","0.255755282139525","0.92332167086029","0.527683897234988","0.0563760852323732","0.035248967755903","0.0123929015376614","0.00576220090056568","2.96384434809482e-22","0.246440412621264","0.347445776417244","0.435623761789005"
"APOD","0.0128177740148925","0.0289247189786056","0.0297793206876158","-0.0522711342963228","0.0192348880680333","0.0210172909263843","-0.155360004688686","0.135756756733327","0.250965590085218","0.290416264702147","0.0326644002744633","-0.0130678126003841","-0.0437995798204782","0.0462614314050465","0.720089073676199","0.418647960236511","0.40502791107796","0.143671005881629","0.590737719348745","0.556794036230853","1.24418614313078e-05","0.00013740755158986","1.00191119259856e-12","1.05717912804456e-16","0.361038701605967","0.714864684676455","0.220567921442447","0.195684030095879"
"CLU","0.0159323733082309","0.022913161497742","0.0353992792555606","-0.058465920945138","0.00794185115935506","0.00960160722880531","-0.210313461097284","0.249224626096541","0.400568205594509","-0.118126686708333","0.169446576423778","-0.0108736058100333","-0.0565165309945496","0.0377715747658241","0.656014140607823","0.521763774043222","0.322218797575957","0.101874489664717","0.824297904259943","0.788374328721249","2.74761325579461e-09","1.45036665096887e-12","1.41543011525094e-31","0.000920113551694375","1.8287818998015e-06","0.76113995588641","0.113831879927357","0.290834111570141"
"CXCL1","0.0240782483831158","0.0268159527418629","0.0335690245495249","-0.0642831472338673","0.000734506465605092","0.0463126375750792","-0.0690884497994434","0.0748981326990105","0.193766656771662","-0.0655113066024382","0.0816610006861583","-0.0279444036222105","-0.057467741381563","0.0303130239222558","0.500811889676747","0.453385113287658","0.347886059624941","0.0720317949598529","0.983617892864009","0.195189202651576","0.0531499029611185","0.0360159527528989","4.53295993341422e-08","0.0667491151977504","0.0222145194761003","0.434598166601412","0.107866221375747","0.396657877015933"
"PLA2G2A","0.0304032807942029","0.0398462396375568","0.0498905900457019","-0.10612242861819","0.011109410292277","0.0986891506984268","0.0575580928398762","-0.0838946249475616","0.0155645746055931","-0.127411753785844","-0.0244983002058475","-0.120025530011394","-0.103345350047517","0.0730201335672807","0.395252754939394","0.265126007725978","0.162841980766332","0.00292900843527991","0.756122402753431","0.00568110055977782","0.107312662137101","0.0188014497862297","0.66346147118583","0.00034832854869453","0.493368701752831","0.000758437954474002","0.00376974961863674","0.0409505123087535"
"PCK1","0.0194303078992109","0.0386816970889078","0.0229966120711306","-0.0773159715153475","0.0247895932141719","-0.00857306543031057","-0.0358090663321769","0.0378226231210714","0.169594134585097","-0.112968316109716","-0.0612457505146187","-0.0876309281975809","-0.0816284852117032","0.0637199652314732","0.58697018450761","0.279357290114339","0.520248252232144","0.0304157265667583","0.488242008317812","0.810588241929159","0.316645433814377","0.290182121569597","1.790875030307e-06","0.00153379133909069","0.0865739432908481","0.0141090784814789","0.0222679371853899","0.0745660206392135"
"IGF2","0.0136802784345862","0.0260920479143243","0.0219630564724281","-0.0656395677867681","0.0133129296890923","0.0181012053877948","-0.040393726141669","-0.00174326493397531","0.00249454807448558","0.35747508248417","0.110242350926314","-0.0111979594496822","-0.0635262198465406","0.0406629142286396","0.702124258727618","0.465673936439154","0.539176711741806","0.0662162777924355","0.709756035779676","0.61280994587723","0.25861075176155","0.961131619710004","0.944403780460459","4.80164149135182e-25","0.00199290510590108","0.75424084915378","0.0754544719277666","0.255448283164104"
"SNCB","0.00222813641754206","0.00399721361293027","0.0108523337863762","-0.015885502557684","-0.00408569221492832","0.00661770574745793","0.0144223153952549","0.0941051767037027","-0.0360831108802351","-0.466832539174855","0.104117775874852","-0.0150889079028252","-0.0121754929537714","-0.000349907323525431","0.95033320296211","0.911026510177585","0.761593088468219","0.656961322190409","0.90906551619901","0.85322735988412","0.68680001456479","0.00837430467979186","0.312953691239372","1.10291566748979e-43","0.00351627462167652","0.673142296607784","0.733568517250438","0.99219539878865"
"BMP4","0.0094156732483229","0.0275713316923379","0.0290902836218141","-0.0689117575741784","0.0246977799059712","-0.00970333114294215","-0.00465336724532911","0.00993038417746648","0.0228022774695936","-0.0376561053699054","0.106159300892006","-0.0285649273549514","-0.0657505887515565","0.048121465072208","0.792377906958788","0.440759048652764","0.415988496209859","0.0537626785013477","0.489854801422605","0.786186334819888","0.896497520057048","0.78130871803814","0.523781007586621","0.292312513304937","0.00291909743550036","0.424461607250424","0.0657578903405269","0.178292513621444"
"SERPINA3","-0.0247490851539887","0.00673546230840218","-0.0244177510193466","0.0140536356254158","0.00725325134785028","0.0130828256237106","-0.148639168237714","0.122682269728512","0.235155074120169","-0.109873293750546","0.58795920494034","-0.0457745008009255","0.00500483003628585","-0.0250275817195295","0.488953220614933","0.850646055796017","0.49479141115094","0.694398257023897","0.839315072076002","0.714551418662024","2.93452688489793e-05","0.000576076083526914","2.60101504373768e-11","0.0020639278759003","4.51456015458736e-74","0.200435372712551","0.888729106485554","0.484074840354564"
"CRYAB","0.00625315704277933","0.0227557908830597","0.0153095423057808","-0.0409023723426282","0.00904361085776269","0.0393728060995212","-0.157308797414247","0.201876305300533","0.188988367502225","0.0490045206868632","0.171488101440932","0.0720807217687","-0.0378874414150411","0.0350643970522327","0.861228347059392","0.524627890676533","0.668645074159354","0.2526577219627","0.800405577023966","0.270850289787437","9.63537759962078e-06","1.18182022399581e-08","9.74873343718923e-08","0.170449507456627","1.36651121759258e-06","0.0436261644228637","0.289355677659462","0.326820557939388"
"IL1R2","0.00649274160380536","0.0201749128022701","0.033504427324606","-0.0338126278032393","0.0144146893874999","-0.00451541152196318","-0.0469271786767217","0.0944787334752688","0.181329050879156","-0.0902714854758006","-0.316436377658863","-0.0760311881931178","-0.0235753835919781","0.0104972197057629","0.855968375095719","0.572717627122238","0.348815054506653","0.344396860269815","0.686956865205585","0.899549518659246","0.189321924947793","0.0081183686132878","3.19535812707172e-07","0.0114475032949134","1.08139815373696e-19","0.0332908283160139","0.509800023294377","0.769169601220856"
"MBP","0.0169386284645402","-0.0174996123526711","0.0256235658844995","-0.0394760332045263","0.017169088633519","-0.0288613349720475","0.0290757376201437","-0.0796298518055149","-0.107616912002103","0.38120358723781","-0.128616076080699","0.0253985687923171","-0.0370679370816142","0.0186187528465374","0.635814541631526","0.624668393795497","0.473724192843857","0.269595020758204","0.631225386399663","0.419668734950251","0.416221748931208","0.0257726989772997","0.00255094282742402","1.60985300351927e-28","0.000305595803728008","0.477617454992483","0.299921163374385","0.602688373317533"
"MARCO","0.0268574292910177","0.0405386703421589","0.0341288671654888","-0.0832171001063181","0.0140015295005971","-0.0175021645601001","-0.0097377174972726","-0.00498075695421516","0.0720608183207032","0.0572579136446507","0.0653288005489266","-0.0499342702228837","-0.0841748022477082","0.0628544050101208","0.452686594428448","0.25690457257557","0.339900646437696","0.019784798098601","0.695474627188824","0.624617876940468","0.785447093951681","0.889260864518098","0.0436844114831011","0.109160484558411","0.0675133726680395","0.162473676002882","0.0184074441915685","0.0786022018085401"
"ADM","0.0132011093125341","0.014478096550771","0.0378324413941728","-0.0521312971259207","0.0205202743828423","-0.0194801295572054","-0.0827050143562454","0.111724604429239","0.251879086563199","-0.270814456427402","0.144948276217931","-0.0841702178351807","-0.0498726922914099","0.0362430322472657","0.712084960187314","0.685653125336182","0.290056835175594","0.144747115942134","0.566163156665341","0.586011443518827","0.0205574874142996","0.00172963655510304","8.24223410836837e-13","1.2066598306814e-14","4.6290447879078e-05","0.0184138326236004","0.162993073360398","0.310812461972139"
"SIX1","0.0108531806144791","0.0396888690228745","0.0385860756848933","-0.086922785121975","0.0131752097267913","0.011556966911658","-0.0467397947608024","0.0853888520338262","0.113870849428278","-0.152171932659207","-0.00612457505146187","-0.0420417936834213","-0.0872333094921051","0.0471269916263988","0.761575047937127","0.26701947158337","0.280548438450491","0.0149097450321617","0.712624763930621","0.746627425317302","0.191097040394459","0.0167823362040342","0.00140466932834779","1.87769431318844e-05","0.864053857963482","0.239670062794075","0.0145538566985938","0.187442463455315"
"PPBP","0.0151657027129476","0.0291450378391608","0.0250637232685356","-0.0741836188983394","0.0234583002452626","-0.0240237977219843","-0.088451454444437","0.044920201780828","0.139378481851892","0.203755638645379","0.167405051406624","-0.107056527953821","-0.0671115513052834","0.0370533439438509","0.671575642907095","0.415111174679516","0.483443691555104","0.0378302589597135","0.511904782041821","0.501781069162594","0.0132289135711769","0.208973501214987","9.02179592198508e-05","8.58507822928809e-09","2.4390329936006e-06","0.00268715050631781","0.0603479194481096","0.300111603531139"
"CHI3L1","-0.0268095123788125","-0.0124008044369648","0.0332675708332367","-0.0138298961527724","0.0314919647128183","0.00720544391802635","-0.148901505720001","0.155150579123802","0.222436392388285","0.0830497666377366","0.157197426320855","-0.0192239186457932","0.00270729110149966","-0.016058904532325","0.453493631778192","0.728830354268307","0.352234810052208","0.699024426490451","0.378541666082621","0.84035990684025","2.83980144038669e-05","1.27860448483073e-05","3.02797271867468e-10","0.0200344572078671","9.77798144149325e-06","0.590949529630522","0.93967103107206","0.653459909126332"
"VNN2","0.00462398202780234","0.0378948440154964","0.0222214453721037","-0.0575429956204838","0.01009946390207","-0.00623341540516319","-0.0930361142539291","0.0688900946229884","0.205290766186187","0.0830497666377366","0.179654201509548","-0.0873029130631517","-0.0567799431017225","0.0456721138075299","0.897147483553166","0.289261394061762","0.534412497117986","0.107405002160528","0.77768205816449","0.86166204328281","0.00914701626611817","0.0538382099768134","6.59742536425018e-09","0.0200344572078671","4.11532141496554e-07","0.0144751181133611","0.1121544665618","0.201445044533439"
"GLP1R","0.0104698453168374","0.0293968308226525","0.0205203851159059","-0.0691914319149827","0.0336495774555333","0.0474429032877108","0.0228296070895006","-0.00613255699987742","-0.114784345906259","0.155266955018377","-0.00816610006861583","0.0763507096559819","-0.0693944562341155","0.0482503782966647","0.769754570350077","0.411090791469449","0.566161060884502","0.0527954509211027","0.346729802685304","0.184499073495918","0.52328344899368","0.863878408603154","0.00128423175704835","1.25936815577367e-05","0.819420967224735","0.0325549372281948","0.0521024398257812","0.177131128117528"
"SLN","0.022257405719318","0.0199545939417149","0.0185609359600324","-0.0600600646877224","0.0238714601321655","-0.0458492286329002","0.0615681086405491","-0.0813731167394902","-0.101362974575928","0.232642513997635","-0.240899952024167","0.0663060587917583","-0.0592384561020033","0.033480606008907","0.533751139613226","0.576917660291785","0.603815353281593","0.0928569945403937","0.504497815135032","0.199700787924745","0.0849263184339221","0.0226913562715103","0.0044978670638652","4.27318116491504e-11","8.18059586674496e-12","0.0635034893494826","0.0974212547387609","0.349158033630308"
"CYP1B1","0.00232397024195247","-0.00195139562206044","0.0321263531930027","-0.0486074004317865","0.0173986219040206","0.059548049069995","-0.0814932650333006","0.0600492510292565","0.143664888402416","0.0314660606515648","0.220484701852627","-0.0676031246365652","-0.0451020063503889","0.01902390869483","0.948199932830086","0.956495420455517","0.369007238564751","0.173944068960483","0.626668748861673","0.0956808026093746","0.0224912797986501","0.0929159348158103","5.41024182105516e-05","0.378934176258688","4.3567494039502e-10","0.0584867001261808","0.207134812448048","0.594817650238469"
"BAG3","-0.00745107984790947","-0.0126840715433929","0.0117997597518535","-0.0222341100939415","-0.00192807947221337","-0.0197287880139843","-0.202980503854309","0.253613918162443","0.260100554865025","-0.161456999736718","0.592042254974647","0.111094770620454","-0.0180729973532545","-0.000313074973680649","0.83499454000525","0.722888078124624","0.741492453015519","0.534179529346447","0.957014727410789","0.581237271561045","9.79842561014493e-09","5.6767258426337e-13","1.37306702278308e-13","5.5347709666175e-06","2.49233192329842e-75","0.001837338531693","0.613363752970751","0.993016913590778"
"KDR","0.0225449071925492","0.0273510128317827","0.0363467052210379","-0.0747010164288273","0.0209793409238454","-0.0271659364031001","-0.0624425669148391","0.109732301647553","0.0863956861290147","0.0520995430460335","-0.118408450994929","-0.0406793190951251","-0.0715456551093612","0.0553406056417853","0.528478497082937","0.444420721384526","0.309429524268653","0.0365089218534641","0.557506754013908","0.447510014201345","0.0805840032750636","0.00209166730589687","0.0155313875937273","0.144992334495832","0.000894261532019614","0.255256427044102","0.0452149887877093","0.121561833538085"
"FMOD","0.00764274749673029","0.0248016088739295","0.0372725987782089","-0.0655137143334062","0.0170772753253184","-0.0128002591955527","-0.126665281030912","0.125328296860439","0.133897502984008","0.169710392694505","0.285813502401554","-0.0348015613773982","-0.0604091765783275","0.0325966296126323","0.830813293767871","0.48803115286404","0.297258806728018","0.0667390803668639","0.633051978540855","0.720455526852683","0.000377550578902467","0.000435680161654045","0.000169850773551048","1.7615409043379e-06","3.32687529443086e-16","0.330461990821465","0.0909701876847953","0.362036420691834"
"OR7A5","0.0025635548029785","-0.0166812851563232","0.0128548477588623","-0.00275479225692231","0.0219433806599521","-0.0345578741637107","-0.165766058152737","0.111942512545986","0.319337288014077","0.331683229491085","-0.0244983002058475","-0.0470709190344107","0.00825357935808544","-0.00810311696585209","0.942868411958823","0.640955557517703","0.719313611383511","0.938614589611455","0.539540365795493","0.333861455019658","3.06576146628067e-06","0.00169374454140065","4.80538447783009e-20","1.3771116235399e-21","0.493368701752831","0.18796849491308","0.817520356202651","0.820790020589032"
"PF4","0.0248928358906043","0.0200804904334607","0.0453903167096848","-0.0819026307045379","0.0235960202075636","-0.0136366558229001","-0.0256153813061674","0.0695126892422653","0.1386055232936","-0.295574635300764","0.126574551063545","-0.0768340145129107","-0.0636140238822649","0.0354327205506805","0.486431866196885","0.574515866983367","0.20424304492806","0.0218210330288014","0.5094295165588","0.703028982039789","0.473865509699945","0.0517023691235508","9.87794505690736e-05","2.85244170219941e-17","0.000381254255717715","0.0314682793408639","0.075050769261663","0.321761595025185"
"CRYBB2","0.0437720992994553","0.0391538089329547","0.0187331952264828","-0.0934112298286347","0.0397551624508756","-0.0763551002168267","-0.0211306595851656","0.0594577861409435","0.038823600314177","0.0448778242079695","-0.0612457505146187","0.063477255176484","-0.090262548724594","0.0707181117019818","0.22085791775077","0.273526574129714","0.600460428422119","0.00886893624170012","0.266220708713608","0.0325449229554388","0.554667566021399","0.0961856521559563","0.277595946720364","0.209403779756577","0.0865739432908481","0.0756803674364805","0.0114557038253393","0.0477680143562601"
"DDX17","0.0213949012996243","-0.0179402500737815","0.0634560072786722","-0.10287820626486","0.0353481236572451","-0.047702864401616","-0.0987325852978756","0.100331122896472","0.173529196336398","0.0510678689263101","0.214360126801165","-0.00246270395350507","-0.0948576265941663","0.0302393592225662","0.549726590927809","0.615972928454088","0.0757785645445701","0.00393097619927327","0.322919004689387","0.182102704740126","0.00565982960855825","0.0049251790711647","1.01764061781465e-06","0.153133315284259","1.33504263269034e-09","0.945112367616146","0.00786593773087807","0.397806918527064"
"MRC1","0.0120511034196092","0.0272251163400368","0.0340212051239573","-0.0677930602109612","0.00853863766265919","-0.00237920932508949","-0.0809061287634201","0.133266378256219","0.209717710656401","-0.164552022095888","-0.122491501029237","-0.0575963590346597","-0.0646969403228648","0.0428912713942489","0.736188712847335","0.446520860783203","0.341427123999028","0.0577804188572697","0.811334543425337","0.946970472912616","0.0234837362902404","0.000182409818621831","3.05194827639722e-09","3.62651861776057e-06","0.000587672153476793","0.107078893468462","0.0702150239746851","0.23029804115652"
"CXCL2","0.0185678034795172","0.0145095706737075","0.0236856491369323","-0.0476565076730519","0.00863045097085983","0.0327946596520054","0.0392569303850919","-0.0196117305072222","0.0622231639424502","-0.195502245687591","-0.183737251543856","-0.0112232038371637","-0.0378142713852709","0.00852668898906708","0.603681440572568","0.685006319835385","0.507821966413759","0.182528332879814","0.809344659777748","0.359125863474901","0.272264124998165","0.583482480106305","0.0816562137066459","3.41580792358082e-08","2.21171991689706e-07","0.753704705040042","0.290288722775452","0.811593598605115"
"GTF2A1","-0.0144948659420747","0.0111733136424429","0.0296931910543906","-0.043363506541706","0.0131752097267913","0.00443629292207897","0.0669272886358409","-0.11181799362213","-0.0391749451134003","-0.0562262395249273","0.0816610006861583","0.0386536033349851","-0.0400093722783787","0.0151380957862055","0.685308479153912","0.754764394604225","0.406388484739033","0.225201933862404","0.712624763930621","0.901300533956291","0.0610580938078423","0.00171416963169142","0.273267492682213","0.115703232386198","0.0222145194761003","0.279706895213258","0.263172983295449","0.67213867493539"
"SAGE1","0.0193344740748005","0.0577864897113383","0.0117782273435472","-0.0893000170188115","0.0325478177571256","0.163735942460375","-0.00529047255945471","0.00803147058867195","0.110849284154958","-0.0139276006162664","-0.234775376972705","-0.0897289647066627","-0.0857113728728837","0.0672558708165723","0.58881639460337","0.105923348081232","0.741947394754122","0.0123699881708609","0.362756095518445","4.05726561832363e-06","0.882423336536344","0.822348048671958","0.00188095738013165","0.697002847016746","2.80469143640167e-11","0.0119548603102781","0.0163723336965721","0.0597964761210496"
"EGR1","0.0141594475566382","0.0136282952314867","0.0168383432955282","-0.048243823788741","0.0313542447505174","-0.0505624366545739","0.282318853854538","-0.376327317621919","-0.468658827683988","0.158361977377547","-0.0979932008233899","0.0231867021393868","-0.0483214876602804","0.0226518951545411","0.692214365389524","0.70320242684844","0.637815900872036","0.177190041945361","0.380631328503666","0.157246226058707","7.83355926632671e-16","8.80261305975131e-28","4.67198075754727e-44","8.38138448223192e-06","0.00603187996544593","0.516804556301762","0.17649291224154","0.52652316888762"
"POU4F2","0.0258990910469136","0.0385243264742255","-0.00254082418014364","-0.0571095003922371","0.0196480479549362","0.041655942839037","-0.214523353074937","0.232476830837993","0.302613275571047","0.230579165758188","0.126574551063545","0.128528753843452","-0.0631164676798271","0.0423572023214995","0.468980428755625","0.281319470423772","0.943374134917476","0.110083307743269","0.582785465813013","0.244014503678837","1.29634430819497e-09","4.41450110901024e-11","4.57136430305807e-18","6.39669684408849e-11","0.000381254255717715","0.000308521418472621","0.0773618713194989","0.236159412951612"
"VIM","0.00213230259313165","-0.00242350746610733","0.0267432511164272","-0.024219797913652","0.0112930369086783","0.0288274270006686","-0.255835260404611","0.201596137721859","0.270640898841724","0.369855171920852","0.538962604528645","-0.0436025369686615","-0.0183803114782896","0.0123572533729244","0.95246682843006","0.945984617184329","0.454610966393653","0.498297058521032","0.752222197683032","0.420215408619362","3.50709045809392e-13","1.2391702527507e-08","1.25624388674855e-14","8.0299853127937e-27","2.81388644608292e-60","0.22265331081915","0.607342198683733","0.729745407359974"
"ANGPT2","0.025994924871324","0.00223466272848857","0.0128763801671686","-0.0278275969100274","0.000642693157404456","-0.0114552429975211","-0.195660038872395","0.24548905838088","0.267478795648715","-0.0696380030813319","0.436886353670947","-0.0158889071501177","-0.022433931127562","0.00508286427857994","0.467336610472728","0.950187915206603","0.718863355629887","0.436521746755661","0.985665420639411","0.748782202815619","3.32862919002141e-08","3.17726602634241e-12","2.60320231043349e-14","0.0512811426382708","7.04262527560878e-38","0.656892502365454","0.530510604926599","0.887005727817628"
"ANGPTL4","0.0110927651755051","0.00796295310292407","0.00355284737053984","-0.0191996434962149","0.0101453705561703","-0.0301950485129528","-0.173523752271796","0.183136207260299","0.232344315726382","-0.0985248784335881","0.551211754631568","-0.00963328068025639","-0.024658300032578","0.00933700068565229","0.756476251277417","0.82383869004216","0.920883155884596","0.591418386166516","0.776698217860353","0.398499052170271","1.01844570830602e-06","2.42554269939793e-07","4.5308057847766e-11","0.00576220090056568","1.63391844342722e-63","0.787692880464113","0.490549183773738","0.79407355788213"
