"","Gene","modulesA1"
"1040","NR2E1","purple"
"1041","ARG1","yellow"
"1042","KCNS1","brown"
"1043","SLC5A3","brown"
"1044","MYH7B","green"
"1045","NINJ2","red"
"1046","NAP1L3","brown"
"1047","ART4","blue"
"1048","FXYD6","brown"
"1049","RIT1","blue"
"1050","POU3F2","blue"
"1051","KCNN3","blue"
"1052","SIM2","blue"
"1053","CKS2","lightcyan"
"1054","SLIT2","turquoise"
"1055","GPRC5B","darkred"
"1056","ENC1","turquoise"
"1057","NELL1","midnightblue"
"1058","TRPC5","turquoise"
"1059","PDIA2","brown"
"1060","KCNJ2","green"
"1061","TAF13","turquoise"
"1062","DUSP9","darkgreen"
"1063","CRIP1","blue"
"1064","LAT2","yellow"
"1065","NID2","pink"
"1066","HSPA1L","lightcyan"
"1067","CELSR1","turquoise"
"1068","DYNC1I1","brown"
"1069","INSR","turquoise"
"1070","KCNK1","midnightblue"
"1071","GALNT7","blue"
"1072","HMGCS1","turquoise"
"1073","SMARCD3","brown"
"1074","HSPA8","black"
"1075","DGKG","blue"
"1076","HSD17B3","green"
"1077","TCF15","blue"
"1078","F9","blue"
"1079","CACNG3","magenta"
"1080","BCL2L10","turquoise"
"1081","KCND3","lightgreen"
"1082","CLK1","green"
"1083","CAV1","blue"
"1084","COL16A1","green"
"1085","SLC4A3","brown"
"1086","VAMP2","magenta"
"1087","ANXA13","green"
"1088","RGS5","cyan"
"1089","PRSS21","turquoise"
"1090","SNX10","brown"
"1091","TMPO","blue"
"1092","GYPC","pink"
"1093","TFAP2A","turquoise"
"1094","HLA-DPB1","yellow"
"1095","KCNIP2","magenta"
"1096","TNP2","turquoise"
"1097","PDGFD","pink"
"1098","CLIC1","yellow"
"1099","ATP6V1A","turquoise"
"1100","COL9A1","green"
"1101","DKK3","turquoise"
"1102","MYOM2","brown"
"1103","CCL18","yellow"
"1104","KIFC3","turquoise"
"1105","ATP6V1B2","turquoise"
"1106","RPS24","turquoise"
"1107","HRK","midnightblue"
"1108","MAOB","darkgreen"
"1109","PRSS23","blue"
"1110","CNN3","darkgreen"
"1111","RNASET2","yellow"
"1112","KCNE1L","turquoise"
"1113","PTPRC","yellow"
"1114","CD53","yellow"
"1115","PCDH11X","turquoise"
"1116","GSK3A","brown"
"1117","VIPR2","turquoise"
"1118","ART3","turquoise"
"1119","FBLN1","pink"
"1120","NDUFV1","turquoise"
"1121","PPM1B","blue"
"1122","GSN","blue"
"1123","KCNK5","blue"
"1124","APOE","royalblue"
"1125","LAPTM5","yellow"
"1126","ADH1C","blue"
"1127","FUT9","turquoise"
"1128","GLI2","purple"
"1129","PSTPIP2","yellow"
"1130","OCA2","midnightblue"
"1131","CTRC","blue"
"1132","HLA-B","yellow"
"1133","HSP90AB1","turquoise"
"1134","CDH19","green"
"1135","WNT5B","turquoise"
"1136","WISP1","pink"
"1137","MS4A5","turquoise"
"1138","NKX2-2","green"
"1139","NNAT","turquoise"
"1140","VAMP8","yellow"
"1141","IMPG1","turquoise"
"1142","ITSN1","blue"
"1143","VPS28","darkred"
"1144","ATP8A2","turquoise"
"1145","WNT2","turquoise"
"1146","CDK5R1","tan"
"1147","PABPC3","green"
"1148","NPC1L1","lightcyan"
"1149","COL4A5","red"
"1150","SPTBN5","green"
"1151","SOX1","turquoise"
"1152","MCCC2","blue"
"1153","ACPP","brown"
"1154","PLA2G3","brown"
"1155","RPL4","darkred"
"1156","GOLGA8A","turquoise"
"1157","HOXD3","blue"
"1158","TRIB3","turquoise"
"1159","GPC5","royalblue"
"1160","FABP3","brown"
"1161","HNF4G","blue"
"1162","HIST1H2AE","blue"
"1163","SLC7A9","blue"
"1164","LTBR","yellow"
"1165","HOXB7","turquoise"
"1166","RTN4","darkred"
"1167","DKK2","pink"
"1168","NCAM1","blue"
"1169","PRKX","blue"
"1170","PRMT8","midnightblue"
"1171","CDK2","blue"
"1172","NFIX","magenta"
"1173","ETV5","midnightblue"
"1174","STAT6","turquoise"
"1175","TAGLN3","brown"
"1176","RPS11","lightgreen"
"1177","GRIN1","magenta"
"1178","ACACB","purple"
"1179","FBN2","turquoise"
"1180","LMO1","turquoise"
"1181","CACNB1","turquoise"
"1182","SLC6A4","blue"
"1183","RND3","turquoise"
"1184","FBXO16","midnightblue"
"1185","UGCG","grey60"
"1186","PTTG2","turquoise"
"1187","HTR2A","brown"
"1188","CADPS","brown"
"1189","PIR","blue"
"1190","SSTR1","midnightblue"
"1191","PLEKHB1","green"
"1192","KLRB1","turquoise"
"1193","FAM60A","blue"
"1194","PLA2G7","yellow"
"1195","B4GALT6","turquoise"
"1196","MDH1","brown"
"1197","CLGN","turquoise"
"1198","LSS","blue"
"1199","SNAI2","pink"
"1200","FOXL2","cyan"
"1201","HIST1H2BM","blue"
"1202","KCNMB4","midnightblue"
"1203","IL1A","blue"
"1204","HCRTR2","turquoise"
"1205","NRXN3","turquoise"
"1206","MAP3K8","yellow"
"1207","PRPH","grey60"
"1208","ZBTB33","blue"
"1209","POLR3G","brown"
"1210","GRIA2","turquoise"
"1211","PMCH","turquoise"
"1212","CD84","yellow"
"1213","TTN","purple"
"1214","GSK3B","brown"
"1215","DRD5","turquoise"
"1216","CNGA3","purple"
"1217","FGF9","brown"
"1218","MXI1","blue"
"1219","DCTN1","magenta"
"1220","RRH","blue"
"1221","SCN9A","lightgreen"
"1222","EEF1A2","brown"
"1223","KCNA5","blue"
"1224","RAB13","yellow"
"1225","IGSF1","turquoise"
"1226","AVP","turquoise"
"1227","ITGB4","purple"
"1228","TRIB1","turquoise"
"1229","ZBTB16","blue"
"1230","RASAL1","red"
"1231","MCL1","blue"
"1232","PLOD3","lightcyan"
"1233","DUSP5","turquoise"
"1234","ACTN2","midnightblue"
"1235","PNMT","turquoise"
"1236","TGFBR3","blue"
"1237","FCN3","blue"
"1238","PCSK2","brown"
"1239","FUT3","blue"
"1240","NRN1","midnightblue"
"1241","SOCS1","turquoise"
"1242","MOAP1","turquoise"
"1243","GLIPR1","yellow"
"1244","PECAM1","cyan"
"1245","PLEK","yellow"
"1246","PSAT1","blue"
"1247","HSPB7","blue"
"1248","GIPR","turquoise"
"1249","ATP1B2","royalblue"
"1250","GRB14","blue"
"1251","TIMM13","turquoise"
"1252","SEMA3C","pink"
"1253","PTPRD","turquoise"
"1254","GABRB1","brown"
"1255","CA10","tan"
"1256","KCNV1","midnightblue"
"1257","ATP6V0A4","turquoise"
"1258","MAL","red"
"1259","C1QL1","turquoise"
"1260","ITSN2","blue"
"1261","ITPR3","blue"
"1262","CLDN16","brown"
"1263","GNG11","cyan"
"1264","NELL2","brown"
"1265","CASQ1","turquoise"
"1266","BTG4","turquoise"
"1267","RPS23","blue"
"1268","SLC13A3","pink"
"1269","CFTR","red"
"1270","PRKAB2","turquoise"
"1271","GDF3","blue"
"1272","PFKP","brown"
"1273","SLIT1","lightgreen"
"1274","MEP1B","turquoise"
"1275","IL32","turquoise"
"1276","GPC4","blue"
"1277","KLF4","blue"
"1278","WAS","yellow"
"1279","GNG13","turquoise"
"1280","PITPNM1","brown"
"1281","CASP7","blue"
"1282","DBN1","magenta"
"1283","NPM3","turquoise"
"1284","CHM","turquoise"
"1285","CEP250","blue"
"1286","CDX1","brown"
"1287","AGTR2","turquoise"
"1288","FLNA","blue"
"1289","RND1","brown"
"1290","BMP6","pink"
"1291","SYNGR4","turquoise"
"1292","TPI1","darkred"
"1293","PDZK1","pink"
"1294","PPIG","grey60"
"1295","NET1","cyan"
"1296","PDGFRA","green"
"1297","SLC1A5","yellow"
"1298","SLCO5A1","turquoise"
"1299","SEC23A","tan"
"1300","TNFRSF1A","yellow"
"1301","SIGLEC6","turquoise"
"1302","HIST1H2BN","blue"
"1303","SLC13A2","turquoise"
"1304","PKP4","red"
"1305","RNASE4","blue"
"1306","DNAJA1","lightcyan"
"1307","KLF12","turquoise"
"1308","CFHR5","turquoise"
"1309","SHOX2","blue"
"1310","BCL2A1","yellow"
"1311","PRSS1","turquoise"
"1312","HPRT1","brown"
"1313","TJP2","green"
"1314","CLC","turquoise"
"1315","FHL5","blue"
"1316","TNFRSF1B","yellow"
"1317","HLA-DMA","yellow"
"1318","ATP5A1","darkred"
"1319","STAT4","brown"
"1320","CACNA2D1","turquoise"
"1321","EMR2","yellow"
"1322","DNAH9","green"
"1323","KPNB1","turquoise"
"1324","SMARCB1","magenta"
"1325","CHRM3","turquoise"
"1326","POU3F1","magenta"
"1327","MMP13","turquoise"
"1328","CHST3","blue"
"1329","PRDX6","purple"
"1330","EYA4","turquoise"
"1331","CTNNA2","turquoise"
"1332","GFRA2","midnightblue"
"1333","TBCA","brown"
"1334","HIST1H3A","turquoise"
"1335","MNT","red"
"1336","ACHE","lightgreen"
"1337","NR0B2","turquoise"
"1338","AP1G2","blue"
"1339","TRIM31","turquoise"
"1340","GLRA1","brown"
"1341","LCE2B","blue"
"1342","VIPR1","midnightblue"
"1343","SMAD9","blue"
"1344","PMP22","red"
"1345","HIST1H1E","brown"
"1346","RAPSN","turquoise"
"1347","CAPG","yellow"
"1348","NAPG","tan"
"1349","PTPRH","red"
"1350","CSPG4","blue"
"1351","CACNA1E","turquoise"
"1352","SACS","tan"
"1353","SERPINI1","black"
"1354","CYB561","brown"
"1355","WWTR1","blue"
"1356","IGFBP7","cyan"
"1357","CHRNG","turquoise"
"1358","MAGEB3","turquoise"
"1359","TYRP1","midnightblue"
"1360","GPR6","turquoise"
"1361","FADS2","brown"
"1362","RTN3","brown"
"1363","RPL18A","brown"
"1364","DUSP8","greenyellow"
"1365","ARG2","blue"
"1366","SH3GL2","brown"
"1367","DNAJB5","turquoise"
"1368","MYOC","brown"
"1369","SHC3","brown"
"1370","CD96","turquoise"
"1371","SNCA","turquoise"
"1372","FAIM2","brown"
"1373","B4GALT1","pink"
"1374","OPCML","brown"
"1375","LSR","blue"
"1376","RYR3","purple"
"1377","OMD","pink"
"1378","GRP","brown"
"1379","NUDT4","blue"
"1380","GLTP","red"
"1381","RAN","black"
"1382","ELOVL1","red"
"1383","CAP2","turquoise"
"1384","TACC2","turquoise"
"1385","BTG1","yellow"
"1386","CKMT1A","brown"
"1387","SYK","yellow"
"1388","SSTR4","turquoise"
"1389","SEPT4","red"
"1390","DHRS9","yellow"
"1391","GCH1","brown"
"1392","ZNF91","turquoise"
"1393","CNKSR1","green"
"1394","EYA1","pink"
"1395","ZNF287","turquoise"
"1396","ATR","turquoise"
"1397","TAP2","turquoise"
"1398","CAPN9","red"
"1399","SLC30A3","midnightblue"
"1400","ANP32A","turquoise"
"1401","CNTN5","tan"
"1402","ARL4C","tan"
"1403","SLC1A4","royalblue"
"1404","ELAVL4","brown"
"1405","ELK1","blue"
"1406","GATA6","turquoise"
"1407","MKNK1","yellow"
"1408","TBX1","turquoise"
"1409","EFS","red"
"1410","TCL1B","blue"
"1411","INSM1","lightgreen"
"1412","GPR88","pink"
"1413","HIST1H3E","blue"
"1414","GTF2H4","turquoise"
"1415","ADAM15","turquoise"
"1416","BCAP31","darkred"
"1417","EDNRA","salmon"
"1418","DSC3","pink"
"1419","RFX4","blue"
"1420","TTYH1","royalblue"
"1421","PKP1","turquoise"
"1422","IL12A","red"
"1423","TCP10","turquoise"
"1424","SERPINB1","yellow"
"1425","NRG1","turquoise"
"1426","LALBA","turquoise"
"1427","AVIL","salmon"
"1428","GNGT1","blue"
"1429","KAL1","purple"
"1430","SLC2A11","turquoise"
"1431","RENBP","turquoise"
"1432","ADORA2A","cyan"
"1433","DLG3","tan"
"1434","TPM3","turquoise"
"1435","BDH2","blue"
"1436","RARRES1","green"
"1437","TRIM34","brown"
"1438","POLI","turquoise"
"1439","RAP2A","tan"
"1440","BIN2","yellow"
"1441","TMPRSS11D","brown"
"1442","CCND1","turquoise"
"1443","TRPC6","turquoise"
"1444","MTAP","turquoise"
"1445","SAG","turquoise"
"1446","SH3BP2","blue"
"1447","BRWD1","brown"
"1448","PCDH17","turquoise"
"1449","NFIL3","yellow"
"1450","SMN1","turquoise"
"1451","ADRA2A","turquoise"
"1452","IL1RAP","turquoise"
"1453","SERPINB2","turquoise"
"1454","FTH1","black"
"1455","BST2","yellow"
"1456","FABP4","pink"
"1457","TRPC3","tan"
"1458","CHRNA9","blue"
"1459","EYA2","blue"
"1460","CYP3A5","blue"
"1461","PPP2CB","turquoise"
"1462","PON2","purple"
"1463","BAZ1A","blue"
"1464","GOT1","brown"
"1465","KCNJ10","blue"
"1466","CYP7A1","red"
"1467","TMEM5","grey60"
"1468","ADAMTS6","turquoise"
"1469","SLCO1B1","turquoise"
"1470","MYO10","green"
"1471","SOX11","brown"
"1472","WASL","tan"
"1473","VGLL3","pink"
"1474","KCNMB1","blue"
"1475","TBL1X","grey60"
"1476","RTP4","turquoise"
"1477","NPHS2","turquoise"
"1478","CITED1","turquoise"
"1479","PIK3R3","turquoise"
"1480","NAP1L2","brown"
"1481","EFCAB2","blue"
"1482","PRKACB","grey60"
"1483","AMOTL2","green"
"1484","CDH13","turquoise"
"1485","LIMK1","magenta"
"1486","NKX2-8","red"
"1487","GABRE","blue"
"1488","A2M","cyan"
"1489","PVRL1","green"
"1490","DHCR7","blue"
"1491","LY6H","brown"
"1492","RARRES2","pink"
"1493","PTPN7","yellow"
"1494","SEPT2","blue"
"1495","CSN3","turquoise"
"1496","EFNA5","turquoise"
"1497","SOX10","green"
"1498","RYR2","brown"
"1499","COTL1","lightgreen"
"1500","CYBA","yellow"
"1501","AOC2","blue"
"1502","TMPRSS3","green"
"1503","GLRA3","turquoise"
"1504","EPHA4","brown"
"1505","FADS1","green"
"1506","MAGI1","turquoise"
"1507","CORO2A","brown"
"1508","NDUFA5","turquoise"
"1509","SLC24A3","turquoise"
"1510","RFPL1","turquoise"
"1511","BACE2","blue"
"1512","DBI","turquoise"
"1513","LDLR","green"
"1514","CHIT1","yellow"
"1515","GKN1","red"
"1516","AKAP12","turquoise"
"1517","PLS3","turquoise"
"1518","ZFYVE9","blue"
"1519","PCYT1B","magenta"
"1520","SNTA1","darkred"
"1521","ALDH4A1","royalblue"
"1522","SSPN","purple"
"1523","F5","blue"
"1524","GRM1","brown"
"1525","CLIC2","blue"
"1526","ZNF226","turquoise"
"1527","S100A7","brown"
"1528","OR1E1","blue"
"1529","ERBB2","blue"
"1530","PNRC1","blue"
"1531","HSPB8","blue"
"1532","FLRT2","green"
"1533","TRPC7","brown"
"1534","HIST1H2BE","blue"
"1535","VPS4B","tan"
"1536","SEMA3A","yellow"
"1537","GLRX","darkgreen"
"1538","ACSBG1","purple"
"1539","CAT","lightcyan"
"1540","IFNA2","turquoise"
"1541","CDH5","cyan"
"1542","SLC16A5","turquoise"
"1543","ADD3","purple"
"1544","PRSS16","midnightblue"
"1545","LMO4","turquoise"
"1546","CXCL6","pink"
"1547","SVIL","pink"
"1548","GMPR2","turquoise"
"1549","KCTD7","turquoise"
"1550","CCDC6","tan"
"1551","PIPOX","brown"
"1552","HOOK2","brown"
"1553","GAL3ST1","red"
"1554","TGM2","cyan"
"1555","XRCC4","brown"
"1556","RPL36AL","darkred"
"1557","SELPLG","yellow"
"1558","C2","pink"
"1559","PDIA4","lightcyan"
"1560","SERPINI2","turquoise"
"1561","IGSF6","yellow"
"1562","KHDRBS3","greenyellow"
"1563","APC","turquoise"
"1564","GLRA2","midnightblue"
"1565","EIF4EBP1","blue"
"1566","EPB41L4A","turquoise"
"1567","PGAM1","turquoise"
"1568","STATH","turquoise"
"1569","KNG1","turquoise"
"1570","DNALI1","purple"
"1571","BRD3","blue"
"1572","FHL2","midnightblue"
"1573","RPL13","turquoise"
"1574","TBCD","brown"
"1575","CCL23","turquoise"
"1576","IL1R1","pink"
"1577","PAX6","purple"
"1578","LEFTY1","turquoise"
"1579","HSD17B1","blue"
"1580","MPPED1","turquoise"
"1581","BTRC","turquoise"
"1582","BUB1","blue"
"1583","AQP6","blue"
"1584","ST6GALNAC5","brown"
"1585","CRB1","purple"
"1586","DIO1","blue"
"1587","MCC","purple"
"1588","HSP90B1","turquoise"
"1589","TSPAN13","brown"
"1590","SFRP1","turquoise"
"1591","TNFRSF25","blue"
"1592","MAPK4","purple"
"1593","SERPINF1","turquoise"
"1594","OPRL1","turquoise"
"1595","BIRC3","blue"
"1596","FAP","blue"
"1597","FZD1","blue"
"1598","LOXL2","blue"
"1599","TLR4","purple"
"1600","YWHAH","turquoise"
"1601","RAPGEF3","green"
"1602","TNNT2","brown"
"1603","KDELR3","turquoise"
"1604","FGF18","turquoise"
"1605","CHST7","royalblue"
"1606","ADAMTS2","pink"
"1607","TSPAN5","midnightblue"
"1608","KLF9","blue"
"1609","TNMD","brown"
"1610","OPN1SW","turquoise"
"1611","TP53I3","brown"
"1612","DPEP3","brown"
"1613","PLEKHA4","blue"
"1614","DLGAP2","brown"
"1615","ABCA4","blue"
"1616","SOAT1","yellow"
"1617","CREM","blue"
"1618","FLRT1","midnightblue"
"1619","DNMT3A","turquoise"
"1620","ZIC3","blue"
"1621","EN2","brown"
"1622","FZD10","turquoise"
"1623","GABRD","midnightblue"
"1624","BANF1","greenyellow"
"1625","MMD","turquoise"
"1626","PTPRT","brown"
"1627","HIST1H2AB","turquoise"
"1628","SOX3","brown"
"1629","TIMM10","turquoise"
"1630","ACTL6A","blue"
"1631","TGFA","red"
"1632","BCR","greenyellow"
"1633","NAT6","magenta"
"1634","VAT1","lightgreen"
"1635","DIRAS3","turquoise"
"1636","NPR3","brown"
"1637","NEBL","turquoise"
"1638","SYNJ1","tan"
"1639","IL20RA","royalblue"
"1640","LGI1","brown"
"1641","TIMP3","blue"
"1642","CYP2J2","salmon"
"1643","FGFR3","royalblue"
"1644","SPTAN1","magenta"
"1645","C1orf61","royalblue"
"1646","RDX","grey60"
"1647","SDS","turquoise"
"1648","NDFIP1","magenta"
"1649","NOX4","turquoise"
"1650","LHX3","turquoise"
"1651","HAS1","turquoise"
"1652","MYO15A","brown"
"1653","FOLR3","turquoise"
"1654","DIAPH2","blue"
"1655","AKAP3","blue"
"1656","CFD","yellow"
"1657","SLC38A1","turquoise"
"1658","LDHA","turquoise"
"1659","GUK1","darkred"
"1660","GDNF","turquoise"
"1661","CMA1","brown"
"1662","SLC17A3","turquoise"
"1663","GNA13","blue"
"1664","HSPD1","lightcyan"
"1665","TEC","blue"
"1666","RPL32","turquoise"
"1667","PEG3","brown"
"1668","SPTBN1","tan"
"1669","BCHE","brown"
"1670","FLI1","cyan"
"1671","ADAMTS9","blue"
"1672","TOB1","blue"
"1673","CAMKK2","midnightblue"
"1674","ODF1","red"
"1675","HLF","tan"
"1676","ATP8B1","green"
"1677","LRCH4","blue"
"1678","MLF1","brown"
"1679","CES2","magenta"
"1680","CALCA","blue"
"1681","SLC6A1","red"
"1682","IL18BP","turquoise"
"1683","TRAF6","brown"
"1684","ASCL1","blue"
"1685","KRTAP1-1","turquoise"
"1686","IL9","blue"
"1687","AES","turquoise"
"1688","IDH3G","brown"
"1689","RPRM","brown"
"1690","CDX2","turquoise"
"1691","GNA15","yellow"
"1692","HRH4","blue"
"1693","C14orf1","blue"
"1694","KCNAB1","turquoise"
"1695","PITPNC1","royalblue"
"1696","QPCT","turquoise"
"1697","LIPC","blue"
"1698","NFE2L3","red"
"1699","MAB21L2","blue"
"1700","CA12","purple"
"1701","OFD1","blue"
"1702","FSCN1","magenta"
"1703","MYL6","turquoise"
"1704","HOXD12","blue"
"1705","BCAM","cyan"
"1706","COPZ2","pink"
"1707","CHML","turquoise"
"1708","SH3BGR","lightcyan"
"1709","IMPA2","blue"
"1710","TCFL5","turquoise"
"1711","IQGAP1","blue"
"1712","NEB","lightgreen"
"1713","LSP1","blue"
"1714","DEFA5","blue"
"1715","SLC17A1","turquoise"
"1716","SLC2A1","cyan"
"1717","RASSF2","red"
"1718","ZNF117","blue"
"1719","GABRA5","midnightblue"
"1720","EGF","blue"
"1721","IDS","brown"
"1722","PRKCZ","turquoise"
"1723","HIPK3","brown"
"1724","CREB5","red"
"1725","TARBP1","turquoise"
"1726","ARHGDIB","yellow"
"1727","GZMB","turquoise"
"1728","TPST2","cyan"
"1729","SEMG2","brown"
"1730","CRIM1","grey60"
"1731","CD1D","yellow"
"1732","LAMB1","turquoise"
"1733","CRYGB","turquoise"
"1734","NPPC","red"
"1735","ATP5G3","turquoise"
"1736","TEAD4","cyan"
"1737","CACNB2","blue"
"1738","AGPAT3","purple"
"1739","HSPB2","blue"
"1740","FANCC","blue"
"1741","SLC6A11","brown"
"1742","CNN1","green"
"1743","ROCK2","turquoise"
"1744","MKI67","turquoise"
"1745","AGT","purple"
"1746","FGF1","red"
"1747","GH2","blue"
"1748","CHKB","blue"
"1749","RTDR1","turquoise"
"1750","KIF5B","blue"
"1751","RRAS2","turquoise"
"1752","PTPRZ1","royalblue"
"1753","DRD4","turquoise"
"1754","IDH3B","turquoise"
"1755","SYN3","turquoise"
"1756","SH3BP4","green"
"1757","ARHGEF5","yellow"
"1758","PROCR","yellow"
"1759","RELA","blue"
"1760","ALB","turquoise"
"1761","DPT","turquoise"
"1762","PPFIBP1","pink"
"1763","INHBB","purple"
"1764","IL24","brown"
"1765","CPB2","turquoise"
"1766","SOCS6","blue"
"1767","STMN3","brown"
"1768","PDGFRL","pink"
"1769","PTMS","magenta"
"1770","HRH3","brown"
"1771","SLC2A3","black"
"1772","CHL1","brown"
"1773","BTC","blue"
"1774","GRIK1","midnightblue"
"1775","NEDD9","blue"
"1776","TNFRSF17","red"
"1777","DAB1","turquoise"
"1778","CDH7","brown"
"1779","EMILIN1","blue"
"1780","CLEC4A","blue"
"1781","EPB41L3","tan"
"1782","RAB17","turquoise"
"1783","TAS2R4","blue"
"1784","ACVRL1","cyan"
"1785","STK17B","yellow"
"1786","MPO","turquoise"
"1787","GAS7","tan"
"1788","SEZ6L","turquoise"
"1789","STAR","turquoise"
"1790","GPR143","royalblue"
"1791","BAZ2A","blue"
"1792","ITPR2","blue"
"1793","CD55","blue"
"1794","FZD5","green"
"1795","CD33","yellow"
"1796","SPRR3","blue"
"1797","ITGAV","blue"
"1798","CARD9","yellow"
"1799","ANXA6","lightgreen"
"1800","TOMM20","tan"
"1801","C1QTNF3","brown"
"1802","ADCY7","midnightblue"
"1803","CCRL2","blue"
"1804","TP53BP2","purple"
"1805","PDIA3","turquoise"
"1806","FGF20","yellow"
"1807","CLDN15","blue"
"1808","IFRD1","blue"
"1809","SFPQ","turquoise"
"1810","MAOA","purple"
"1811","PZP","green"
"1812","ELAVL1","blue"
"1813","SERPING1","pink"
"1814","LZTS1","midnightblue"
"1815","CEBPG","blue"
"1816","CSF2RA","yellow"
"1817","ST8SIA2","brown"
"1818","ATP1B3","blue"
"1819","NSFL1C","blue"
"1820","HEBP2","blue"
"1821","CAPZA2","tan"
"1822","ANPEP","blue"
"1823","SLC10A1","turquoise"
"1824","PRRX1","blue"
"1825","AR","blue"
"1826","ME3","turquoise"
"1827","PTK7","blue"
"1828","PROM1","cyan"
"1829","KPNA3","turquoise"
"1830","HPSE","yellow"
"1831","LAMP1","tan"
"1832","LMO2","cyan"
"1833","S100A3","blue"
"1834","ADAM8","green"
"1835","GHITM","turquoise"
"1836","IL2RA","blue"
"1837","TPR","grey60"
"1838","RUNX3","blue"
"1839","EML2","turquoise"
"1840","SRD5A2","blue"
"1841","OPTN","turquoise"
"1842","PIK3CG","yellow"
"1843","PRLR","turquoise"
"1844","RABEP1","turquoise"
"1845","MAGEB1","turquoise"
"1846","MR1","turquoise"
"1847","GRIN2C","royalblue"
"1848","FBXO2","blue"
"1849","MYB","turquoise"
"1850","CCR9","pink"
"1851","KCNS3","turquoise"
"1852","GLUD1","royalblue"
"1853","HRSP12","purple"
"1854","TGFBR1","yellow"
"1855","ROM1","blue"
"1856","RREB1","blue"
"1857","SREBF1","greenyellow"
"1858","DDR2","blue"
"1859","NGB","brown"
"1860","NASP","green"
"1861","COL5A2","turquoise"
"1862","OGG1","turquoise"
"1863","NCOA2","tan"
"1864","CRYGD","brown"
"1865","ALDH8A1","yellow"
"1866","BCAR3","purple"
"1867","MYCN","red"
"1868","PAK1","tan"
"1869","ETS2","turquoise"
"1870","LILRA3","turquoise"
"1871","APOL5","turquoise"
"1872","SLC19A3","blue"
"1873","TCF12","blue"
"1874","RAD54L","blue"
"1875","EFNB1","lightcyan"
"1876","KLRD1","turquoise"
"1877","PARK7","darkred"
"1878","ITPR1","blue"
"1879","ABLIM1","purple"
"1880","TULP4","black"
"1881","SOX4","turquoise"
"1882","TPSG1","green"
"1883","PSAP","turquoise"
"1884","NR2F1","purple"
"1885","GIP","blue"
"1886","PLXNB1","blue"
"1887","EIF4A2","tan"
"1888","ABCB1","cyan"
"1889","RAMP3","cyan"
"1890","UBB","turquoise"
"1891","CDH1","green"
"1892","SULT1C2","purple"
"1893","CLIC4","salmon"
"1894","SGCG","turquoise"
"1895","CACNA2D3","brown"
"1896","PRSS12","turquoise"
"1897","CCRN4L","brown"
"1898","UTS2","blue"
"1899","PRSS3","turquoise"
"1900","PPIC","blue"
"1901","SEPT7","turquoise"
"1902","NFAT5","blue"
"1903","PCDHA1","turquoise"
"1904","BTNL2","blue"
"1905","SLC2A6","lightgreen"
"1906","SLC7A5","cyan"
"1907","DSC2","blue"
"1908","PITX2","turquoise"
"1909","HPN","red"
"1910","SLC15A2","purple"
"1911","UPP1","blue"
"1912","GPR32","blue"
"1913","ADAM2","turquoise"
"1914","SLC16A8","red"
"1915","CCT6B","turquoise"
"1916","TFCP2L1","brown"
"1917","MYO1E","green"
"1918","FXYD5","blue"
"1919","B3GNT1","brown"
"1920","CALCRL","blue"
"1921","PFKFB3","blue"
"1922","SULT2B1","turquoise"
"1923","PDGFRB","cyan"
"1924","KCNN2","brown"
"1925","MLF2","magenta"
"1926","C8B","blue"
"1927","STIP1","lightcyan"
"1928","LTC4S","turquoise"
"1929","AFF1","blue"
"1930","PPP1R15A","brown"
"1931","HIST1H2BC","yellow"
"1932","CACNA2D2","lightgreen"
"1933","FRK","turquoise"
"1934","SNTB1","purple"
"1935","EEF2","magenta"
"1936","ATP2B3","lightgreen"
"1937","MNDA","yellow"
"1938","HTR3B","blue"
"1939","LAIR2","blue"
"1940","WFDC1","turquoise"
"1941","SQLE","red"
"1942","SNCAIP","pink"
"1943","TRIM10","blue"
"1944","CNOT3","magenta"
"1945","ABCB9","brown"
"1946","STX1A","midnightblue"
"1947","NR1H3","yellow"
"1948","GTF3C4","turquoise"
"1949","HOOK1","brown"
"1950","IL2RG","turquoise"
"1951","USP11","darkred"
"1952","NPPB","turquoise"
"1953","LYN","yellow"
"1954","SEMA4D","green"
"1955","ACSM3","blue"
"1956","ASGR2","turquoise"
"1957","ANK3","midnightblue"
"1958","SFTPC","green"
"1959","RPS18","black"
"1960","LRRC17","pink"
"1961","TNPO1","lightcyan"
"1962","CTSZ","yellow"
"1963","MASP1","purple"
"1964","GABRA3","brown"
"1965","HIST1H2BO","blue"
"1966","PBXIP1","purple"
"1967","IGF1R","salmon"
"1968","ATP2B2","turquoise"
"1969","OPHN1","green"
"1970","ZNF83","green"
"1971","KCNF1","midnightblue"
"1972","NOX3","blue"
"1973","HBE1","turquoise"
"1974","FLNC","red"
"1975","BMX","blue"
"1976","JAM2","pink"
"1977","RAB40B","red"
"1978","DICER1","blue"
"1979","PRKCG","magenta"
"1980","PTPN9","magenta"
"1981","NTN1","brown"
"1982","TRIM49","green"
"1983","EFNA1","salmon"
"1984","HINT1","turquoise"
"1985","KCNN4","brown"
"1986","PTP4A1","tan"
"1987","NME5","turquoise"
"1988","MSN","yellow"
"1989","KCNB1","brown"
"1990","SCN8A","tan"
"1991","NKTR","grey60"
"1992","ATN1","turquoise"
"1993","SCUBE2","turquoise"
"1994","ATP6V0C","magenta"
"1995","WDR4","red"
"1996","BUB1B","blue"
